sgRNA,Gene,cont1,cont2,cont3,gemc1,gemc2,gemc3
ZHX2-sg11,ZHX2,224.4735826,531.4409267,107.213368,27.86304704,326.9361636,1385.050808
NOC2L-sg13,NOC2L,0,0,0,108.8400275,0,0
UBR7-sg1,UBR7,162.2246059,33.76558374,1877.541421,434.4893898,0,0
PRMT7-sg11,PRMT7,262.2002352,670.9074683,3.268700245,309.9763983,0,1372.887903
SETD8-sg12,SETD8,0,0,0,0,0,0
KDM8-sg12,KDM8,256.5412373,0,62.10530466,221.1629359,0,0
TAF5L-sg3,TAF5L,71.68063984,2.936137717,0,0,0,591.4212561
PARP4-sg5,PARP4,1212.911879,123.3177841,73.21888549,0,0,0
sgCTRL_286,CTRL,0,45.51013461,39.87814299,0,0,0
FUS-sg11,FUS,1669.404375,891.117797,800.17782,74.0112187,0,4.561089379
SMYD1-sg3,SMYD1,79.22597035,183.5086073,86.94742652,0,0,0
RPS6KA3-sg1,RPS6KA3,105.6346271,0,13.72854103,602.5383922,0,0
KIT-sg7,KIT,94.31663136,0,0,0,487.6797774,0
BRD8-sg8,BRD8,0,132.1261973,220.9641366,80.97698046,0,0
GTF3C4-sg9,GTF3C4,126.384286,24.95717059,164.7424924,396.1777001,0,0
sgCTRL_218,CTRL,780.9417077,1222.901359,604.7095453,2282.157697,318.7627595,2402.17374
SIRT3-sg10,SIRT3,0,2514.801954,174.5485931,222.9043763,0,638.5525131
SP100-sg11,SP100,26.40865678,833.8631115,336.0223852,184.5926866,1768.179752,263.0228209
PHF10-sg8,PHF10,267.8592331,409.5912115,395.5127297,148.8931576,0,0
sgCTRL_43,CTRL,305.5858856,359.6768703,368.0556476,229.8701381,0,2073.775304
TCF20-sg9,TCF20,264.0865678,581.3552679,132.70923,168.9197227,0,0
RUVBL1-sg8,RUVBL1,320.6765466,88.0841315,0,169.7904429,1691.894647,0
PAX6-sg2,PAX6,0,88.0841315,49.68424373,132.3494734,0,0
KAT5_1,KAT5,0,622.4611959,51.64546387,0,0,0
G2E3-sg1,G2E3,3497.260691,0,179.7785135,0,2299.451017,3852.600162
TDRD5-sg12,TDRD5,88.65763348,968.9254465,232.7314575,2105.401492,449.537225,1292.308657
PHC2-sg8,PHC2,1882.559962,212.8699845,290.2605818,126.2544319,506.7510536,301.031899
PHRF1-sg12,PHRF1,0,0,195.4682747,1131.936286,0,72.97743006
KDM5C-sg2,KDM5C,1633.564055,1252.262736,815.2138411,171.5318833,179.81489,1071.856004
PRMT8-sg1,PRMT8,286.7225593,942.5002071,255.6123592,0,1106.13402,22.80544689
RFX5-sg13,RFX5,186.7469301,0,120.288169,0,0,123.1494132
ART1-sg8,ART1,526.286803,124.785853,468.7316151,192.4291686,0,155.0770389
PRKCD-sg3,PRKCD,247.1095742,2762.905591,694.2719321,0,0,1.520363126
sgCTRL_332,CTRL,1333.637167,1716.172495,189.5846142,2350.944594,841.8606213,416.5794966
CHD5-sg5,CHD5,13.20432839,0,0,0,0,0
PHF6-sg12,PHF6,2454.118748,311.230598,5747.682511,15.67296396,0,38.00907816
KAT5-sg8,KAT5,58.47631145,60.19082319,45.76180343,593.83119,144.3968056,2186.282176
PRDM2-sg12,PRDM2,248.9959068,82.21185607,868.8205251,414.4628247,0,0
KDM5B-sg9,KDM5B,237.677911,400.7827983,260.8422796,0.87072022,0,190.0453908
MCL1-sg3,MCL1,0,0,0,0,0,63.85525131
BAZ2A-sg11,BAZ2A,0,186.444745,0.653740049,0,0,228.0544689
BUB3-sg10,BUB3,141.474947,20.55296402,1717.375109,2.61216066,5.44893606,959.3491327
NCOR2-sg4,NCOR2,186.7469301,179.1044007,0,0,0,0
sgCTRL_260,CTRL,3018.132204,867.6286953,602.0945851,505.0177276,0,2841.558683
sgCTRL_289,CTRL,0,0,20.91968157,92.29634332,0,0
PHC1-sg11,PHC1,15.09066102,139.4665415,118.3269489,0,0,0
SIRT6-sg9,SIRT6,0,0,36.60944275,0,0,0
ACTR5-sg10,ACTR5,254.6549047,113.0413021,17.65098132,0,732.8819001,0
PHF20L1-sg8,PHF20L1,405.5615149,0,0,0,0,0
RNF40-sg7,RNF40,147.1339449,224.6145353,213.772996,180.2390855,5.44893606,104.9050557
MBD3-sg3,MBD3,213.1555869,180.5724696,75.83384569,72.26977826,321.4872276,3283.984353
ASH2L-sg9,ASH2L,0,0,28.11082211,0,0,0
SRCAP-sg1,SRCAP,501.7644789,444.8248641,880.587846,0,0,80.5792457
PRDM6-sg2,PRDM6,207.496589,32.29751488,130.7480098,364.8317722,0,234.1359215
TRIM37-sg10,TRIM37,0,0,0,53.98465364,0,155.0770389
USP34-sg6,USP34,0,478.5904478,0,3084.091019,0,0
ASH2L-sg5,ASH2L,0,45.51013461,142.5153307,0,0,0
PARP9-sg9,PARP9,149.0202776,0,91.52360686,0.87072022,0,0
ANTXR1-sg4,ANTXR1,64.13530933,506.4837561,0,1005.681854,0,538.2085467
FBXO44-sg3,FBXO44,258.4275699,16.14875744,449.7731537,588.6068687,174.3659539,0
HDAC6-sg10,HDAC6,573.4451187,2347.442104,482.4601562,377.0218553,261.5489309,0
UBA7-sg9,UBA7,281.0635615,170.2959876,54.91416412,192.4291686,0,0
TADA3-sg3,TADA3,388.5845212,143.8707481,0,0,0,0
RPA1-sg2,RPA1,0,51.38241004,58.83660441,0,0,0
HLTF-sg5,HLTF,1748.630345,2384.143826,303.3353827,619.0820764,187.9882941,1445.865333
CDKN2A_1,CDKN2A,3.772665255,57.25468548,24.84212186,0,1691.894647,0
SETD3-sg13,SETD3,58.47631145,0,92.83108696,0,0,0
PRDM10-sg8,PRDM10,130.1569513,0,39.22440294,0,0,892.4531552
PRDM14-sg2,PRDM14,867.7130085,352.336526,105.9058879,224.6458168,4833.206285,1616.146003
NCOA3-sg6,NCOA3,248.9959068,1177.391224,77.79506583,972.5944857,0,968.4713115
RFXAP-sg8,RFXAP,75.45330509,0,0,0,0,0
UIMC1-sg7,UIMC1,737.5560573,546.1216153,24.84212186,390.0826586,0,269.1042734
TDRD7-sg7,TDRD7,143.3612797,312.6986668,238.6151179,157.6003598,0,503.2401948
PRDM11-sg12,PRDM11,73.56697246,195.2531582,18.30472137,0,0,107.945782
ZBTB33-sg12,ZBTB33,456.4924958,249.5717059,18.30472137,0,0,1499.078043
sgCTRL_256,CTRL,1331.750835,964.5212399,194.1607946,249.0259829,0,1245.1774
TET3-sg4,TET3,0,463.9097592,44.45432333,455.3866751,0,0
PRKCB-sg1,PRKCB,71.68063984,739.9067046,131.4017499,0,291.5180792,1156.996339
TRIM28-sg6,TRIM28,0,217.274191,72.56514544,0,0,0
PARP1_2,PARP1,130.1569513,0,0,0,0,0
ORC1-sg6,ORC1,222.58725,107.1690267,0,146.280997,0,0
PHF7-sg6,PHF7,709.2610679,80.74378721,0,0,0,0
STAG2_1,STAG2,1186.503223,2.936137717,35.30196265,383.987617,0,0
CDKN2A_3,CDKN2A,58.47631145,0,412.5099709,0,0,1.520363126
SETD5-sg4,SETD5,905.4396611,229.0187419,76.48758574,428.3943482,250.6510588,405.9369547
MBD6-sg8,MBD6,9.431663136,16.14875744,5.883660441,0.87072022,0,0
POLR2B-sg7,POLR2B,120.7252881,198.1892959,44.45432333,0,0,0
FKBP1A-sg4,FKBP1A,0,0,2.614960196,0,0,3309.830526
DPF3-sg8,DPF3,103.7482945,45.51013461,651.1250888,294.3034344,0,0
L3MBTL3-sg12,L3MBTL3,779.0553751,262.7843256,0,69.6576176,0,752.5797475
UHRF2-sg9,UHRF2,807.3503645,469.7820347,117.6732088,1274.734402,0,0
NAP1L3-sg1,NAP1L3,118.8389555,101.2967512,460.2329945,80.97698046,370.5276521,668.9597756
TRIM5-sg5,TRIM5,7.545330509,645.9502977,99.36848745,0,0,0
ALKBH3-sg10,ALKBH3,260.3139026,757.5235309,670.7372903,0.87072022,0,0
HDAC3-sg10,HDAC3,0,0,0,60.9504154,0,136.8326814
ZHX1-sg5,ZHX1,354.6305339,0,0.653740049,102.744986,0,0
PARP14-sg10,PARP14,1435.499129,342.060044,198.0832349,713.1198602,5.44893606,14481.45878
HDAC7-sg8,HDAC7,733.783392,32.29751488,32.68700245,1140.643488,0,0
ZBTB40-sg1,ZBTB40,20.7496589,0,0,0,0,0
RPA3-sg10,RPA3,230.1325805,108.6370955,0,0,0,287.3486309
UBE2N-sg4,UBE2N,607.399106,485.9307921,105.9058879,613.8577551,0,218.9322902
PKNOX1-sg9,PKNOX1,73.56697246,0,47.06928353,0,0,0
PHF13-sg7,PHF13,1850.492307,1429.899068,86.29368647,845.4693336,547.6180741,561.0139936
HOMEZ-sg8,HOMEZ,422.5385085,328.8474243,373.285568,120.1593904,0,0
SMARCA1-sg12,SMARCA1,375.3801928,102.7648201,79.75628598,0,0,0
HDAC5-sg2,HDAC5,420.6521759,505.0156873,0,318.6836005,0,2726.011086
CSNK2B-sg5,CSNK2B,0,0,20.26594152,0,397.7723324,0
DCTD-sg4,DCTD,601.7401081,11.74455087,84.98620637,0,0,24.32581002
MIS12-sg10,MIS12,0,0,0,0,0,1.520363126
DNMT3L-sg9,DNMT3L,269.7455657,590.1636811,15.68976118,47.8896121,302.4159513,518.4438261
RCOR1-sg10,RCOR1,618.7171017,1020.307857,347.135966,651.2987245,0,0
UBE4A-sg9,UBE4A,1646.768384,327.3793554,213.119256,3.48288088,4631.595651,439.3849435
NR0B2-sg10,NR0B2,0,0,0,78.3648198,0,0
AICDA-sg3,AICDA,345.1988708,180.5724696,0,0,0,0
FLYWCH1-sg13,FLYWCH1,56.58997882,0,161.4737921,0,367.8031841,0
DNMT3L-sg5,DNMT3L,162.2246059,123.3177841,0,0,0,0
KMT2C-sg13,KMT2C,343.3125382,205.5296402,2650.915899,91.4256231,0,0
PHF3-sg13,PHF3,152.7929428,139.4665415,107.213368,0,0,1.520363126
MECOM-sg7,MECOM,49.04464831,101.2967512,0,82.7184209,0,0
BRD4-sg7,BRD4,1.886332627,71.93537406,917.8510288,25.25088638,5.44893606,240.217374
CHD5-sg6,CHD5,0,0,0,0,0,1.520363126
SUV420H2-sg7,SUV420H2,0,361.1449392,83.02498623,181.1098058,0,0
ARID1A-sg10,ARID1A,45.27198305,160.0195056,98.06100735,109.7107477,0,483.4754742
MLH1_2,MLH1,20.7496589,2.936137717,266.72594,520.6906915,0,63.85525131
TAF12-sg2,TAF12,760.1920488,302.4221848,891.7014269,1124.970524,389.5989283,2616.54494
sgCTRL_314,CTRL,52.81731356,358.2088014,1925.918184,108.8400275,1340.438271,0
ASXL3-sg10,ASXL3,156.5656081,714.949534,27.45708206,2144.583902,280.6202071,0
sgCTRL_101,CTRL,2305.098471,712.0133963,431.4684324,1669.170662,937.2170024,1666.317986
PAX5-sg10,PAX5,896.007998,1473.941134,3814.573186,602.5383922,0,1198.046144
SMARCA4-sg5,SMARCA4,0,873.5009707,241.2300781,708.7662591,1196.041465,0
SETD7-sg2,SETD7,139.5886144,0,0,67.04545694,0,0
TRIM33-sg7,TRIM33,94.31663136,0,81.06376608,117.5472297,0,202.2082958
YEATS4-sg2,YEATS4,0,61.65889205,0,0,0,0
JMJD4-sg2,JMJD4,0,4672.863176,0.653740049,96.64994442,572.1382863,0
ZHX2-sg5,ZHX2,0,0,282.4157012,0,0,0
OGT-sg7,OGT,0,566.6745793,105.9058879,2263.001852,0,0
BAZ2B-sg1,BAZ2B,82.9986356,280.4011519,265.4184599,0,318.7627595,0
RUVBL1-sg2,RUVBL1,554.5817924,0,191.5458344,2.61216066,0,0
TDRD5-sg10,TDRD5,69.79430721,98.36061351,10.45984078,107.9693073,1247.806358,2037.286589
TAF12-sg4,TAF12,1.886332627,0,0,0,0,0
ZHX1-sg6,ZHX1,20.7496589,0,870.7817453,0,0,0
ACTL6A-sg4,ACTL6A,952.5979768,93.95640693,47.72302358,148.0224374,1196.041465,0
NAA15-sg4,NAA15,0,411.0592803,141.8615906,628.6599988,0,652.2357812
SUB1-sg5,SUB1,439.5155022,73.40344292,22.88090172,0,0,802.7517307
PRKAA2-sg10,PRKAA2,241.4505763,331.783562,525.6069994,75.75265914,0,3.040726253
ATRX-sg5,ATRX,375.3801928,1128.944952,740.0337355,220.2922157,0,0
PRMT6-sg1,PRMT6,656.4437543,830.9269738,4474.850636,2126.298777,0,0
SIRT6-sg7,SIRT6,290.4952246,204.0615713,166.7037125,47.8896121,0,720.6521219
KDM4D-sg11,KDM4D,0,299.4860471,488.3438166,565.968143,0,0
SMARCA2-sg9,SMARCA2,24.52232415,68.99923634,39.22440294,0.87072022,0,611.1859768
ATXN7L3-sg7,ATXN7L3,339.5398729,113.0413021,0,166.307562,0,0
PARP10-sg10,PARP10,435.7428369,0,187.6233941,1.74144044,0,0
KCNH2-sg1,KCNH2,2154.19186,723.7579472,109.1745882,0.87072022,0,2122.426924
CHRAC1-sg12,CHRAC1,152.7929428,186.444745,175.8560732,237.7066201,0,1781.865584
HAT1-sg7,HAT1,590.4221123,2.936137717,44.45432333,0,0,0
sgCTRL_137,CTRL,167.8836038,519.6963759,977.3413733,43.536011,0,89.70142445
SMYD3-sg4,SMYD3,511.196142,139.4665415,509.2634982,784.5189182,0,533.6474573
BMI1_2,BMI1,1.886332627,189.3808827,42.49310319,28.73376726,0,185.4843014
USP7-sg6,USP7,141.474947,63.12696091,2117.464019,0,0,0
ATAD2B-sg7,ATAD2B,47.15831568,0,79.75628598,211.5850135,0,1052.091283
FKBP5-sg6,FKBP5,88.65763348,77.80764949,0.653740049,100.1328253,302.4159513,3.040726253
RFWD2-sg2,RFWD2,0,0,136.6316702,0,2.72446803,0
ATAD2B-sg1,ATAD2B,326.3355445,30.82944603,388.3215891,15.67296396,217.9574424,194.6064802
FUS-sg9,FUS,465.9241589,1638.364846,35.9557027,357.8660104,694.7393477,1435.222791
ZSCAN21-sg12,ZSCAN21,115.0662903,61.65889205,0,101.8742657,0,0
CCDC101-sg4,CCDC101,1.886332627,58.72275433,30.07204225,77.49409958,0,0
ELP4-sg10,ELP4,675.3070806,1178.859293,125.5180894,219.4214954,0,980.6342165
PCGF1-sg11,PCGF1,322.5628793,390.5063163,1775.557973,270.7939884,375.9765882,1.520363126
BRD1-sg12,BRD1,1071.436932,782.4807015,285.6844014,540.7172566,302.4159513,786.0277363
SMARCA2-sg6,SMARCA2,64.13530933,0,50.33798377,0.87072022,0,9.122178758
CHD8-sg13,CHD8,994.0972946,262.7843256,496.1886972,72.26977826,0,284.3079046
MTERF-sg7,MTERF,946.9389789,255.4439814,1015.258296,557.2609408,0,0
MORF4L2-sg1,MORF4L2,237.677911,0,128.1330496,0,0,77.53851944
ATXN7-sg9,ATXN7,130.1569513,371.4214212,0.653740049,385.7290575,0,0
EP300-sg11,EP300,528.1731356,493.2711364,262.1497597,2024.424511,1070.715936,0
L3MBTL2-sg1,L3MBTL2,92.43029874,120.3816464,0,0,890.9010458,0
SETD6-sg7,SETD6,177.315267,120.3816464,205.9281154,0,0,416.5794966
IKBKAP-sg5,IKBKAP,352.7442013,1180.327362,231.4239774,115.8057893,0,489.5569267
POLR2B-sg9,POLR2B,0,99.82868237,344.5210058,0,0,0
TAF6L-sg6,TAF6L,173.5426017,778.0764949,7.844880588,271.6647086,0,0
SETD2-sg7,SETD2,309.3585509,0,66.02774495,0,0,0
UBE2E1-sg7,UBE2E1,552.6954598,114.509371,198.0832349,0.87072022,2.72446803,541.249273
PRMT1-sg1,PRMT1,81.11230297,234.8910173,62.75904471,0,566.6893503,217.4119271
SIRT3-sg2,SIRT3,79.22597035,660.6309863,0,0,3157.658447,0
TADA1-sg1,TADA1,226.3599153,0,0,0,0,1006.48039
PHIP-sg2,PHIP,194.2922606,0,190.8920943,0,0,1.520363126
HDGFRP2-sg7,HDGFRP2,62.2489767,57.25468548,16.34350123,0,0,0
KDM5D-sg10,KDM5D,1692.040367,252.5078436,277.1857808,0,0,278.2264521
ALKBH2-sg8,ALKBH2,0,68.99923634,79.75628598,0,0,0
ADPRH-sg1,ADPRH,1424.181134,328.8474243,75.83384569,1169.377255,217.9574424,5491.551612
PRDM6-sg5,PRDM6,0,48.44627233,41.83936314,1394.893792,0,115.5475976
BRPF1-sg2,BRPF1,0,220.2103288,77.79506583,0,0,0
YY1-sg3,YY1,186.7469301,604.8443696,0,0,3767.939286,139.8734076
CHD3-sg2,CHD3,126.384286,697.3327077,269.9946402,18.28512462,0,897.0142445
PCNA-sg6,PCNA,3.772665255,1.468068858,391.5902894,3.48288088,0,1.520363126
TRIM66-sg10,TRIM66,277.2908962,502.0795496,328.8312447,587.7361485,0,0
MIS18A-sg13,MIS18A,0,0,0,0,0,506.2809211
WNT5A-sg12,WNT5A,611.1717712,860.288351,84.98620637,430.1357887,610.2808387,1.520363126
SUDS3-sg2,SUDS3,443.2881674,174.7001941,30.07204225,1849.409747,19.07127621,0
BRPF1-sg8,BRPF1,296.1542225,0,1559.170017,34.8288088,0,501.7198317
WHSC1-sg2,WHSC1,0,0,0,0,0,0
KDM5A-sg6,KDM5A,716.8063984,317.1028734,39.87814299,264.6989469,566.6893503,129.2308657
SUV420H2-sg9,SUV420H2,1194.048553,22.02103288,532.79814,1012.647616,0,282.7875415
KIT-sg9,KIT,845.077017,177.6363319,159.512572,62.69185584,130.7744654,548.8510886
NCOR1-sg6,NCOR1,686.6250763,239.2952239,19.61220147,388.3412181,0,0
NONO-sg1,NONO,92.43029874,0,0,0,0,0
RPA1-sg5,RPA1,41.4993178,641.5460911,48.37676363,454.5159548,0,0
ATAD2B-sg12,ATAD2B,62.2489767,394.9105229,97.4072673,0,1345.887207,139.8734076
PHF3-sg11,PHF3,1597.723735,0,101.3297076,0,1939.821237,0
EPC1-sg13,EPC1,367.8348623,180.5724696,264.1109798,0,0,162.6788545
INTS12-sg9,INTS12,0,193.7850893,35.30196265,146.280997,0,0
SETDB1-sg5,SETDB1,486.6738178,0,107.213368,0,0,384.651871
UHRF2-sg13,UHRF2,348.971536,160.0195056,658.9699694,0,0,1.520363126
SSRP1-sg6,SSRP1,0,709.0772586,137.9391503,2175.92983,0,0
sgCTRL_350,CTRL,37.72665255,0,46.41554348,94.03778376,0,0
YEATS4-sg4,YEATS4,2057.988896,287.7414962,404.6650903,1685.714346,378.7010562,342.0817034
LNX1-sg9,LNX1,1465.680451,615.1208516,667.46859,1359.194263,12949.39655,291.9097203
USP25-sg5,USP25,760.1920488,160.0195056,0.653740049,165.4368418,0,0
RPA3-sg11,RPA3,0,1.468068858,0,0,0,3.040726253
USP12-sg6,USP12,109.4072924,0,0.653740049,0,0,4.561089379
SETD6-sg9,SETD6,0,355.2726637,0,2559.046727,0,0
CXXC1-sg8,CXXC1,7833.939401,1360.899832,1846.161898,516.3370904,1021.675511,0
RCOR1-sg13,RCOR1,45.27198305,0,0,0,0,0
HNRNPA2B1-sg8,HNRNPA2B1,1012.960621,596.0359565,144.4765508,719.2149017,512.1999897,0
HDAC6-sg7,HDAC6,390.4708538,123.3177841,532.1443999,227.2579774,0,167.2399439
CHD7-sg5,CHD7,66.02164195,0,0,0,0,0
TRIM13-sg7,TRIM13,133.9296165,889.6497282,52.95294397,5.22432132,0,130.7512289
NR0B2-sg9,NR0B2,679.0797458,2.936137717,62.75904471,0,0,4.561089379
CARM1-sg2,CARM1,739.4423899,71.93537406,219.6566565,94.90850398,0,1407.856255
FAM175A-sg5,FAM175A,896.007998,1153.902123,643.9339483,124.5129915,0,1524.924216
RNF217-sg2,RNF217,663.9890848,763.3958063,194.8145346,865.4958987,32.69361636,976.0731271
TADA1-sg2,TADA1,207.496589,2094.934261,164.7424924,1339.167698,1149.725509,2779.223795
BRD7-sg1,BRD7,35.84031992,259.8481879,45.10806338,0,0,3664.075134
HDAC8-sg11,HDAC8,258.4275699,0,0,0,0,0
UBR3-sg4,UBR3,481.01482,0,0,0,198.8861662,27.36653627
sgCTRL_60,CTRL,367.8348623,251.0397748,120.9419091,0,0,0
PRMT6-sg2,PRMT6,96.20296399,223.1464665,587.058564,140.1859554,444.0882889,2753.377622
SETMAR-sg11,SETMAR,1052.573606,306.8263914,545.2192009,343.0637667,1637.405286,0
USP51-sg3,USP51,1161.980898,286.2734274,61.45156461,0,198.8861662,12246.52498
BRD4-sg11,BRD4,377.2665255,237.8271551,225.5403169,253.379584,659.3212633,1201.08687
MGEA5-sg10,MGEA5,1.886332627,0,0,0,0,0
CHD4-sg5,CHD4,32.06765466,79.27571835,1263.679515,130.608033,555.7914781,56.25343567
RUVBL1-sg9,RUVBL1,3.772665255,130.6581284,643.2802082,154.1174789,354.1808439,459.1496642
KDM5D-sg4,KDM5D,492.3328157,151.2110924,117.0194688,0.87072022,599.3829666,453.0682116
FKBP1A-sg2,FKBP1A,60.36264407,1.468068858,109.1745882,0,0,0
PRDM15-sg10,PRDM15,284.8362267,198.1892959,182.3934737,429.2650685,0,0
PPP4C-sg10,PPP4C,8482.837825,165.891781,1797.785135,0,0,208.2897483
ACTL6A-sg6,ACTL6A,337.6535403,0,0,0,0,0
PBX1-sg10,PBX1,49.04464831,4.404206575,28.11082211,0,10.89787212,0
ATXN7-sg3,ATXN7,171.6562691,352.336526,5275.028456,1200.723183,0,0
CUX1-sg2,CUX1,1737.31235,1412.282242,175.8560732,3604.781711,0,1952.146254
RAG1-sg10,RAG1,267.8592331,54.31854776,0,111.4521882,0,1409.376618
PRKCB-sg2,PRKCB,941.279981,557.8661662,0,0,0,0
TRIM24-sg8,TRIM24,1.886332627,3712.746143,211.1580358,322.1664814,0,716.0910325
ZMYND8-sg8,ZMYND8,315.0175488,22.02103288,251.0361788,13.93152352,299.6914833,0
BRD9-sg12,BRD9,337.6535403,92.48833808,113.7507685,82.7184209,0,547.3307255
ADPRH-sg6,ADPRH,105.6346271,17.6168263,10.45984078,2.61216066,0,0
RFWD2-sg7,RFWD2,454.6061632,208.4657779,154.9363916,1085.788114,3116.791426,1488.435501
METTL8-sg11,METTL8,620.6034344,689.9923634,64.72026485,460.6109964,0,0
SP140-sg1,SP140,1182.730557,419.8676935,71.25766534,285.5962322,0,442.4256698
AEBP2-sg6,AEBP2,1171.412562,60.19082319,1102.859463,550.295179,577.5872224,1.520363126
UBE2I-sg11,UBE2I,54.70364619,0,0,61.82113562,343.2829718,0
WDR5-sg11,WDR5,0,534.3770644,336.0223852,0,0,150.5159495
SETD8-sg13,SETD8,128.2706187,0,0,0,0,0
SETD6-sg11,SETD6,805.4640318,234.8910173,312.4877434,725.3099432,809.1670049,0
MLH1_1,MLH1,3.772665255,0,0,0,0,0
ELP4-sg9,ELP4,128.2706187,26.42523945,72.56514544,652.1694448,302.4159513,85.14033507
BRPF3-sg7,BRPF3,484.7874852,118.9135775,0,2599.970577,0,0
SIN3B-sg1,SIN3B,326.3355445,77.80764949,16.99724127,891.6175053,0,0
UBE2I-sg13,UBE2I,645.1257585,0,0,0,0,0
MECOM-sg11,MECOM,86.77130085,49.91434118,0,1059.666508,5.44893606,6.081452505
CHRAC1-sg6,CHRAC1,60.36264407,117.4455087,138.5928904,67.04545694,713.8106239,675.0412281
PTEN_1,PTEN,79.22597035,0,0,0,0,0
SETMAR-sg6,SETMAR,245.2232415,413.9954181,0,0,98.08084908,0
SMARCE1-sg11,SMARCE1,24.52232415,0,0,2.61216066,0,0
SETD8-sg10,SETD8,0,330.3154931,0,0,0,217.4119271
FKBP5-sg1,FKBP5,743.2150551,0,0,0,0,0
ZMYND8-sg6,ZMYND8,528.1731356,394.9105229,513.1859385,0,0,3.040726253
HDAC10-sg13,HDAC10,501.7644789,1632.49257,161.4737921,141.9273959,0,530.6067311
RFWD2-sg11,RFWD2,348.971536,1095.179368,580.5211635,1228.58623,583.0361584,223.4933796
TRDMT1-sg1,TRDMT1,92.43029874,168.8279187,0,0,3334.748869,2158.915639
sgCTRL_128,CTRL,115.0662903,0,295.4905022,20.02656506,179.81489,194.6064802
TAF9-sg6,TAF9,207.496589,32.29751488,0,262.0867862,0,185.4843014
SETDB1-sg4,SETDB1,680.9660784,255.4439814,28.76456216,107.0985871,0,0
STK31-sg4,STK31,437.6291695,362.613008,334.061165,341.3223262,1721.863795,1120.507624
sgCTRL_151,CTRL,201.8375911,300.954116,94.79230711,175.8854844,0,141.3937707
CECR2-sg6,CECR2,496.105481,371.4214212,118.3269489,0,0,0
SP140-sg8,SP140,0,0,0,0,0,0
WT1_3,WT1,439.5155022,45.51013461,0,562.4852621,0,0
PRMT7-sg8,PRMT7,292.3815572,963.0531711,60.14408451,3598.686669,171.6414859,1383.530445
L3MBTL3-sg11,L3MBTL3,0,158.5514367,8.498620637,267.3111075,0,180.923212
CHD6-sg1,CHD6,505.5371441,1203.816464,1719.990069,279.5011906,1928.923365,0
HDAC10-sg5,HDAC10,1710.903693,0,39.22440294,0,0,0
YWHAQ-sg2,YWHAQ,1271.388191,698.8007766,1244.067313,4687.086944,0,158.1177651
HDAC11-sg5,HDAC11,184.8605975,117.4455087,84.98620637,43.536011,0,1.520363126
AEBP2-sg11,AEBP2,1.886332627,0,26.80334201,107.9693073,792.8201968,0
TAF6L-sg1,TAF6L,526.286803,259.8481879,183.7009538,2997.889717,997.155299,209.8101114
KDM6A_3,KDM6A,516.8551399,89.55220036,0,0,0,0
PKN1-sg11,PKN1,79.22597035,481.5265855,275.8783007,3230.372016,0,0
HOMEZ-sg4,HOMEZ,1929.718278,700.2688454,394.2052496,173.2733238,1392.203163,3689.921308
KDM6B-sg11,KDM6B,32.06765466,95.42447579,3.268700245,0,0,0
HDAC6-sg11,HDAC6,66.02164195,428.6761066,340.5985655,47.01889188,0,1959.74807
ELP2-sg8,ELP2,399.902517,976.2657908,947.9230711,341.3223262,637.525519,0
BRCA2-sg13,BRCA2,2327.734462,895.5220036,1263.679515,10961.49685,0,2510.119522
L3MBTL1-sg3,L3MBTL1,5604.294236,224.6145353,82.37124618,271.6647086,0,1058.172736
FIZ1-sg10,FIZ1,1.886332627,299.4860471,120.9419091,0,0,72.97743006
PRDM14-sg4,PRDM14,0,223.1464665,0,74.0112187,0,0
HDGFRP2-sg12,HDGFRP2,1.886332627,183.5086073,338.6373454,0,0,0
DNMT3A_2,DNMT3A,243.3369089,1.468068858,6.53740049,0,0,2227.33198
UBE2C-sg10,UBE2C,467.8104916,220.2103288,211.1580358,2670.498915,0,0
BRAF-sg5,BRAF,258.4275699,411.0592803,193.5070545,1280.829444,0,0
KCNH2-sg4,KCNH2,877.1446717,817.7143541,15.68976118,0,411.3946725,1213.249775
RBBP4-sg11,RBBP4,375.3801928,0,242.5375582,0,0,0
FBXO44-sg1,FBXO44,1420.408468,707.6091897,3.922440294,103.6157062,291.5180792,0
NAA15-sg9,NAA15,0,822.1185607,0,1.74144044,0,1.520363126
SMARCE1-sg7,SMARCE1,448.9471653,64.59502977,121.5956491,1024.837699,0,152.0363126
TET3-sg7,TET3,35.84031992,91.02026922,20.26594152,144.5395565,0,0
JHDM1D-sg4,JHDM1D,147.1339449,391.9743852,344.5210058,0,741.0553042,0
PHF8-sg13,PHF8,107.5209598,70.4673052,49.68424373,0,0,986.715669
CUX1-sg9,CUX1,1218.570877,858.8202821,326.8700245,1755.371963,1021.675511,421.140586
sgCTRL_40,CTRL,601.7401081,38.16979032,147.091511,590.3483091,0,0
SFMBT1-sg9,SFMBT1,143.3612797,33.76558374,17.65098132,0,967.1861507,1783.385947
PPP4C-sg5,PPP4C,224.4735826,41.10592803,1506.870813,0.87072022,1561.120181,609.6656137
L3MBTL4-sg5,L3MBTL4,1771.266337,292.1457028,142.5153307,290.8205535,0,1552.290752
UBR4-sg9,UBR4,149.0202776,0,309.2190432,0,0,177.8824858
DTX3L-sg11,DTX3L,0,117.4455087,234.0389375,0,0,334.4798878
USP27X-sg8,USP27X,152.7929428,132.1261973,6819.162451,0,0,85.14033507
