sgRNA,Gene,cont1,cont2,cont3,gemc1,gemc2,gemc3
CDA-sg12,CDA,216.9282521,375.8256277,106.559628,98.39138486,484.9553094,217.4119271
SP100-sg2,SP100,299.9268877,70.4673052,47.06928353,0.87072022,0,354.2446084
EYA2-sg5,EYA2,384.811856,73.40344292,303.3353827,4.3536011,0,234.1359215
LIN28A-sg8,LIN28A,0,2.936137717,13415.39955,119.2886701,0,141.3937707
sgCTRL_343,CTRL,235.7915784,387.5701786,505.3410579,8572.240566,193.4372301,153.5566758
DAXX-sg13,DAXX,1037.482945,98.36061351,1562.438717,0,283.3446751,0
HDAC6-sg3,HDAC6,0,67.53116748,18.95846142,0,0,0
HDAC10-sg1,HDAC10,1092.186591,221.6783976,42.49310319,101.8742657,1384.029759,107.945782
SFMBT2-sg4,SFMBT2,369.7211949,698.8007766,226.194057,0,114.4276573,0
SMARCA4-sg13,SMARCA4,630.0350975,389.0382475,216.3879562,608.6334338,5.44893606,0
SIRT7-sg10,SIRT7,43.38565043,95.42447579,160.8200521,79.23554002,2.72446803,0
SMARCD2-sg10,SMARCD2,0,0,496.1886972,2.61216066,0,0
PHIP-sg12,PHIP,620.6034344,108.6370955,77.79506583,0,0,1014.082205
HDAC11-sg4,HDAC11,56.58997882,497.675343,32.0332624,40.92385034,0,92.74215071
SND1-sg9,SND1,73.56697246,895.5220036,0,2114.979414,0,0
ARID1A-sg11,ARID1A,1307.228511,992.4145482,657.6624893,163.6954014,155.2946777,206.7693852
CBX1-sg3,CBX1,33.95398729,312.6986668,0.653740049,0,0,250.8599158
LBR-sg9,LBR,514.9688072,728.1621537,9042.532358,55.72609408,0,275.1857259
TDRD9-sg7,TDRD9,282.9498941,180.5724696,358.2495469,43.536011,354.1808439,0
SAP30L-sg6,SAP30L,194.2922606,57.25468548,5.883660441,75.75265914,0,120.108687
ALKBH2-sg2,ALKBH2,79.22597035,369.9533523,139.2466304,128.8665926,0,0
UBE2E3-sg8,UBE2E3,564.0134556,192.3170204,60.79782456,73.14049848,2.72446803,0
PHF21A-sg4,PHF21A,81.11230297,0,50.33798377,505.8884478,0,0
HUWE1-sg12,HUWE1,62.2489767,340.5919751,75.18010564,54.85537386,0,0
NCOR1-sg12,NCOR1,639.4667606,54.31854776,158.2050919,207.2314124,0,10.64254188
TAF9B-sg1,TAF9B,1399.658809,640.0780222,193.5070545,413.5921045,3925.958431,2224.291254
SAP30L-sg1,SAP30L,973.3476357,773.6722883,526.9144795,295.1741546,0,0
DOT1L-sg1,DOT1L,2833.271606,135.062335,49.68424373,79.23554002,0,1284.706842
UBE4A-sg10,UBE4A,122.6116208,503.5476184,24.84212186,0,0,0
sgCTRL_46,CTRL,1488.316443,130.6581284,1082.593521,1121.487643,0,65.37561443
FKBP2-sg3,FKBP2,841.3043518,571.0787859,370.6706078,106.2278668,0,170.2806701
ART1-sg5,ART1,537.6047988,1.468068858,372.6318279,239.4480605,62.66276469,0
GATAD2B-sg9,GATAD2B,241.4505763,24.95717059,0,0,0,0
PHIP-sg9,PHIP,105.6346271,287.7414962,279.1470009,1488.931576,0,243.2581002
MIS12-sg1,MIS12,303.699553,278.9330831,61.45156461,0,0,1.520363126
BAZ2B-sg11,BAZ2B,1028.051282,850.011869,93.48482701,1528.984706,0,209.8101114
HUWE1-sg8,HUWE1,62.2489767,67.53116748,0,239.4480605,201.6106342,0
ASXL1-sg6,ASXL1,0,0,30.07204225,0,286.0691432,0
PYGO1-sg9,PYGO1,0,0,0,0,0,0
ING1-sg3,ING1,103.7482945,0,152.3214314,0,0,0
RUNX1-sg4,RUNX1,0,32.29751488,24.84212186,0,0,0
ZMYND11-sg7,ZMYND11,109.4072924,1.468068858,0,0,0,0
HDGF-sg4,HDGF,250.8822394,1021.775925,115.0582486,0,956.2882786,503.2401948
MBD4-sg13,MBD4,562.1271229,386.1021097,120.288169,0,2.72446803,0
UBR1-sg11,UBR1,92.43029874,390.5063163,0,0,133.4989335,167.2399439
SUV420H1-sg7,SUV420H1,0,0,40.53188304,0,2.72446803,0
SP100-sg8,SP100,350.8578687,49.91434118,0,0,0,2393.051561
KAT2A-sg12,KAT2A,1441.158127,2058.232539,1329.05352,771.4581149,3773.388222,2452.345723
PRDM13-sg8,PRDM13,556.468125,622.4611959,311.1802633,0.87072022,305.1404194,0
MUM1L1-sg13,MUM1L1,784.7143729,248.1036371,151.0139513,1223.361909,0,0
TAF9-sg9,TAF9,149.0202776,312.6986668,196.7757548,106.2278668,591.2095625,748.0186582
GADD45A-sg9,GADD45A,977.1203009,1.468068858,47.06928353,0,0,174.8417595
MECOM-sg12,MECOM,1099.731922,259.8481879,292.2218019,612.9870349,209.7840383,226.5341058
PARG-sg10,PARG,98.08929662,0,0,0,0,0
PARP12-sg5,PARP12,162.2246059,754.5873932,93.48482701,0,0,0
MCRS1-sg13,MCRS1,1.886332627,57.25468548,0,0,0,141.3937707
MBD3-sg11,MBD3,156.5656081,0,50.99172382,0,0,0
CHD4-sg4,CHD4,98.08929662,121.8497152,0,0,0,0
DNMT3A_3,DNMT3A,0,0,62.10530466,0,0,0
COMMD3-BMI1-sg5,COMMD3,1576.974076,57.25468548,456.9642943,304.752077,0,0
BAHCC1-sg7,BAHCC1,147.1339449,0,0,197.6534899,0,12.16290501
ATF2-sg12,ATF2,130.1569513,785.4168392,75.83384569,202.007091,0,173.3213964
PHF21B-sg4,PHF21B,450.8334979,747.2470489,303.9891228,3111.954066,198.8861662,1047.530194
CDYL2-sg3,CDYL2,15.09066102,168.8279187,188.2771341,805.4162035,0,240.217374
JMJD4-sg5,JMJD4,405.5615149,164.4237121,720.421534,2146.325342,3176.729723,269.1042734
RUVBL2-sg7,RUVBL2,622.489767,187.9128139,16.99724127,92.29634332,0,0
KDM2B-sg9,KDM2B,258.4275699,63.12696091,146.437771,441.4551515,0,0
PARP14-sg4,PARP14,1714.676358,229.0187419,2892.145977,248.1552627,2144.15634,2405.214466
PHF16-sg8,PHF16,262.2002352,252.5078436,327.5237646,442.3258718,2.72446803,0
FUBP3-sg8,FUBP3,1790.129663,578.4191302,41.83936314,6.96576176,389.5989283,484.9958373
PARG-sg8,PARG,45.27198305,208.4657779,101.3297076,85.33058156,686.5659436,0
RNF217-sg1,RNF217,2367.347447,1782.235594,4300.955782,1359.194263,187.9882941,1416.978434
WDR5-sg7,WDR5,86.77130085,140.9346104,552.4103414,956.9215218,3879.642475,142.9141339
FLYWCH1-sg9,FLYWCH1,697.9430721,377.2936966,187.6233941,368.3146531,1332.264867,775.3851944
sgCTRL_179,CTRL,407.4478475,622.4611959,657.0087493,414.4628247,4822.308413,592.9416193
CUX1-sg1,CUX1,907.3259937,52.8504789,1120.510444,56.5968143,0,243.2581002
OGT-sg10,OGT,101.8619619,505.0156873,179.7785135,18.28512462,0,0
SCML2-sg12,SCML2,665.8754174,667.9713305,106.559628,47.8896121,0,328.3984353
BAZ1A-sg7,BAZ1A,62.2489767,0,130.7480098,0,705.6372198,655.2765074
EP300-sg4,EP300,192.405928,384.6340409,368.0556476,0,326.9361636,0
SSRP1-sg11,SSRP1,71.68063984,187.9128139,51.64546387,234.2237392,0,1704.327065
INO80-sg8,INO80,7.545330509,239.2952239,0,0,0,0
MBTD1-sg2,MBTD1,90.54396611,111.5732332,0,0,2.72446803,0
FBXO44-sg12,FBXO44,103.7482945,3378.026443,322.2938442,0,1073.440404,0
ARID1B-sg12,ARID1B,56.58997882,32.29751488,41.18562309,0,35.41808439,7.601815632
WRB-sg7,WRB,245.2232415,463.9097592,393.5515095,128.8665926,179.81489,220.4526533
PHIP-sg8,PHIP,1314.773841,1309.517422,2671.18184,74.0112187,2.72446803,1.520363126
PADI6-sg6,PADI6,384.811856,14958.1536,126.1718295,1578.615759,321.4872276,0
ZHX3-sg7,ZHX3,879.0310043,293.6137717,2576.389533,0,0,459.1496642
NEK6-sg7,NEK6,30.18132204,240.7632928,683.1583512,1625.634651,0,1468.67078
sgCTRL_349,CTRL,797.9187013,140.9346104,31.37952235,180.2390855,3789.73503,472.8329323
sgCTRL_291,CTRL,132.0432839,0,75.83384569,202.8778113,591.2095625,530.6067311
L3MBTL3-sg9,L3MBTL3,524.4004704,95.42447579,800.83156,71.39905804,0,188.5250277
HDGFL1-sg5,HDGFL1,318.790214,157.0833678,311.8340034,110.5814679,0,0
AIRE-sg13,AIRE,96.20296399,157.0833678,334.7149051,0,16.34680818,0
RC3H1-sg1,RC3H1,296.1542225,110.1051644,0.653740049,180.2390855,0,120.108687
FBXL19-sg1,FBXL19,116.9526229,0,210.5042958,505.8884478,204.3351023,1029.285837
HDGF-sg3,HDGF,2527.685721,416.9315558,821.7512416,65.3040165,8176.128558,0
PHF21B-sg12,PHF21B,252.7685721,195.2531582,151.0139513,101.8742657,0,240.217374
NAT10-sg9,NAT10,0,143.8707481,26.14960196,0,0,185.4843014
SMYD3-sg7,SMYD3,443.2881674,748.7151178,383.7454088,183.7219664,0,1935.42226
APBB1-sg8,APBB1,303.699553,914.6068987,3.268700245,103.6157062,0,0
TRIM24-sg4,TRIM24,0,478.5904478,400.74265,88.81346244,1182.419125,1.520363126
HNRNPA1-sg12,HNRNPA1,0,146.8068858,160.8200521,135.8323543,0,0
USP21-sg9,USP21,169.7699365,275.9969454,134.01671,504.1470074,0,375.5296922
SUV39H1-sg10,SUV39H1,0,60.19082319,32.68700245,0,0,203.7286589
PARP16-sg7,PARP16,707.3747352,66.06309863,57.52912431,623.4356775,0,0
FAM175B-sg2,FAM175B,3027.563867,1839.490279,1653.308584,75.75265914,0,0
JHDM1D-sg12,JHDM1D,1329.864502,220.2103288,88.90864667,607.7627135,0,699.3670381
PRDM14-sg3,PRDM14,0,27.89330831,360.210767,1434.946923,0,92.74215071
NAP1L1-sg6,NAP1L1,714.9200657,135.062335,28.76456216,364.8317722,4588.004163,133.7919551
EHMT1-sg12,EHMT1,26.40865678,162.9556433,201.3519351,0,0,180.923212
DPF1-sg6,DPF1,528.1731356,184.9766762,6857.733114,0,0,256.9413683
TET3-sg10,TET3,514.9688072,73.40344292,90.21612676,148.8931576,384.1499922,1813.79321
ASXL2-sg11,ASXL2,0,0,392.8977695,111.4521882,0,0
SMYD3-sg12,SMYD3,116.9526229,0,0,218.5507752,0,0
MBTD1-sg8,MBTD1,505.5371441,120.3816464,207.8893356,0,561.2404142,9.122178758
HDAC4-sg10,HDAC4,69.79430721,2.936137717,0,0,0,0
ING5-sg11,ING5,126.384286,694.39657,119.634429,673.9374503,0,0
FAM175B-sg4,FAM175B,514.9688072,123.3177841,198.7369749,90.55490288,220.6819104,2730.572175
MUM1L1-sg1,MUM1L1,169.7699365,939.5640693,52.95294397,117.5472297,0,0
DNMT3L-sg4,DNMT3L,829.986356,757.5235309,189.5846142,0,0,404.4165916
KAT2A-sg2,KAT2A,471.5831568,413.9954181,4642.861828,639.1086415,0,1.520363126
RNF8-sg8,RNF8,292.3815572,66.06309863,203.3131552,0,0,171.8010333
UBR4-sg8,UBR4,475.3558221,73.40344292,20.26594152,511.1127691,0,0
SCML2-sg7,SCML2,0,1.468068858,0,0,0,0
PHF12-sg2,PHF12,71.68063984,0,48.37676363,137.5737948,0,305.5929884
sgCTRL_71,CTRL,403.6751822,305.3583225,214.4267361,51.37249298,0,177.8824858
MBD4-sg10,MBD4,0,70.4673052,0,0,0,0
INO80C-sg12,INO80C,282.9498941,4.404206575,500.1111375,44.40673122,501.3021175,372.488966
CHD3-sg4,CHD3,162.2246059,82.21185607,0.653740049,60.9504154,296.9670153,0
BRD3-sg11,BRD3,965.8023052,653.290642,589.0197842,313.4592792,4380.944592,627.9099712
TRDMT1-sg4,TRDMT1,275.4045636,177.6363319,108.5208481,0,0,323.8373459
RB1_2,RB1,184.8605975,96.89254465,0,0,0,27.36653627
ATAD2B-sg2,ATAD2B,1063.891602,1896.744965,66.02774495,114.935069,1977.96379,2111.784382
APOBEC2-sg5,APOBEC2,409.3341801,422.8038312,721.0752741,1360.935704,0,0
APC-sg6,APC,0,0,23.53464176,0,0,0
RUVBL2-sg1,RUVBL2,0,0,0,0,0,211.3304746
SP100-sg10,SP100,354.6305339,0,0,0,0,0
USP22-sg6,USP22,745.1013878,237.8271551,666.1611099,122.771551,2.72446803,1406.335892
TDRD7-sg12,TDRD7,554.5817924,781.0126326,78.44880588,316.9421601,0,0
LNX1-sg11,LNX1,1405.317807,261.3162568,796.9091198,20.89728528,1555.671245,85.14033507
GATAD2A-sg12,GATAD2A,0,0,1186.538189,0,0,98.82360321
USP34-sg2,USP34,0,0,0,0,0,85.14033507
RING1-sg5,RING1,111.293625,19.08489516,47.06928353,0,0,6.081452505
AICDA-sg8,AICDA,58.47631145,271.5927388,13.72854103,251.6381436,147.1212736,0
IKBKAP-sg2,IKBKAP,373.4938602,115.9774398,1949.452826,60.07969518,0,0
USP27X-sg2,USP27X,1492.089108,993.8826171,872.7429654,435.36011,727.432964,366.4075134
sgCTRL_212,CTRL,62.2489767,0,227.5015371,93.16706354,504.0265856,0
UIMC1-sg12,UIMC1,0,95.42447579,0,918.6098321,572.1382863,0
PRDM6-sg9,PRDM6,203.7239237,202.5935025,0,1123.229084,0,0
SETD2-sg4,SETD2,0,358.2088014,0,8714.167962,0,1686.082707
PHRF1-sg6,PHRF1,1735.426017,68.99923634,43.80058328,94.03778376,10.89787212,0
PRDM5-sg9,PRDM5,475.3558221,418.3996246,1257.142114,121.9008308,939.9414704,3.040726253
GTF3C5-sg11,GTF3C5,2322.075464,0,36.60944275,0,0,130.7512289
SP110-sg11,SP110,182.9742648,136.5304038,793.6404195,895.9711064,0,468.2718429
ESCO1-sg2,ESCO1,0,0,33.99448255,0.87072022,0,9.122178758
ZBTB9-sg8,ZBTB9,733.783392,632.7376779,131.4017499,0,0,3.040726253
COMMD3-BMI1-sg12,COMMD3,1046.914608,644.4822288,540.6430205,60.9504154,250.6510588,0
ERG-sg6,ERG,66.02164195,660.6309863,207.8893356,1569.037836,155.2946777,141.3937707
ADAR-sg4,ADAR,132.0432839,1.468068858,40.53188304,0,0,0
sgCTRL_75,CTRL,60.36264407,164.4237121,277.8395208,475.4132401,0,1.520363126
HDAC3-sg11,HDAC3,47.15831568,0,0,0,0,0
HDAC10-sg6,HDAC10,177.315267,1049.669234,209.1968157,0,1495.732949,0
KDM3B-sg8,KDM3B,0,0,99.36848745,98.39138486,337.8340357,3.040726253
MUM1L1-sg5,MUM1L1,98.08929662,0,0,0,0,0
TDRKH-sg11,TDRKH,0,0,0,0,0,0
METTL8-sg2,METTL8,105.6346271,371.4214212,0,289.9498333,0,1.520363126
PBX1-sg8,PBX1,269.7455657,115.9774398,134.01671,540.7172566,0,0
SP140-sg3,SP140,275.4045636,4.404206575,50.33798377,83.58914112,0,0
SND1-sg2,SND1,132.0432839,161.4875744,796.9091198,1496.768058,0,253.9006421
SMARCE1-sg9,SMARCE1,362.1758644,283.3372897,415.7786712,405.7556225,10.89787212,1175.240697
UBA1-sg10,UBA1,573.4451187,618.0569894,71.25766534,0,204.3351023,0
RPS19BP1-sg5,RPS19BP1,165.9972712,60.19082319,0,0.87072022,0,199.1675695
BRCA2-sg10,BRCA2,271.6318983,399.3147295,220.3103965,181.980526,1067.991468,0
BRD4-sg10,BRD4,77.33963772,179.1044007,0,0,0,0
WDR5-sg5,WDR5,567.7861208,1014.435581,945.3081109,206.3606921,0,1178.281423
CTSL1-sg10,CTSL1,79.22597035,1102.519713,53.60668402,2183.766312,0,188.5250277
PHF20-sg6,PHF20,149.0202776,233.4229485,11.11358083,0,0,0
BRD9-sg3,BRD9,0,0,0,181.980526,0,0
PARP11-sg7,PARP11,1.886332627,0,0,0,0,0
PARP2-sg2,PARP2,1239.320536,538.781271,57.52912431,574.6753452,0,786.0277363
HMG20B-sg8,HMG20B,1999.512585,64.59502977,672.6985104,242.0602212,1084.338276,647.6746918
DPF1-sg13,DPF1,66.02164195,280.4011519,1088.477182,0,0,215.8915639
NAP1L1-sg3,NAP1L1,316.9038814,1297.772871,842.0171831,238.5773403,5966.584986,1900.453908
CBX2-sg5,CBX2,0,143.8707481,0,0,2394.807398,0
KDM4D-sg3,KDM4D,0,0,71.91140539,0,0,0
NSD1-sg7,NSD1,0,24.95717059,259.5347995,52.2432132,0,0
BPTF-sg5,BPTF,237.677911,67.53116748,0,0.87072022,0,1.520363126
NCOR2-sg12,NCOR2,371.6075276,202.5935025,22.88090172,40.05313012,0,0
SCMH1-sg9,SCMH1,241.4505763,1.468068858,79.75628598,1550.752712,0,0
PPIB-sg6,PPIB,222.58725,68.99923634,26.14960196,0,0,0
HIRA-sg13,HIRA,52.81731356,49.91434118,0,0,0,0
L3MBTL1-sg12,L3MBTL1,0,0,79.75628598,0,2490.16378,0
SUV39H1-sg7,SUV39H1,75.45330509,60.19082319,358.9032869,431.0065089,0,0
ELP2-sg6,ELP2,1180.844225,945.4363448,579.8674235,0,863.6563655,196.1268433
sgCTRL_244,CTRL,481.01482,463.9097592,379.1692284,0,547.6180741,263.0228209
APBB1-sg7,APBB1,43.38565043,224.6145353,111.7895484,873.3323806,0,0
TADA1-sg7,TADA1,494.2191483,387.5701786,84.33246632,163.6954014,0,0
sgCTRL_62,CTRL,952.5979768,0,1234.261213,185.4634069,15731.07841,3081.776057
UBE3A-sg2,UBE3A,0,242.2313616,264.1109798,1395.764513,0,0
ATXN3-sg12,ATXN3,2139.101199,1711.768289,209.1968157,113.1936286,615.7297748,1079.45782
NONO-sg10,NONO,175.4289343,60.19082319,17.65098132,795.8382811,1032.573383,0
AKAP1-sg4,AKAP1,120.7252881,0,149.0527312,121.0301106,0,0
L3MBTL4-sg9,L3MBTL4,232.0189132,480.0585167,139.9003705,67.91617716,310.5893554,6327.751332
ING5-sg4,ING5,411.2205127,443.3567952,0,413.5921045,0,0
RPS19BP1-sg10,RPS19BP1,0,23.48910173,11.76732088,0,0,319.2762565
GSG2-sg10,GSG2,471.5831568,253.9759125,49.03050368,906.419749,1130.654232,735.8557531
RERE-sg4,RERE,722.4653962,403.718936,2580.965714,80.10626024,32.69361636,69.93670381
PCNA-sg12,PCNA,1.886332627,0,0,0,0,0
TAF9B-sg2,TAF9B,152.7929428,82.21185607,341.9060456,479.7668412,0,53.21270942
JMJD6-sg2,JMJD6,7.545330509,384.6340409,96.09978721,0,0,2459.947538
NFRKB-sg4,NFRKB,111.293625,1140.689503,524.9532594,72.26977826,1125.205296,0
MCL1-sg5,MCL1,520.6278051,0,6.53740049,0,0,533.6474573
DCTD-sg13,DCTD,1.886332627,8.80841315,21.57342162,3.48288088,0,0
USF2-sg8,USF2,775.2827098,576.9510613,1255.180894,67.04545694,460.4350971,1052.091283
TADA2B-sg5,TADA2B,807.3503645,88.0841315,143.1690707,103.6157062,0,0
SCMH1-sg1,SCMH1,88.65763348,88.0841315,58.18286436,0,0,0
BRWD1-sg2,BRWD1,1201.593884,444.8248641,2682.949161,1852.892628,0,679.6023175
GSG2-sg5,GSG2,233.9052458,32.29751488,24.18838181,0,1231.45955,276.706089
RNF168-sg3,RNF168,52.81731356,152.6791613,349.7509262,0,0,135.3123182
USP27X-sg1,USP27X,0,104.2328889,758.3384569,141.9273959,0,4976.148512
SETD3-sg7,SETD3,477.2421547,57.25468548,887.1252465,2.61216066,0,865.0866189
ATR_1,ATR,5.658997882,0,0,0,0,0
CHAF1A-sg6,CHAF1A,118.8389555,0,434.7371326,0,0,234.1359215
PRKAA1-sg11,PRKAA1,794.1460361,2.936137717,20.91968157,37.44096946,0,112.5068713
ASH1L-sg6,ASH1L,71.68063984,151.2110924,282.4157012,0,0,0
PRDM4-sg9,PRDM4,671.5344153,891.117797,4317.299284,293.4327141,2.72446803,2741.214717
CHRAC1-sg5,CHRAC1,322.5628793,2658.672702,2378.306298,0,0,148.9955864
NR0B2-sg13,NR0B2,445.1745,4.404206575,26.14960196,343.9344869,0,205.2490221
FIZ1-sg8,FIZ1,284.8362267,0,878.6266259,712.2491399,1926.198897,620.3081555
RUNX1-sg1,RUNX1,0,306.8263914,1384.621424,0,0,0
FOXA1-sg7,FOXA1,132.0432839,490.3349987,94.79230711,225.516537,0,624.8692449
TRIM24-sg9,TRIM24,24.52232415,0,0,0,0,0
OGT-sg1,OGT,16.97699365,4.404206575,0,156.7296396,0,0
POLA1-sg2,POLA1,3.772665255,93.95640693,0,0,92.63191302,164.1992176
SCMH1-sg4,SCMH1,211.2692543,306.8263914,58.83660441,92.29634332,0,0
FBXO44-sg13,FBXO44,2706.88732,992.4145482,1006.105935,1408.825316,0,1645.032903
ALKBH2-sg5,ALKBH2,413.1068454,71.93537406,172.5873729,63.56257606,506.7510536,1015.602568
RFXAP-sg10,RFXAP,132.0432839,36.70172146,158.8588319,1187.66238,0,9.122178758
ING1-sg11,ING1,99.97562925,168.8279187,64.72026485,11698.12616,0,0
FUBP3-sg10,FUBP3,620.6034344,340.5919751,102.6371877,121.9008308,38.14255242,1898.933545
NR0B2-sg12,NR0B2,413.1068454,211.4019156,0,0,0,0
SMARCB1-sg12,SMARCB1,2612.570689,1111.328126,1.307480098,60.07969518,0,594.4619824
ARID1A-sg6,ARID1A,0,0,113.7507685,238.5773403,0,11872.51565
NR2C1-sg5,NR2C1,224.4735826,1.468068858,34.6482226,2155.032544,1561.120181,197.6472064
CCDC101-sg9,CCDC101,1235.547871,1189.135775,113.7507685,0,340.5585038,9.122178758
CXXC1-sg12,CXXC1,0,0,147.091511,0,0,0
PSMB1-sg10,PSMB1,77.33963772,0,26.80334201,784.5189182,0,0
SIRT4-sg9,SIRT4,128.2706187,588.6956122,120.9419091,80.10626024,370.5276521,0
MTERF-sg6,MTERF,737.5560573,48.44627233,85.63994642,3425.413345,0,903.095697
ELP2-sg12,ELP2,160.3382733,205.5296402,226.847797,148.0224374,0,188.5250277
SIRT4-sg1,SIRT4,0,339.1239063,24.18838181,288.2083928,0,0
SMYD3-sg9,SMYD3,801.6913666,397.8466606,179.1247734,305.6227972,1430.345716,6.081452505
MINA-sg6,MINA,9.431663136,267.1885322,631.5128874,478.896121,0,1199.566507
BPTF-sg13,BPTF,0,0,0,0,2.72446803,0
CHD4-sg1,CHD4,258.4275699,251.0397748,115.7119887,55.72609408,0,0
PARG-sg28,PARG,1575.087744,411.0592803,855.0919841,107.9693073,0,1351.602819
SUZ12-sg13,SUZ12,0,0,32.0332624,0,0,0
sgCTRL_131,CTRL,1048.800941,252.5078436,443.2357532,110.5814679,397.7723324,258.4617315
SP110-sg4,SP110,290.4952246,1137.753365,37.26318279,174.144044,0,1112.905808
MBD6-sg10,MBD6,501.7644789,33.76558374,1295.059037,1044.864264,2032.45315,170.2806701
ACTR5-sg2,ACTR5,54.70364619,0,0,0,220.6819104,1.520363126
TAF3-sg10,TAF3,175.4289343,0,0,99.26210508,0,0
CDC34-sg7,CDC34,1246.865867,554.9300285,744.6099158,125.3837117,166.1925498,0
PRMT6-sg13,PRMT6,0,0,0,0,0,0
sgCTRL_92,CTRL,505.5371441,7444.577181,137.9391503,129.7373128,1008.053171,0
UBE2Q2-sg5,UBE2Q2,718.692731,0,0,0,155.2946777,142.9141339
PPIB-sg9,PPIB,50.93098094,66.06309863,149.7064712,0,0,0
BRD7-sg11,BRD7,586.6494471,70.4673052,0,0,0,567.0954461
SIRT2-sg12,SIRT2,367.8348623,1870.319726,0.653740049,1241.647034,8.17340409,819.4757251
BAZ1B-sg7,BAZ1B,173.5426017,1165.646674,0,566.8388632,0,226.5341058
FKBP5-sg9,FKBP5,158.4519407,0,0,0,0,132.271592
PRMT6-sg7,PRMT6,86.77130085,496.2072741,419.7011115,576.4167856,0,126.1901395
KAT8-sg13,KAT8,1039.369278,0,460.8867346,856.7886965,0,0
WHSC1L1-sg4,WHSC1L1,3.772665255,0,326.8700245,120.1593904,307.8648874,0
INO80C-sg13,INO80C,2148.532862,0,24.18838181,0,0,0
sgCTRL_329,CTRL,618.7171017,5442.131258,213.772996,650.4280043,0,808.8331832
MYC-sg9,MYC,513.0824746,110.1051644,26.14960196,50.50177276,0,0
SCML2-sg9,SCML2,43.38565043,192.3170204,471.3465753,0,0,507.8012842
MDC1-sg10,MDC1,1831.628981,422.8038312,54.26042407,0,0,0
BUB3-sg5,BUB3,167.8836038,52.8504789,0,107.9693073,0,0
sgCTRL_190,CTRL,220.7009174,66.06309863,54.91416412,109.7107477,0,1004.960027
PADI4-sg6,PADI4,47.15831568,54.31854776,98.06100735,3456.759273,168.9170179,0
BRWD1-sg10,BRWD1,67.90797458,157.0833678,1499.679672,0,0,1126.589077
ARID1A-sg13,ARID1A,290.4952246,446.2929329,812.5988809,534.6222151,2558.27548,21.28508377
sgCTRL_84,CTRL,0,192.3170204,0,0,0,0
TET2-sg10,TET2,245.2232415,4774.159927,22.22716167,708.7662591,0,0
JAK2-sg7,JAK2,565.8997882,428.6761066,1070.8262,745.3365083,212.5085063,989.7563952
LBR-sg11,LBR,1001.642625,271.5927388,154.2826516,1524.631105,1773.628688,1.520363126
MYC-sg2,MYC,77.33963772,0,0,0,0,0
SAP30L-sg9,SAP30L,486.6738178,113.0413021,329.4849847,0,0,0
CHD1-sg3,CHD1,115.0662903,378.7617655,170.6261528,159.3418003,1375.856355,0
NEK6-sg4,NEK6,111.293625,491.8030675,285.0306614,253.379584,253.3755268,0
BRCC3-sg13,BRCC3,607.399106,280.4011519,947.9230711,750.5608296,465.8840331,299.5115359
RNF217-sg8,RNF217,77.33963772,0,195.4682747,126.2544319,0,1254.299579
KDM6B-sg2,KDM6B,0,113.0413021,85.63994642,110.5814679,880.0031737,0
MINA-sg7,MINA,850.7360149,184.9766762,309.2190432,0,346.0074398,2199.965444
HDGFL1-sg1,HDGFL1,33.95398729,137.9984727,1099.590762,0,0,390.7333235
sgCTRL_42,CTRL,2718.205316,1890.87269,36.60944275,1174.601577,2.72446803,1699.765975
TOX4-sg7,TOX4,735.6697246,80.74378721,35.9557027,319.5543207,0,0
HDAC2-sg5,HDAC2,1063.891602,1648.641328,4694.507292,2018.32947,6748.507311,77.53851944
PKNOX1-sg1,PKNOX1,79.22597035,0,22.22716167,1.74144044,0,615.7470662
RERE-sg12,RERE,84.88496823,167.3598499,57.52912431,0.87072022,0,0
NAP1L2-sg12,NAP1L2,441.4018348,0,28.11082211,94.03778376,0,150.5159495
BRAF-sg1,BRAF,13.20432839,142.4026793,0.653740049,0,0,218.9322902
CDCA7L-sg10,CDCA7L,333.880875,51.38241004,224.8865769,202.007091,2.72446803,164.1992176
SND1-sg3,SND1,66.02164195,29.36137717,0,107.0985871,0,136.8326814
GTF3C5-sg8,GTF3C5,82.9986356,4.404206575,679.889651,63.56257606,1879.882941,0
sgCTRL_173,CTRL,350.8578687,672.3755371,2936.6003,720.9563421,784.6467927,135.3123182
PHC3-sg11,PHC3,103.7482945,1018.839788,273.9170805,0,0,1096.181814
SMARCAD1-sg11,SMARCAD1,347.0852034,1218.497152,0.653740049,0,517.6489257,0
KDM4D-sg8,KDM4D,66.02164195,1192.071913,97.4072673,4832.497221,0,256.9413683
RAG2-sg6,RAG2,73.56697246,233.4229485,58.18286436,0,0,0
HDAC9-sg9,HDAC9,0,151.2110924,0,1.74144044,0,147.4752233
PARP12-sg11,PARP12,152.7929428,88.0841315,92.17734691,600.7969518,0,0
PHF20L1-sg7,PHF20L1,145.2476123,0,81.71750613,91.4256231,0,0
HOMEZ-sg10,HOMEZ,105.6346271,2360.654724,22.22716167,0,0,0
YY1-sg13,YY1,96.20296399,0,0,0,0,0
SIRT3-sg8,SIRT3,1.886332627,0,17.65098132,0,0,0
RNF217-sg3,RNF217,697.9430721,0,177.8172933,0,0,0
HDAC10-sg10,HDAC10,88.65763348,820.6504918,0.653740049,63.56257606,2.72446803,1195.005417
ING4-sg3,ING4,179.2015996,209.9338467,429.5072122,0,0,0
