GeneID,LORD_MCF10ATP53/RB1mut_Olaparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRn,LORD_MCF10A TP53mut_Talazoparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRi,LORD_MCF10ATP53mut_Talazoparib_CRISPRi,Olivieri_RPE1_Olaparib_CRISRPn,Zimmerman_HELA_Olaparib_CRISPRn,DeWeirdt_A375_Talazoparib_CRISPRn
SRP72,-1.5430229,-1.2112946,-2.4945992,-2.2446607,0.5408703,-2.0882768,0.3525196,-1.2407343
SRP9,1.7431345,-1.7544709,-2.1458896,-1.3825057,-0.0863322,2.310749,,1.0365999
SRPK1,0.2025824,-0.2845219,-0.4683009,0.1024195,0.9267737,1.5429333,-0.1270553,-0.9306999
SRPK2,0.0780285,-1.148649,-0.9682739,-0.7597154,-0.3275908,-2.8429233,0.9468144,-1.8756219
SRPK3,-0.2896795,1.7926941,0.544101,0.4576453,0.3171757,0.1994906,0.8258626,-0.4271791
SRPR,-1.8860421,0.0677769,0.1321998,-0.8230886,1.4074751,0.891107,-0.3903774,
SRPRB,-2.1989193,-1.3146733,0.5816544,-0.8468483,-1.7043114,1.4496334,-1.3178449,-0.1873194
SRPX,-0.6403758,-0.2832636,-0.1165317,1.5474942,0.4487782,-0.6342717,0.3814029,0.2721019
SRPX2,0.2157875,0.4032145,0.124575,0.1947713,1.6704003,-0.1394036,-0.2117129,0.7868758
SRR,-0.467446,-1.0584728,0.5722821,-0.6384941,0.6428245,-0.6110526,0.0694065,-0.2568734
SRRD,0.6811813,-0.3295617,1.1929688,0.116437,0.227026,0.0333263,-0.2117129,-2.074908
SRRM1,-2.2424669,-1.0474829,-1.4622072,0.5630002,-0.6377093,2.0303151,0.0430754,-2.3366364
SRRM2,0.1197891,-0.4722764,-1.3615921,2.9701118,1.108599,-1.9297652,0.7417745,-0.2261613
SRRM3,,,,0.0898802,-0.5148139,,-1.7970925,-0.2727998
SRRM4,-0.1662382,-0.0989498,-3.0916986,1.7812968,-0.705708,-0.2432268,-0.3502549,0.9211861
SRRM5,0.4189314,0.0977504,-0.1408133,-1.496507,-0.1068935,0.1178772,1.6343611,-0.7373468
SRRT,-2.1756118,-1.2636092,-1.0544407,0.7000664,-1.3977274,1.4703378,-2.4034003,0.507832
SRSF1,-1.8689439,-0.5051098,-0.3107205,0.3461245,-0.7727826,0.5274306,-0.5650719,-5.7024618
SRSF10,-0.5738246,-3.4069636,-1.7281828,-1.8284458,-4.7233271,-2.1551528,,-1.3277215
SRSF11,-0.8312246,-1.69267,-2.255685,-0.058681,-0.5936698,0.2895562,-4.3124751,-1.3661326
SRSF12,-0.1598215,0.0327892,0.5047097,-0.4647054,-0.3977472,0.0333263,0.3156145,-0.1457063
SRSF2,-0.9841563,-1.8121133,-3.6898409,0.7136781,0.2839332,-0.7248675,0.2589058,0.7931765
SRSF3,-1.9814248,-1.9561353,0.3573389,0.2273375,0.2829554,-0.7248675,,-1.2407343
SRSF4,-1.1005048,-0.0221982,0.0565643,0.574099,0.5142112,0.3360681,-0.6345339,1.3101667
SRSF5,0.4485008,0.014614,-0.0908277,1.0496395,0.9831807,0.1441344,-1.357354,0.5400117
SRSF6,-2.6294222,-1.6707061,-2.5308112,-1.1452607,-1.5123382,-0.4231343,-1.4222763,0.3125758
SRSF7,-1.672372,-3.0103873,-1.6730139,-0.3544678,-0.4257525,-0.2143948,0.0806744,-1.4184642
SRSF8,,,,1.4056812,0.8396402,,,0.9720119
SRSF9,0.4578315,0.2637161,0.2436582,0.4208428,-0.6797428,-2.0705368,,-1.0741042
SRXN1,0.167147,0.5062682,-0.1995276,0.8804412,0.1552262,0.3978713,-0.2497495,1.5893673
SRY,0.9969793,0.413925,0.1932793,0.6960881,0.2752801,-0.6342717,-0.3508066,0.6532692
SS18,0.3182077,-0.9140379,0.5653218,-1.4506842,-0.5573287,0.5561431,0.543866,-1.1182444
SS18L1,0.2658839,0.0927021,1.5196808,0.4047471,-0.6295165,-0.1304216,-1.1410994,0.8461448
SS18L2,-1.3294563,-3.5514855,2.2058046,-0.7623138,-2.0886736,-0.4003355,,-0.9672925
SSB,0.6333967,1.4622045,1.6607732,2.2909783,-1.1856354,0.0032903,,-0.4153923
SSBP1,-5.2980252,-1.0889491,-1.5210444,-3.4100138,-0.6424212,0.3812544,,-1.5876467
SSBP2,0.3061405,0.6844271,-0.1178538,-0.0046557,0.3643198,-4.9289875,-0.5155924,0.1518926
SSBP3,1.2777131,1.2063672,1.2242109,-0.842248,-0.1271168,-0.5141215,-0.6550543,0.3125758
SSBP4,-0.7675518,-0.7117224,-0.8516837,0.26035,-0.1519399,-0.3626943,0.1067047,0.563398
SSC5D,-0.3087689,-0.1919069,-1.2831452,1.4215837,-0.4486682,1.2465166,-0.393721,0.9795379
SSFA2,0.165034,0.1230918,0.9928296,0.9187453,-0.4353116,1.3774054,-1.3691347,1.1007964
SSH1,-0.3998317,0.9563304,-0.499172,-0.9310504,0.1631869,1.6396155,0.0908624,0.9054293
SSH2,0.0691708,-0.2599742,0.0464823,1.5762013,-0.4837299,0.0431043,-0.0599826,0.0034543
SSH3,0.5160413,0.2287056,0.0728386,0.1830546,0.7952344,-0.312437,0.2724183,2.831984
SSMEM1,0.1318332,0.7533728,0.4663717,-0.4791877,-0.0980017,1.4814134,0.2873827,-1.1285511
SSNA1,0.708013,-0.7590865,0.6646386,0.599903,0.0446985,0.9829751,-1.9473381,-1.2930612
SSPN,0.9061239,0.3507997,0.0877367,0.6265418,0.000956,1.505845,-0.0165343,-0.0372689
SSPO,,,,0.6071655,0.659259,,,0.1421054
SSR1,0.7433918,-0.5735651,-0.381843,1.2279138,-0.1414949,-0.2730832,1.6068599,0.8571332
SSR2,1.3635076,0.1181207,-0.9031109,1.7385608,-1.1387937,0.9829751,-0.7773044,-1.2126599
SSR3,1.4929223,0.9410288,-0.036791,-0.4518737,0.069475,1.5647718,,-0.5577118
SSR4,1.2953568,1.6556833,0.4052141,-0.3532385,-0.4633229,0.272301,0.3955821,-0.0428553
SSRP1,-3.4122755,0.9636897,-2.0327617,-1.0327463,0.4932517,-0.6962113,0.7450577,-1.3709307
SSSCA1,-0.511616,-1.2718282,0.147777,0.1923226,0.119574,0.5103697,0.1842587,-0.0899226
SST,0.5880001,-0.5325447,0.499998,0.0918864,-0.4795647,0.457463,0.8144845,0.8771041
SSTR1,0.395175,1.4759335,0.9827112,0.2892942,-0.1443446,2.3362336,-0.9838469,0.155896
SSTR2,-1.4810313,0.8625798,1.8543231,0.5188889,0.625645,0.3894308,0.8020942,1.0588258
SSTR3,-0.6431606,-0.2545655,0.1997367,0.7270943,0.3241234,0.3812544,0.1853869,0.1797061
SSTR4,-0.3789105,3.5474847,1.8908823,0.0167541,-0.0503231,2.1667521,-0.1083549,0.7373408
SSTR5,0.3292838,0.5589264,-0.313361,1.1753196,0.0612169,0.7434954,0.6855364,0.664265
SSU72,-1.2943367,-0.5861101,-1.4853011,-1.1527529,0.0703762,1.6260046,0.5364878,-1.2230552
SSUH2,0.3049979,-2.1938694,-1.4566267,-1.6075649,0.1087371,0.3069084,-1.9991414,-0.2810638
SSX1,-1.0108014,-0.2482254,-0.9471601,0.5630002,0.9985239,,,1.2927027
SSX2,-1.2083034,-1.0898233,-0.9949657,,,,,0.4933401
SSX2B,,5.0116085,-1.7494652,,,,,0.4933401
SSX2IP,2.475695,-0.97577,-0.3056497,-1.6624443,-1.8937473,-0.7587533,,0.6524131
SSX3,-1.9878476,-0.6381383,-1.2793931,1.1389836,0.272759,,,0.4280147
SSX4,-0.534891,2.0481784,-1.9081771,0.3731389,-1.4202655,,,1.3975585
SSX4B,-0.2266038,-0.3611323,0.0821644,0.6474525,2.0748355,,,1.3975585
SSX5,1.0488697,-0.3477988,-1.5398394,,,,,-0.4000892
SSX7,0.742093,-1.8534173,1.2123641,-0.0268607,0.5640938,,,-1.0264425
ST13,-0.3263294,-1.482102,0.3521181,1.379131,0.6671168,,,0.5332162
ST14,2.0526883,-1.951053,0.4028043,-0.3893584,1.4114084,-0.1093076,0.9709517,-0.5697111
ST18,1.9057596,0.0525152,0.3397159,0.1594862,-0.194253,0.1093476,0.4272226,-0.7453357
ST20,-1.0138977,0.1551691,-1.4065853,-0.4700782,-0.6076437,,,-2.2795238
ST20-MTHFS,0.0413393,0.794723,-0.4095757,1.6939272,0.0181339,,,-1.8610561
ST3GAL1,-0.4008626,3.6179128,3.2795001,-0.058013,-0.1882951,0.8809986,2.1071172,0.2727772
ST3GAL2,0.2705009,-0.1332556,-0.0978145,0.3103895,-0.2418348,-1.3538932,0.3001902,0.9763467
ST3GAL3,-1.8751969,0.794723,0.0041059,-0.8122615,0.1002043,-0.2631122,1.8628517,0.1429787
ST3GAL4,-0.5750622,0.1041727,0.0877367,1.3765839,-1.0625181,0.5476399,0.77195,-0.398983
ST3GAL5,0.0136328,-0.4163985,0.7413474,-1.5116623,1.6144536,0.9596913,0.2015704,-0.438642
ST3GAL6,-2.3421727,-2.0210195,-0.2582672,-0.9058788,-0.9880414,0.5798084,-0.4870219,0.2363984
ST5,0.8385902,1.310109,0.0528492,-0.3885166,0.2012605,-0.1577622,-0.8788569,1.1378253
ST6GAL1,-0.7645513,1.6661279,0.0051519,0.1105444,0.5829195,-1.8206874,0.3627051,0.6842667
ST6GAL2,0.1158987,1.2096271,0.6282362,-0.2642729,-0.2680675,1.0163188,-1.059204,0.7770552
ST6GALNAC1,0.4780556,0.4301525,0.0392842,0.6671168,-0.3901376,0.3360681,-0.2311236,0.5189079
ST6GALNAC2,0.6917645,0.2196018,-0.5686643,0.3810954,-0.0123409,-0.2243016,1.1891444,0.0710773
ST6GALNAC3,-0.8787691,1.5912628,-1.2940536,-0.2367358,-2.1830219,-1.5285541,1.4308384,0.8938082
ST6GALNAC4,-0.8514709,0.8717719,1.0301751,0.4350671,0.9915966,-0.2341934,-2.2480173,0.4296568
ST6GALNAC5,1.0266875,0.6703494,0.3793174,1.2900051,1.5706566,-0.3525178,1.0082114,-0.011788
ST6GALNAC6,0.4544235,-0.4514206,0.0425173,1.4539869,-0.8480589,-0.5051079,-0.5174948,1.5506976
ST7,-0.9481794,1.2580529,0.0157486,0.3256039,0.6016471,0.7434954,0.689756,-0.0242741
ST7L,0.5331808,0.5947166,0.9245539,-0.271818,-0.2660734,-0.3722018,-0.1500472,0.1391907
ST8SIA1,-1.3126301,-1.7535116,0.3332486,-1.3977274,-2.9798482,-0.0994507,0.311624,0.3328193
ST8SIA2,-0.2326942,0.8174589,-0.8425748,-0.3967183,1.1170047,2.0822694,-3.6020732,-2.9098359
ST8SIA3,0.1435051,0.079237,-0.9046644,0.1639787,-0.8902662,-1.2668842,-0.8091696,-0.2952289
ST8SIA4,0.8200001,1.7975249,1.7902226,1.2557554,-0.0863322,-2.4090625,-0.3229384,-1.6622119
ST8SIA5,-0.2212786,-0.7117224,-1.5432983,0.3330055,0.6569936,-1.3831897,-0.181006,1.2141048
ST8SIA6,0.2396572,-0.6700502,-0.7642867,-0.6056982,0.0467996,1.6605654,0.0685115,-0.0615107
STAB1,0.6418615,-1.4614037,-1.1279093,-0.6761693,0.2664694,0.0333263,-0.4322344,0.2345523
STAB2,-0.4854365,0.8776588,0.3890284,0.6572712,0.7381374,-0.1667895,0.5799476,0.0440644
STAC,-0.4473653,0.0355012,-1.1354296,-0.1304167,2.7372864,0.6801887,-0.2064603,-0.6068961
STAC2,1.2006314,1.2905179,0.8266641,0.6952521,0.3627924,1.3571985,-0.5414359,-0.0317675
STAC3,0.109915,-0.6700502,-0.1178538,1.1045046,0.2962173,-0.3227514,-0.1057751,0.1178473
STAG1,-1.8885007,-1.169077,1.8893394,-0.2410216,-0.743376,-1.6247098,0.5290645,-5.1660461
STAG2,-0.9415479,-1.4413688,-0.3911586,-1.0601736,-2.1337656,0.2895562,-0.282362,-2.2704752
STAG3,0.8103603,0.4256084,1.4905011,1.0012132,0.945416,-1.2668842,-1.6656084,1.400182
STAM,1.7336629,-1.0710349,0.9698049,0.7769434,0.7372699,0.3262927,1.6671829,-2.8531119
STAM2,-0.0301545,0.0414648,-1.0179284,-0.8275611,0.3171757,-1.1773507,,-2.7028102
STAMBP,-0.4351466,1.00607,0.511795,-1.6513414,-0.5511491,0.272301,-0.2971148,-0.6799402
STAMBPL1,1.4745332,0.7097409,0.5922155,0.8605508,1.0427925,-1.5421925,1.0028164,0.6941253
STAP1,0.6551456,0.7476636,1.7201915,-0.9685946,0.3841762,-1.0936161,0.8869847,0.5140676
STAP2,-0.0517401,0.0970923,0.6282362,-0.3379121,-0.4714957,-1.2244045,1.0313192,-0.1243541
STAR,0.1167145,-0.6670381,1.1364246,0.116437,-0.9046053,-0.8844551,0.0124101,-0.3452849
STARD10,0.9952189,0.7507871,1.0533866,-1.7806801,0.066961,0.1538293,1.1241573,0.258211
STARD13,0.3367705,-0.2258657,-0.1893542,1.1337091,0.0080707,0.3452293,-0.0616701,-0.9986712
STARD3,0.4301697,0.606984,0.4082627,0.881509,0.1188254,1.505845,1.0404193,0.1718406
STARD3NL,0.4831945,0.7040767,0.0241526,-0.7658465,-0.3124446,-2.2931516,-0.2517501,1.3730866
STARD4,-1.0698669,-0.1401581,1.3017892,0.4189162,0.0896951,-0.3722018,,-0.9951227
STARD5,1.1535273,0.5091478,0.6176491,0.5337592,1.0722853,-0.0330265,0.6582359,0.3583287
STARD6,0.0017081,3.0646699,1.0159559,-0.3084214,-0.6589829,-2.3868445,,1.4254163
STARD7,0.1189375,-0.0771797,-2.0865368,-0.1556003,-0.7934439,-0.2243016,-0.2640141,0.4040454
STARD8,0.866603,-0.2620516,1.1857021,-0.6638781,0.7654655,-0.1577622,-0.1599276,-0.0977249
STARD9,0.8547471,0.3188631,-0.4046357,0.2379048,-0.5485389,-0.7587533,-0.5336924,-0.6775393
STAT1,-1.6094768,3.105642,3.8637427,0.68216,0.4203415,-0.1861821,1.2558412,0.210055
STAT2,1.836228,-1.2678461,-0.5123289,-0.2787876,0.7926821,0.7335915,1.541098,-0.1923585
STAT3,-0.0537277,-0.7974966,1.2312665,-1.733196,0.913313,0.0515612,-0.4477591,-0.0977249
STAT4,1.2228663,-0.4973834,0.6166547,-0.6067413,1.5105712,0.0032903,0.8483049,-1.8390355
STAT5A,-0.3870516,0.1543075,-0.1362104,-1.7827953,-0.232779,1.2113625,0.2169428,-0.1545144
STAT5B,-0.2972619,-0.3140009,0.5087651,-0.5871169,0.1356731,-0.5778655,0.0329119,0.0021657
STAT6,1.1069562,1.4203263,-0.3543099,0.0363537,-0.3744471,-0.1479282,0.5306394,-0.2171014
STATH,0.2810541,-0.0875583,-0.6444105,-0.1107564,1.8063651,-0.5996593,,0.0294725
STAU1,1.4231471,1.0562305,1.2422287,-0.5023067,-0.613452,-0.6110526,0.3724662,0.1114631
STAU2,-0.0630791,1.0484565,0.8374096,0.1380234,-0.8609753,-0.9690915,-0.0825923,0.7186203
STBD1,0.4335112,0.2518876,0.2774892,-0.4940632,0.3195459,,,-0.166789
STC1,1.7285305,0.2704456,0.162873,0.4084137,0.4880561,0.6162644,0.4788272,-1.2671273
STC2,0.1150885,0.6451941,-0.074674,-0.9384972,1.6182992,-1.4638121,0.1375342,-0.4707734
STEAP1,-0.8163211,-0.5219667,-0.0644619,1.1848354,0.7457951,,,0.8890774
STEAP1B,-0.0257444,-0.7243659,-0.2985368,-1.6934285,-0.907704,-3.2276778,,0.4717837
STEAP2,1.3961191,0.6856942,0.1941491,-0.3661396,-0.3017996,-1.1256988,0.4153056,-0.3037518
STEAP3,-0.4431037,0.7059308,1.3195115,0.9023027,1.9374049,1.0489013,0.1265334,-0.3379287
STEAP4,-0.362975,-0.5802356,1.0311414,1.7467473,-0.4808265,0.3171764,0.5714925,-0.14076
STH,0.2371411,-0.7935807,-0.4245187,-0.1208048,0.67004,0.9829751,1.0209334,0.8729791
STIL,-1.2137298,-0.978584,-1.6868782,0.9568809,1.7239276,0.1994906,1.3000019,0.4296568
STIM1,0.0112766,0.2108444,0.2836803,0.9311535,1.2482868,-0.0795156,-0.0213642,0.1711542
STIM2,1.2213696,-0.3002904,-0.650321,0.3344189,0.6562168,,0.9336129,-0.6299917
STIP1,0.363501,2.0280136,-1.312276,1.490446,-0.8454445,-0.1577622,-1.059204,-0.3266003
STK10,0.544987,0.794723,0.274197,-0.425254,-0.1765043,0.4665231,-0.82286,-0.2568734
STK11,-3.3362844,-10.7992153,-2.3899118,2.0756184,0.7319188,0.5103697,-1.7465333,-1.4024722
STK11IP,0.446446,0.755012,0.8042025,-0.2026988,-0.5163553,-0.0897431,0.0439653,-0.3124543
STK16,-0.2039368,-0.4559937,-1.0434724,-0.0573659,-0.4773075,-0.2341934,0.4387423,2.2784094
STK17A,-0.650543,-0.6794712,-0.0211856,0.1119046,0.569883,-1.4403318,0.7922721,1.1066848
STK17B,-0.121401,1.4367986,-0.5259617,0.3374518,0.7433558,-0.6525051,0.0820462,0.5448656
STK19,-0.7054526,0.769653,0.4748555,0.6193683,-0.1555085,-0.3227514,0.7159443,0.6619081
STK24,0.1634085,0.6159622,-0.7457444,-0.5448814,-1.0327463,0.4914226,,0.9403574
STK25,0.830412,0.2280822,0.0241526,0.3909969,-0.1204335,0.1178772,-0.7286644,1.2878766
STK3,1.4133829,-1.2988169,0.9483369,2.3393004,1.0307049,0.2971479,-0.187767,0.3546325
STK31,-0.9866739,-0.97577,-0.2626987,0.7769434,0.794641,-1.911999,-0.7185975,0.6653048
STK32A,0.9132349,-1.2207678,-0.6817495,0.6018205,0.0220813,0.6074833,1.4234477,-0.117763
STK32B,1.0553743,1.0667183,-0.3175888,0.0867285,0.9255911,-2.4504315,-3.8897439,-0.7926955
STK32C,0.2658839,0.399542,-0.0420796,-0.5306082,-1.2193801,,-2.4842123,0.4925681
STK33,2.7514021,0.2539133,2.0523465,0.7034425,0.1805655,0.2627313,,-0.3514166
STK35,-0.8835202,-0.9704093,-0.8230146,-0.8292167,-0.2437709,0.5008398,-0.4625129,0.1029785
STK36,0.5703689,0.4974773,0.1659147,-0.7311636,-0.7874711,1.4299007,-1.7627179,0.8789808
STK38,-0.1221948,-0.3152905,0.7681209,0.2149857,-0.9629204,0.1351614,-1.4730902,1.8024032
STK38L,1.5777026,0.9739416,1.5600625,0.3793536,0.2878961,1.0813827,1.0129304,0.1926462
STK39,0.1252442,1.2849051,1.3415038,-0.3953997,-0.6831125,0.5274306,1.651967,-1.286146
STK4,-1.3037808,-0.3140009,0.1603956,0.5733327,-0.2233097,-2.427088,0.8155911,1.5150913
STK40,0.9348798,-0.5189905,0.4131134,1.9763376,1.8490007,1.5647718,0.6815391,1.7538498
STMN1,2.1124285,1.1263295,0.5788041,-0.23216029999999999,0.0220813,-1.0936161,-0.8529595,1.1418577
STMN2,1.0616646,1.5666671,-0.027038,-0.5739794,-0.2121239,0.7635173,,-0.7244521
STMN3,0.830412,-0.4514206,0.0801292,-0.0985237,-0.1675356,1.7374841,0.5031466,-2.2775064
STMN4,0.4790474,0.406553,1.116878,-0.3617527,0.5705422,-1.5421925,0.4662931,-1.332186
STMND1,0.7259167,0.3507997,-0.5189905,0.542602,1.7080492,,0.195223,0.6460251
STOM,-0.3938976,1.2469417,0.4367888,0.1688338,0.993674,1.890487,0.3056345,0.5553745
STOML1,-1.525402,-0.3635673,-0.1551043,0.7114227,0.3032812,0.3069084,-0.1459828,-0.2033444
STOML2,-0.7071155,0.059723,-2.1859874,-0.7551984,-1.6761792,-0.9581206,0.3396956,-1.9757248
STOML3,-1.0643303,0.5507875,1.3551456,0.7664643,0.1266008,1.2665996,-0.1579962,0.3409223
STON1,0.1926834,-0.0486085,-0.2553212,-0.4000772,-0.4613468,,0.1526026,-0.0634906
STON1-GTF2A1L,-0.5966609,-0.1114903,0.3235627,-0.9346928,-1.4489246,,,-0.2323815
STON2,-0.3189462,-0.0036146,0.6232061,-1.4096419,-0.4249976,1.5265663,0.7912108,-0.1865705
STOX1,0.6561265,-0.0221982,-0.0720649,-0.26077,1.0103694,0.4665231,0.9582199,-0.6508725
STOX2,-0.3756965,0.0677769,-1.0242817,1.8504244,1.3652833,0.6341325,1.8069122,-0.1185854
STPG1,0.0404301,2.1823759,0.3078747,-0.0129371,-0.677253,0.9487394,-0.3299463,0.7902034
STPG2,-0.7180611,-1.0412271,-0.8210998,1.4650048,2.1534313,0.3812544,0.0576073,1.0845984
STRA13,-0.4480013,-1.3966899,-2.3330894,-2.0178844,-3.3165928,-0.2730832,1.258004,
STRA6,1.0812212,0.8042025,-0.172218,1.1055795,-0.7328313,0.099671,-0.9376815,0.9324882
STRA8,0.6472066,0.3571864,-0.0677608,0.2125826,-0.7128042,0.589249,1.6455778,-1.2312332
STRADA,-0.8591697,-1.7420941,-0.0623086,-0.9799787,-0.8655566,0.1628549,1.5310929,-2.9764205
STRADB,-0.4793666,0.2796596,0.0967554,0.0310519,0.0621742,-1.0411887,,-0.9093898
STRAP,-4.5491997,-2.875697,-2.61947,-0.0649712,0.4013589,0.6257754,,0.2540686
STRBP,-0.3350134,-0.3117292,0.7205199,-0.1304167,0.1421014,0.7918589,0.5979294,0.9616689
STRC,-0.2128969,-0.5051098,-0.4711691,-0.3074723,0.3548231,0.4073362,,0.4992164
STRIP1,-0.9562744,0.7097409,-0.3514498,0.8864541,0.7032354,-1.1773507,2.2585249,0.2906952
STRIP2,1.1458902,0.5224762,0.4561309,0.1992715,0.7032354,0.6713579,0.6041392,0.6083413
STRN,1.3604917,0.0477809,-0.295665,-0.1383514,0.5853325,-1.8457229,-1.1167141,0.6793346
STRN3,-0.955495,0.2238776,0.9274935,-1.024115,0.2262962,0.0703191,-1.7793984,1.6833203
STRN4,0.5142697,-0.6423366,-0.1016254,-2.4222644,-0.3290402,0.5375362,0.9087065,0.477102
STS,0.3998769,0.7028241,1.1208848,0.5868125,-1.3778027,-0.8284501,0.0748102,0.4343994
STT3A,-0.4395342,2.024987,0.7802001,1.5298502,-1.6844646,-0.532446,-1.6279776,-0.0198248
STT3B,-0.0984443,0.3863912,-0.947972,0.7059613,0.3841762,1.3241063,1.4696941,-1.3180614
STUB1,0.2874624,0.9930575,0.0281723,0.0439251,-1.8636766,-1.1256988,2.4172559,0.9985369
STX10,-0.7279537,0.0446681,-0.0823162,-0.1481658,-0.1501481,-1.5022158,0.3678554,1.247541
STX11,0.086702,-0.0065307,0.347148,-0.0631177,-0.2506205,1.6921384,-0.1418733,0.3054663
STX12,0.4294148,-0.2242382,2.6642063,-0.4481396,-0.3406436,-1.3376861,0.9731198,-0.556466
STX16,-0.840543,0.0629292,0.6512538,0.3093553,-0.3006458,0.5989034,-0.4575609,-1.5716309
STX17,0.1617617,0.3983986,-0.4900586,-1.9719542,-3.624846,-0.312437,-0.4953762,0.3988091
STX18,-1.4172379,-1.7510168,-2.9898776,1.2079009,3.8916017,0.653248,,0.7854503
STX19,-1.0848102,1.2997502,-0.2153885,-0.1270824,1.1857021,-2.312251,,-0.7116168
STX1A,0.5188866,0.9157466,-0.1856994,0.4576453,2.5753526,-0.0148852,-3.0787793,-0.3793333
STX1B,0.4790474,0.6418498,0.3657549,-0.3893584,2.8976674,1.091073,1.1658878,-0.6749985
STX2,-0.1112991,0.1284625,-0.6828426,-0.3308223,-0.1154617,0.8708362,-0.5650719,-0.7412665
STX3,0.9615182,0.9920772,-0.5907432,-0.0114262,0.6690687,0.2082028,0.8790236,1.7146045
STX4,-2.3846768,-1.4917957,-2.0061051,-0.2516236,-1.3825057,-0.3332892,-0.5796973,0.4945553
STX5,0.1459451,-1.5428622,-1.2389924,0.6406701,-0.6960581,-0.6234765,-0.8481717,-0.359778
STX6,-0.9148874,1.0563778,0.4643879,-0.1759408,-0.1878196,0.1441344,0.6393813,1.4069731
STX7,0.8749593,-1.6684254,-1.2574876,0.3041744,0.3441885,-0.3024271,0.5668333,0.4487222
STX8,1.0251648,0.3667209,-0.4675095,-0.2516236,0.8749708,0.3360681,1.1991683,-0.0302192
STXBP1,-1.4226466,0.3418778,-0.5578165,-0.4164462,-0.0672721,-2.3868445,0.9985671,1.2122818
STXBP2,0.5954363,1.9064436,1.1809876,-1.5558128,-1.1387937,0.0231751,0.7827544,-1.2012581
STXBP3,-2.0840858,-0.2219526,-1.1998491,1.7245767,-1.9183671,-0.2930095,-0.5007006,-1.3180614
STXBP4,3.1350002,1.257379,0.8818923,-4.4556047,-2.644695,-0.5653748,-0.1970563,-0.0359486
STXBP5,0.8089155,0.1016701,0.164525,1.3032134,-0.9071118,-2.949605,-0.8574526,-0.6011864
STXBP5L,0.9412788,0.2069558,1.2722719,-0.6761693,-0.0857022,-1.4403318,0.8245554,0.5538605
STXBP6,0.664599,-0.2599742,-0.0248055,-0.9384972,0.5272513,-0.0062925,0.6701809,-0.6738771
STYK1,-0.1617848,0.6025108,-0.2228684,0.000757,0.7902569,-1.0936161,0.5163947,1.4656446
STYX,-2.3056081,1.0652568,-1.5488472,2.2766259,-0.2825068,0.2627313,,-1.8875846
STYXL1,-0.010965,-0.2031523,1.0369595,-0.5980485,0.1833392,1.091073,1.4438941,2.1322121
SUB1,1.4306498,-2.1630618,-0.395256,-0.2239698,-1.38774,,,-0.4525737
SUCLA2,1.8884904,0.3437389,-2.4402661,0.9386956,1.417776,0.6437396,,0.0361444
SUCLG1,-0.3535451,1.6060306,0.3675712,-0.0643865,1.2180908,-0.7929842,1.6619243,0.9232342
SUCLG2,0.3888592,0.1264923,0.3507424,-0.1019274,0.1907711,-1.474278,0.8194536,0.4095435
SUCNR1,-1.3283558,1.3143247,2.746962,0.6193683,-1.333442,0.457463,-0.1919943,0.8164876
SUCO,0.1028916,-0.0111825,0.8032344,2.3481286,0.3428785,0.6437396,-0.0478367,0.8032245
SUDS3,-2.2316725,-1.9182006,-0.2260472,0.5647062,0.3480919,0.2531081,,0.8633224
SUFU,3.0229945,1.0974394,0.9556832,-0.2208303,0.525506,0.653248,-4.0182918,1.7047471
SUGP1,-1.9845873,-1.0088183,-1.5798721,-1.7461776,-2.6349142,-1.6554906,0.3396956,-0.6648498
SUGP2,0.1811369,-0.2620516,-0.3711659,0.3810954,0.5422918,-1.3216331,-1.230316,-1.0011483
SUGT1,-1.0762322,0.8225561,2.6559534,-4.3306993,-1.2557785,-0.6627828,-0.3024615,-0.6888116
SULF1,0.5492712,-0.67153,-0.4473365,-1.763486,0.5422918,-1.4876737,-0.5879925,0.2456047
SULF2,0.3146942,0.7065793,0.8126713,-0.3039886,0.7457951,0.3978713,1.1446197,-0.5635395
SULT1A1,1.3550663,-0.0576012,-1.0915848,0.2861553,0.8068176,,,1.2013125
SULT1A2,0.5563605,-0.000426,-0.0183491,0.2907072,0.2238683,-0.4114412,,-0.0242741
SULT1A3,,,,1.7172476,0.4059324,,,-0.4333925
SULT1A4,,,,0.8845405,-0.174908,,,-0.4333925
SULT1B1,-0.7823924,-0.5660495,-0.0865872,-0.3928103,0.9737425,-2.1680318,-0.4090647,-0.5737716
SULT1C2,0.992099,0.5527336,0.5299461,-0.4105569,1.0861397,0.3360681,0.9494517,0.0691844
SULT1C3,0.1435051,-1.0639229,-2.2448433,0.1435052,-0.0410964,0.5008398,-0.881561,-0.9884481
SULT1C4,0.5903128,0.635318,-0.1956492,0.7749117,0.4095021,-0.3525178,,1.3537826
SULT1E1,-0.1271133,-0.3599903,-0.9919935,-0.1754574,-0.1090983,-2.3545877,-0.6147953,-0.6310697
SULT2A1,0.7367839,1.219252,1.142627,1.3512628,1.9412818,-1.6247098,-1.3206173,0.7589071
SULT2B1,-0.0027894,0.0819255,-0.9031109,-1.0152936,-0.0462299,0.891107,-0.4953762,-2.1892467
