GeneID,LORD_MCF10ATP53/RB1mut_Olaparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRn,LORD_MCF10A TP53mut_Talazoparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRi,LORD_MCF10ATP53mut_Talazoparib_CRISPRi,Olivieri_RPE1_Olaparib_CRISRPn,Zimmerman_HELA_Olaparib_CRISPRn,DeWeirdt_A375_Talazoparib_CRISPRn
CASR,-0.0552839,-0.7377624,-0.3603904,-1.9249529,-1.9019609,1.4592444,0.2747278,-0.029159
CASS4,-0.2824946,0.3739208,0.4412376,-0.5279294,0.1852179,-1.0291595,0.9433515,1.0562847
CAST,0.1642258,-0.0497676,0.2486878,0.5124639,0.6512803,0.891107,3.1178233,1.3674071
CASZ1,-1.0389353,-0.1248482,-0.2460099,-0.2958206,-0.3940876,0.4073362,-1.3716704,-0.5460155
CAT,-0.7112235,0.0015223,0.3190433,1.3654263,0.0478946,-0.2631122,-0.4133401,0.1439288
CATSPER1,0.0554499,-0.3432937,-0.5305798,-0.6711883,-0.3180505,0.6889035,1.8670438,0.5899772
CATSPER2,0.1988415,2.4305051,1.8579291,1.0824224,0.4285767,0.1908793,,-0.5996799
CATSPER3,-0.8087221,1.3429446,0.4770563,0.4733642,1.5972521,0.8185639,0.0231248,0.9637351
CATSPER4,2.007293,0.3054584,1.0846838,-0.3928103,-0.2877431,-2.2533224,1.4226915,1.2862908
CATSPERB,0.4968166,-0.4499691,0.846922,1.4287032,1.9281121,-2.3338799,0.2880722,0.5285091
CATSPERD,-0.6958413,0.6667772,0.1064035,0.2820605,-0.7945145,-1.0544584,0.3650207,1.2374005
CATSPERG,1.3797314,-0.2893268,-0.910852,-0.343325,-0.0909752,-0.6110526,-0.1605369,0.4686157
CAV1,0.1515939,1.3200069,0.8194567,0.6599093,-0.9081068,-0.0795156,2.6159157,-0.7201058
CAV2,0.1961309,0.5375638,-1.1013819,0.4576453,0.6978339,0.5798084,-0.0430277,0.3988091
CAV3,-0.7691357,2.3338796,0.6157713,-0.1984489,0.2185672,0.4366718,-0.0832926,-0.626904
CBFA2T2,0.3044071,-0.3162136,0.1272092,-1.6255188,-1.4751598,-0.3425943,0.999908,0.3929381
CBFA2T3,0.2494978,1.6701243,0.7571941,-0.2275681,0.7065144,1.3654268,-0.1587092,0.0710773
CBFB,0.725079,-0.0595238,1.8260136,1.1939324,0.9849024,-0.3332892,-0.5541465,-0.9965961
CBL,1.3434145,0.5116234,1.3945552,0.4460105,1.1468493,-0.4231343,1.4532869,-0.8930332
CBLB,3.6023624,0.5165806,0.824845,-0.4984881,0.6312976,-1.4518905,0.1428655,-1.7117655
CBLC,0.848267,-0.5927301,-0.8051712,-0.7465,0.8057952,0.8097055,-2.8131833,-1.8390355
CBLL1,0.4544235,-2.2429114,-2.55564,-2.0495246,-2.0680286,0.1717862,-2.2160845,-1.1556584
CBLN1,0.7912818,-0.0537337,0.9521432,-0.343325,-2.0370315,1.505845,-0.2651613,1.1913474
CBLN2,1.3904041,0.4129268,0.7794718,0.3838682,-0.7532897,-0.5653748,-0.3494464,-0.7958848
CBLN3,0.4268852,0.157991,0.880527,0.0928347,0.2884856,0.1717862,-1.1436385,-1.5365719
CBLN4,0.5898379,0.441884,1.0799458,-0.9935623,-0.7664266,0.5008398,1.7522045,1.0667361
CBR1,-0.1585801,-1.7360005,-1.2593267,1.1184537,0.7280448,0.4164771,-0.6436083,-0.5905226
CBR3,1.1764403,-0.6146829,-0.8712223,-0.2356642,-0.9087506,0.0431043,0.5156639,0.2267799
CBR4,0.5320941,-0.2564598,-0.5583327,0.6168726,1.1959224,0.2082028,0.0570109,-1.4489256
CBS,-0.1829333,1.8097904,1.19615,-0.0232111,0.1179725,1.1446179,-0.0478367,0.7331053
CBWD1,-1.2818689,-0.2666991,-0.4032729,0.7229814,1.0639836,,,0.7398004
CBWD2,,-0.2738758,-0.1922075,,,,,-2.2078192
CBWD3,-1.2450479,-1.1401979,-1.525247,,,,,-1.0970542
CBX1,1.6480063,1.2660969,1.0911434,0.1209773,-0.0967277,-0.1764826,,-0.6011864
CBX2,0.5046877,0.7447342,-0.5063569,-0.7366906,-0.6237073,2.3362336,-1.7924633,0.4553732
CBX3,1.2433391,1.3956601,0.7403634,0.1000186,-1.0537679,,,1.3307384
CBX4,0.0128121,0.3629285,1.7640204,-1.764319,0.2341716,-0.0605491,-0.6455663,-0.1332414
CBX5,-1.3673376,-0.5861101,1.3894308,0.2593893,0.5297925,0.1441344,,-0.861809
CBX6,0.2851709,1.1132744,0.2870955,0.0991282,-0.9404233,-0.1199971,-0.2779067,-0.5857585
CBX7,-0.1645528,-0.5393196,0.5497052,0.229673,0.9893813,0.9596913,0.8908851,-0.349547
CBX8,0.5548698,0.1533013,1.3502489,0.2532111,0.6109327,-0.7811628,-1.6823676,-1.093925
CBY1,-0.2227935,-0.6389285,-0.859214,3.1133705,0.6264757,0.8097055,0.6771863,-0.3277037
CBY3,0.1084801,-0.1317417,-0.1730013,-0.1145096,-0.1637958,1.180595,-1.2379536,-0.2828641
CC2D1A,-0.5975184,-0.5189905,0.6478621,0.3247922,0.4293475,0.5195878,-0.3132308,-0.9737187
CC2D1B,0.6447054,0.0046418,-0.172218,-0.6494277,-0.3693439,1.2236238,-0.4451441,0.8571332
CC2D2A,0.9715756,1.1710559,0.1614396,0.542602,1.3477013,-0.9094302,-0.2855627,0.3146957
CC2D2B,-1.0737741,-0.7599972,-0.0623086,,,-1.2244045,,-0.1097747
CCAR1,-1.3116603,1.3832408,-2.0233154,-1.9379799,-2.7841185,0.0606983,0.3657554,-4.8900976
CCAR2,0.2453321,0.9261451,-0.2626987,-0.0818414,2.0058537,-0.8516229,,0.5957432
CCBE1,-0.1384635,-1.5796328,0.8480707,-0.0934486,-3.5311266,0.0231751,0.1105125,0.2791298
CCBL1,0.0462819,-0.3012047,0.0507333,0.8390863,0.7700541,0.2269473,0.1128011,
CCBL2,1.3197799,-0.7027548,0.1757757,0.863112,-0.2673376,-2.5337707,-0.5065086,
CCDC101,1.6672679,-0.447714,1.2462555,3.0691261,-1.1293181,-0.3024271,-2.8377308,
CCDC102A,0.3285711,-0.1270988,0.3741075,-0.7497591,0.1105047,2.509763,-0.8203789,1.0800349
CCDC102B,1.7497986,-0.8844773,-0.0224124,1.8039238,-0.3819438,0.653248,-0.7664929,-0.4237535
CCDC103,0.5872622,0.6040692,0.1277345,1.8602367,-3.1775192,,0.28918,0.3768145
CCDC104,2.2180486,-1.5570674,1.4401122,-0.7880784,-0.3513219,-0.2143948,0.8774441,
CCDC105,-0.8154445,-0.1387184,-0.7628646,-0.2875255,-1.456419,-0.6627828,0.8216081,0.410574
CCDC106,0.5251775,-0.0875583,-1.5473177,-1.0949164,-1.2388574,0.2627313,0.0970848,-1.1978438
CCDC107,0.7041857,-0.3309095,0.3227574,2.385459,0.7857927,1.0274618,-0.453889,0.630531
CCDC108,-0.304292,1.0719367,-0.3849932,1.5573632,1.2574373,-0.4953633,1.1658878,
CCDC109B,0.7054656,0.9084135,-1.3565935,0.2739991,-0.2221105,-0.2930095,-0.241844,
CCDC11,-0.0804491,1.6400837,-3.3919,1.0549326,0.4034979,-0.3227514,0.3016823,
CCDC110,0.3810083,0.1209757,-2.7550567,-0.0551258,0.1222198,-0.1304216,-0.104419,0.8779921
CCDC112,-0.0040629,0.45494,-0.9800458,-0.9553052,-0.4273594,-0.3024271,1.4299839,0.4553732
CCDC113,-0.8539743,-0.2242382,-0.4332401,0.326493,-0.8075921,-0.2730832,-1.9668931,0.2280005
CCDC114,-0.3083238,0.1989949,-0.3433332,0.0918864,1.2462185,-0.3722018,-0.1579962,-0.7336759
CCDC115,-1.0928366,-1.8338009,-1.7370739,2.1764628,-0.2939541,0.6889035,-0.3332769,2.0701565
CCDC116,1.3742556,0.5401994,0.4447176,1.3575737,0.3619427,0.8097055,-1.4793282,1.1786806
CCDC117,-0.5924884,1.8755923,1.7335912,1.2999858,0.2178745,1.7781016,-0.9233563,-0.1372274
CCDC12,-0.7865593,-0.3107486,0.492528,-1.8466376,-0.6212261,0.3171764,-0.3892333,-0.6011864
CCDC120,0.2556623,0.9353975,0.8685207,-1.1556111,1.3670442,-0.0417915,-1.325315,0.8340137
CCDC121,-1.0034591,-2.7956556,-1.8572485,0.5692123,3.2084368,0.4073362,,0.1568095
CCDC122,-0.7531907,0.0858914,1.4196294,0.3867897,-1.5134873,-0.5141215,,-0.5314641
CCDC124,-0.1424379,0.4341624,0.7343103,-1.6709159,0.421546,0.2082028,-2.0770969,0.2432856
CCDC125,0.830412,-1.2579723,0.398924,1.7978296,0.6005796,1.4814134,2.0981455,0.3263736
CCDC126,0.2818374,0.3386561,-0.0936006,1.5540586,-0.403636,0.0137028,0.28918,-1.3900977
CCDC127,0.7736902,0.3658699,-1.1478512,-0.0752383,-0.2519015,0.6713579,-0.7046874,0.9211861
CCDC129,0.7666155,-0.2807694,-0.6771442,1.7994402,2.9790787,-0.2050172,-0.5659687,0.4280147
CCDC13,0.4990889,0.0903303,0.9008933,1.4401134,-0.3890419,-0.3024271,0.1110763,0.2280005
CCDC130,0.2357403,-4.1363197,-2.5355784,-1.5457962,-2.0709996,1.5753322,0.3657554,0.4748328
CCDC132,0.1252442,-3.482738,-1.7974342,0.6218052,1.0557817,-1.28176,,
CCDC134,-0.1847779,0.9888048,0.5490632,0.9815615,-0.5581244,-0.4436222,0.0145142,0.5546234
CCDC135,0.1807388,1.311658,1.5615871,1.0576034,0.7600178,-0.3332892,0.2112616,
CCDC136,0.662301,1.572204,-0.2365289,-1.8070464,0.4605941,-1.6984308,1.5421718,0.5857248
CCDC137,0.3618683,-0.4973834,-0.0792192,0.9311535,-0.0711532,0.2811473,-1.2363079,0.7571078
CCDC138,-0.1198615,-0.2275771,-1.0652246,-0.75585,0.2459418,-0.0605491,0.6408855,-0.0834104
CCDC14,0.7604081,0.6770266,1.2812413,-0.0239241,-1.5858151,0.7148588,0.0806744,-0.0918057
CCDC140,-0.6644641,-0.06102,-0.4480743,-0.252847,-0.4846908,0.70664,0.7196417,0.6443884
CCDC141,,,,0.2482707,0.8749708,,0.9006107,0.000115
CCDC142,0.5492712,-0.3085091,0.2089327,0.0225405,1.3442247,-0.9244482,-0.1698909,-0.5550332
CCDC144A,-1.1355778,-1.2647298,-1.0747524,0.1283184,-0.8001306,0.3262927,,1.2878766
CCDC144B,,,,,,,,
CCDC144NL,-0.7813054,-0.5169948,-0.3342087,-0.4872289,0.5594019,,,-2.4154604
CCDC146,-0.2812329,-1.0022152,0.6356669,1.9928264,0.269688,-1.9832562,-1.2413842,0.4269811
CCDC147,1.5845047,-0.5438305,1.618682,0.0409371,-1.8720885,-0.3332892,0.3421263,
CCDC148,1.8248153,1.4861705,2.4292735,-1.0852606,-0.1224278,2.4921691,,-0.1166067
CCDC149,0.18456,0.7170424,1.1097145,0.5227033,-0.581484,-0.5051079,0.4835885,-0.5341896
CCDC15,0.5342149,1.3143247,1.3415038,-0.8479292,0.9321492,-6.0882677,-0.9513493,1.3013216
CCDC150,-1.4633758,0.4092559,0.2727607,1.190957,1.0704929,-0.3332892,0.788988,-1.5004556
CCDC151,0.566101,-0.1798992,0.355062,0.4523797,1.0115849,0.8809986,0.7056133,0.7998053
CCDC152,2.44499,-1.3162099,0.3030386,-0.3718275,-0.7165335,0.1178772,,-0.6966664
CCDC153,0.3139081,0.3386561,0.6466754,0.3570682,0.6278576,0.7544793,1.0017264,0.4137273
CCDC154,,,,2.4840487,0.156697,-1.7493576,0.0285204,-0.9451756
CCDC155,0.4069524,1.2038465,0.4787981,0.1158615,-0.3535221,0.2436562,-0.3132308,-0.5445347
CCDC157,-0.2972619,0.8065556,0.21538,-0.2219928,1.1595725,1.287036,1.1366028,-0.6186545
CCDC158,0.1281643,0.5854652,0.4985067,-0.298406,0.4812232,-0.5996593,-1.8427339,-0.1005624
CCDC159,0.0485134,-0.2308717,0.2537406,0.8247615,1.1541863,-0.4114412,-0.9812797,-1.1127729
CCDC160,1.2702398,0.6312341,0.0674249,0.4014929,-1.1737266,-0.8844551,,-0.2810638
CCDC166,-1.0407411,0.4958072,0.544101,0.8206025,-0.5278764,,-0.968127,0.4514479
CCDC167,-0.4779563,0.5143373,0.7088609,-1.7737631,-1.0288559,-0.4436222,2.2144874,-1.0671423
CCDC168,,,,0.2820605,0.5919841,,-1.6012748,0.4137273
CCDC169,-0.4137148,-1.8602586,-2.673544,1.5317372,0.9085298,,-1.3379865,0.3666969
CCDC169-SOHLH2,-0.499323,4.5148039,2.2249451,-0.0361377,-0.3236297,,,-0.197508
CCDC17,-1.0604308,0.3919755,-0.0999075,0.9386956,-1.8789617,-1.3376861,-1.1454931,-0.0784463
CCDC170,-0.1630437,-0.3514498,1.5434426,0.908125,-0.8824054,-1.0936161,0.7797549,-1.1277281
CCDC171,-1.4600394,-0.1093931,1.2218094,-0.4122321,-0.373307,0.5561431,0.8628098,0.5560373
CCDC172,-1.0777208,4.0891829,-2.1233215,1.3250336,-0.0272448,1.5647718,-0.6314449,0.8193046
CCDC173,-0.5171744,-0.8740753,-0.5297887,-0.3733581,0.1127405,-0.1093076,-4.2603572,0.9556971
CCDC174,-0.7397614,-0.0811004,2.1650185,-3.9064975,-0.5290917,-0.4231343,1.5609862,-2.4523126
CCDC175,-0.0856924,-1.0465033,0.0630755,-1.1426184,-1.7604132,-0.1199971,0.0477044,0.0221215
CCDC176,0.1787858,1.5828308,2.4842314,-1.3565722,-0.1964847,-1.6363369,0.6265086,
CCDC177,0.2913949,-0.1798992,-0.2251351,0.9395702,2.4951028,,0.7047187,-0.3101572
CCDC178,-1.3906073,1.896491,2.2232213,0.0971813,1.6284614,0.8512232,,0.1173884
CCDC179,3.5471264,-0.6813413,-0.2136501,-1.3397332,-1.5989639,,,-1.3420753
CCDC18,,,,-1.914496,1.0798966,-0.532446,1.1413213,1.0058005
CCDC180,-0.5914281,0.6451941,0.8970552,0.0581903,0.0813124,0.6341325,-0.1261915,-0.4760678
CCDC181,-2.613573,0.0237138,2.278653,0.6804196,0.2973403,-1.296586,,-0.9873963
CCDC182,1.3757572,0.6939399,0.0735057,,,,,-0.7336759
CCDC19,-0.8991308,0.5116234,0.4756435,0.966296,0.900752,1.2113625,0.3351134,
CCDC22,-1.1120927,1.1132744,0.5292869,1.3647482,-0.8309497,-0.0795156,0.3484698,0.8723657
CCDC23,-0.8965168,0.075795,-1.4121598,-0.7525768,0.9548932,,,
CCDC24,-0.9192243,-0.0806099,0.0251985,-0.7821621,-1.1453725,-0.8060639,0.8168075,-1.140213
CCDC25,-0.6881766,0.9739416,2.0024616,-0.4204431,-2.1957779,-0.1667895,,-0.8747956
CCDC27,0.6802919,-0.5539261,-2.4120365,0.9800787,0.0119623,0.0892236,-0.1392321,-1.0714793
CCDC28A,1.7777047,-0.3406248,-0.41745,-0.2658903,-1.123317,0.9096269,-0.2697708,0.4686157
CCDC28B,-0.7201287,-0.2010722,0.0012685,1.3032134,-0.4122321,0.5103697,0.7700788,-0.3810026
CCDC3,0.6306961,0.9870015,1.2947992,-0.1571442,0.9255911,0.4261768,0.5867914,-2.5416497
CCDC30,0.0902945,0.7040767,2.3500233,3.107265,0.3973667,0.0333263,0.5077041,0.3125758
CCDC33,0.7357904,0.5783116,1.2664424,-0.7989353,-0.9787327,0.1441344,-0.9567386,-0.3793333
CCDC34,1.0832465,-0.3231872,0.1206801,0.0243249,0.6825282,-0.6627828,-0.7023172,-1.0247874
CCDC36,-1.3696771,-0.3321468,0.9512619,0.9422642,-0.5516185,-1.427847,0.1606035,-0.1580495
CCDC37,0.6477574,0.3023635,0.7463917,0.5607797,1.2991939,-0.4436222,1.1195647,
CCDC38,-0.7045812,-3.0451647,-1.9356197,0.5384275,-1.1339324,-1.1514112,0.02541,-0.671023
CCDC39,0.6728375,0.7373829,1.8648543,-0.4957023,-0.9799787,0.1351614,2.6629914,-0.1089073
CCDC40,-0.2745079,0.075795,-0.1178538,0.8296232,0.4524726,0.1628549,1.6573457,-0.0325016
CCDC41,1.7167507,2.3880936,1.3311008,-1.4500307,0.5345418,-0.2631122,,
CCDC42,0.5023761,-0.9832809,-0.4150715,-0.1964847,-0.534541,0.3894308,0.0270041,-0.6589032
CCDC42B,0.7035017,-0.9943278,0.1236553,-1.8153373,-1.1008804,-0.947375,0.02541,
CCDC43,-0.0352066,-0.5927301,-0.0493031,0.881509,3.0075333,0.70664,1.1800721,-0.1891868
CCDC47,0.2157875,-1.2464954,1.5845044,-0.2356642,-0.8505075,-0.6342717,1.2888027,0.7785107
CCDC50,-1.7355134,-1.2915252,-1.3021454,-2.2174133,-0.8618943,0.0137028,-0.2457955,-0.2854439
CCDC51,-0.5687013,0.7139237,-1.1751734,0.0952526,-1.1978855,-0.5051079,-0.7128447,1.8069695
CCDC53,-1.9655422,-0.423035,-1.4307033,0.8542606,0.6617538,-0.6342717,,
CCDC54,-0.9937762,0.7340418,0.4674351,-0.4462164,-0.3795596,-3.5951957,,0.3125758
CCDC57,,,,-0.9799787,0.606049,0.2269473,0.1412708,0.0163426
CCDC58,-0.4351466,-1.8494367,-3.0026526,0.2525982,-0.5789657,,,-0.0060398
CCDC59,-0.6550587,-1.7077701,-0.9387545,0.2532111,-0.3156486,2.5479883,,0.6214004
CCDC6,-0.5139138,1.2295007,-0.183536,-0.9164498,-1.5042039,-0.1764826,0.1234315,1.3918009
CCDC60,-0.441158,0.4911304,1.456484,0.1774668,-0.5403802,0.9829751,0.652682,0.4137273
CCDC61,0.6426075,1.2595321,-0.0927044,-0.2854665,0.634609,0.8185639,-1.2658439,0.547905
CCDC62,-1.8903951,-2.5661156,-1.6272844,0.0861035,-0.1134295,-0.1304216,0.1793116,0.0108103
CCDC63,2.1157884,0.8422646,1.553704,-0.0436322,0.3894683,-0.0994507,-1.230316,0.9681359
CCDC64,0.7242629,-1.3914174,0.4818828,1.7720312,-0.0034474,0.5103697,0.4399495,
CCDC64B,0.782669,-0.3077873,-0.4753557,-0.4894312,0.1172492,0.891107,0.2755934,
CCDC65,0.12726,-0.2939565,0.5068053,-1.0654462,-1.5661765,-0.1093076,0.806759,0.5400117
CCDC66,-1.6177641,0.9430827,2.932974,-1.8851329,-1.6605987,-2.427088,-0.7363496,1.3551172
CCDC67,-0.8264089,1.7512812,1.1264291,-0.4782657,-0.7952829,,-0.3730206,
CCDC68,0.5858281,0.5577942,-0.7283938,1.7750868,0.8821788,-0.1667895,0.9849903,-0.5402054
CCDC69,0.2960945,-0.3231872,-1.8063871,1.0472478,-0.3203406,1.0376974,-1.1410994,1.1478181
CCDC7,-0.3431804,-0.9356091,-0.4305623,-0.2706019,-0.8090218,-1.4638121,,0.1474886
CCDC70,-0.0581307,1.257379,0.7889024,1.7610101,1.2958425,-2.3674485,0.4764366,0.2185405
CCDC71,0.5858281,0.6713695,-0.8604292,-0.9219858,0.5016996,1.4400144,0.8037878,-1.2833927
CCDC71L,-0.1790748,0.413925,0.6466754,0.1716929,-0.9566779,1.4814134,0.182049,-0.0730429
CCDC73,0.9473273,0.5287933,-0.4015255,0.4014929,1.1824535,-0.4114412,0.162874,0.3042064
CCDC74A,0.5514195,0.7065793,0.5262666,-1.715349,-1.4217537,,,-0.4204328
CCDC74B,-0.774425,-0.7080783,0.8519017,1.8878014,1.0522891,,,-0.3625378
CCDC77,-1.1209213,-0.6869357,-0.253462,-0.5439154,-0.02426,0.2179551,-0.1308056,0.8225483
CCDC78,-1.7818407,0.0867061,0.3964727,2.6301855,1.4926832,-1.296586,-0.4441499,-1.0915249
CCDC79,,,,0.0581903,-0.0596578,1.1553486,0.5321731,
CCDC8,-0.2840565,-0.0955164,0.0092666,0.5091464,-2.1382315,0.2531081,-0.9046421,0.1486625
CCDC80,0.5713879,-0.3978893,0.1277345,0.4058634,0.9148875,0.457463,-0.0916387,-1.646967
CCDC81,0.4432827,0.8396692,-1.4622072,-0.4235769,-0.2258192,-0.5778655,0.5457826,1.8443999
CCDC82,0.194414,-0.3626075,-4.31182,0.946718,0.5829195,0.9008432,0.7128316,-1.1866475
CCDC83,0.2298228,1.1651181,0.1143807,-0.1951348,-1.3903724,0.1538293,-0.1348742,0.2829294
CCDC84,-1.7298259,-0.652305,4.2221047,-1.1718667,-1.6931023,-0.4436222,-0.0807486,0.7212849
CCDC85A,0.5142697,-0.4740858,-0.4667497,1.0409811,-1.4717547,-0.4231343,0.1434531,0.0304928
CCDC85B,0.9561581,-0.1196046,0.2299957,1.6627286,1.7907702,-0.2832494,-2.833061,-1.028431
CCDC85C,0.2203283,-0.1828551,0.1352186,2.2574949,0.7245797,0.099671,-0.0840409,-0.20817
CCDC86,-2.361689,0.3621605,-0.647705,1.0455033,-1.1262756,0.7718902,0.7934546,0.3741676
CCDC87,-1.3673376,-0.0718394,0.347148,0.4177456,-0.9566779,0.2269473,-1.0759806,-0.2649047
CCDC88A,-0.7583825,-0.3797293,0.663688,0.4779244,-0.0831794,0.9706638,0.3902753,0.0963468
CCDC88B,-0.5044045,-0.3197999,-0.2985368,1.5738939,-1.5638583,0.3069084,-1.1067163,1.3043962
CCDC88C,0.5146895,0.3607291,0.4945162,4.3121796,0.4115131,2.06161199999999,0.00075,0.4269811
CCDC89,-0.5641678,0.6329649,0.8880991,1.2120891,3.097521,-1.5603151,0.5306394,0.1961766
CCDC9,-0.2060156,-0.3457028,0.0363104,-1.0266913,-0.8206099,0.5195878,-0.5676155,-0.4645416
CCDC90B,-1.3402583,1.1458403,2.1345981,-0.5279294,0.1391894,-0.1479282,0.2238846,-1.1866475
CCDC91,1.0765416,1.2746948,1.0667183,1.2262363,-0.8690864,-3.6266951,,-0.155613
CCDC92,-0.5474696,-0.487197,0.4655748,-0.5861681,0.5202836,-0.3722018,1.5842367,0.8707314
CCDC93,-0.9233428,-0.9649804,1.4816667,-0.1317794,-1.2198181,0.3978713,-0.9233563,2.4661953
CCDC94,-2.1940612,2.4016756,0.7205199,-1.1738422,-0.773477,,0.1119342,
CCDC96,1.3418073,0.4196937,-0.3094981,0.8939308,0.2293332,-0.4114412,1.06681,1.2287701
CCDC97,1.4559375,0.7597672,0.3023255,5.7805613,0.6408391,0.5716813,0.7085227,-0.5314641
CCER1,0.1292016,0.0433701,0.2350802,0.0225405,1.1033759,-0.3626943,-0.2678721,0.4831232
CCHCR1,-0.5852351,-0.3948826,-0.5553789,-0.1605511,-0.8548326,0.0431043,0.5658141,-3.1664686
CCIN,0.0212864,-0.6099043,0.078317,0.9498198,1.0853881,-1.1514112,0.2526131,-0.1834294
CCK,1.1279805,-0.3077873,0.1041727,0.2185016,-0.0700872,0.1994906,0.856461,0.01962
CCKAR,1.3077131,0.0439024,-0.8651647,0.1577813,-0.3124446,0.6713579,0.0759581,0.1391907
CCKBR,0.5739951,-0.0789305,0.8216077,-0.154615,-0.6191879,0.7718902,0.2604143,-1.011484
CCL1,0.1542333,0.6170814,0.1264323,0.6562688,0.3092299,1.5647718,,-0.2875379
CCL11,0.8376911,-0.968602,1.3111164,-0.0806586,-1.035998,0.1717862,,0.5560373
CCL13,-0.7126971,-0.3373335,0.1817959,-1.3129785,1.7267856,0.5375362,,-0.5091083
CCL14,-0.697018,0.4117008,0.8364225,0.9311535,-0.0548367,0.36323,1.0600091,0.3618947
CCL15,0.3152833,1.0860953,0.940096,-0.1860255,-0.8661633,0.0892236,,-1.1376264
CCL16,0.5497429,0.2043654,0.3521181,1.7794262,-0.5109669,-0.6110526,,0.0440644
CCL17,1.2713155,0.5551457,0.1387744,-2.259142,0.0106832,1.4097598,,0.3077517
CCL18,-0.9200064,0.0918921,-1.0016009,-0.857747,0.007508,-0.7587533,,0.5546234
CCL19,0.3476905,-0.4795389,1.2830434,-0.582439,-0.0580954,0.6437396,-0.0250947,-0.2764292
CCL2,0.6540764,-0.0604112,-0.0853904,-0.0995751,-0.1953065,0.0798242,,0.1989586
CCL20,0.4679066,-1.0073755,0.5055816,-0.6391577,1.1661101,0.1810494,0.7144609,-0.9238519
CCL21,0.2944771,0.3870861,0.3322037,0.6257902,-0.6270013,-0.8733205,,-0.0641351
CCL22,0.8167627,0.8797027,-1.1649432,-0.953658,-1.0941372,-0.3626943,1.0028164,1.3884498
CCL23,2.1124285,-0.4391359,-1.0844572,-0.8528737,-0.1224278,-0.1199971,0.0484605,0.6332386
CCL24,-1.7241627,0.0439024,0.7413474,0.3224998,0.6039073,-1.5802695,,1.408028
CCL25,0.8976393,0.8678195,2.1482414,-2.3370251,0.8833903,1.2665996,,-0.5513435
CCL26,-0.1262574,0.5716687,0.7463917,-2.77369,-1.2779842,0.2179551,,0.0825097
CCL27,0.1359446,-0.3117292,1.0083217,0.336864,0.9177811,0.1810494,0.2235454,-0.681962
CCL28,-0.2642727,0.0057378,-0.2153885,1.0448089,0.9446894,-0.0897431,-0.3840626,0.6772952
CCL3,1.2445305,-0.0011793,0.4362159,-0.4017562,1.8958299,,,-0.0798228
CCL3L1,,,,0.1209773,-0.0113255,,,
CCL3L3,,,,0.0615745,1.2923825,,,0.4717837
CCL4,0.2379978,-0.185456,0.0689387,-0.0673961,-0.1008215,,,2.3179645
CCL4L1,,,,0.0044342,-0.7223426,,,
CCL4L2,,,,0.8217361,-0.8959805,,,2.2855235
CCL5,0.9145461,-0.2399586,0.3267323,0.2372339,-0.2589019,0.2531081,-0.467592,-0.5341896
CCL7,0.738968,-1.1066747,-0.5232686,-0.5369398,-0.5927153,-0.1304216,,-0.0986802
CCL8,0.4432827,-0.276501,0.0157486,1.5292609,-0.6281507,-0.4332185,,0.1568095
CCM2,1.0391741,1.6709324,0.6972153,0.3351796,0.1105047,0.1538293,0.6643613,0.8023103
CCM2L,-0.4643138,0.4397674,-1.0044999,0.3351796,0.8749708,-3.0442896,0.6826415,-1.3598745
CCNA1,1.8151614,-1.3333504,-0.2042753,-0.1803497,0.1940633,-0.6442549,0.7934546,0.3093497
CCNA2,-1.5481092,0.832101,-0.5123289,1.539361,2.984744,-1.0291595,-1.8841477,-4.7615885
CCNB1,-1.0928366,-2.629811,-1.6890037,-1.1811762,-0.8922686,-0.5051079,-2.9501566,0.2424929
CCNB1IP1,2.1663423,-0.379107,0.3267323,-0.6720814,0.073802,0.5103697,,0.1732064
CCNB2,-0.8233489,-2.6407191,-2.3932554,-2.5597543,-2.9530725,1.1677793,,-1.9336618
CCNB3,0.6540764,1.7255172,1.1636134,-0.7135793,0.2912048,0.5476399,-0.6839424,0.7793961
CCNC,-1.4666339,-2.6850889,1.6157009,1.7239276,1.9531011,0.2895562,,-2.0068367
CCND1,1.7777047,-0.6415953,-0.6512026,-0.8037658,-1.1098182,1.2236238,0.4719572,-3.0150959
CCND2,-0.4234142,1.3258067,-0.4276186,-0.954621,-1.5064848,0.0231751,1.0366382,0.1474886
CCND3,-0.5562743,-0.2799368,-0.8897489,1.2971288,0.1485281,-0.1093076,-1.8909326,-0.0018795
CCNDBP1,-1.0616308,-0.8526004,1.2738243,-2.1189733,-2.3982217,-0.5432198,0.9501362,1.0292821
CCNE1,0.8563402,-0.2525277,1.7986785,0.5705422,1.1458597,0.1260358,0.8252171,1.3754738
CCNE2,0.5811645,1.84537,2.9926842,0.8743752,2.7082787,-1.8827356,,2.0376335
CCNF,1.4290887,-1.289901,0.5670347,1.5092809,0.9996391,-0.023749,-0.8265021,-0.1021423
CCNG1,1.0111269,0.7418585,1.0434947,0.2021316,-0.2397869,0.7434954,,0.4258063
CCNG2,0.9901571,0.5011545,1.3326572,0.7059613,-0.348463,0.5375362,0.1694598,-0.0437991
CCNH,-3.6824351,-1.8748075,-4.1746561,-1.6347967,-0.4681221,-0.1764826,-2.9631816,0.136348
