"Supplemental Table S0. Genome-wide Etoposide score (etoposide vs. vehicle controls) and essential score (vehicle control vs. day 0 replicates) at day 4 (early), day 12 (intermediate), and day 18 (late) using MAGeCK-RRA",,,,,,,,,,,,
Gene,Day4.Etop.Score,Day4.Etop.FDR,Day4.Ess.Score,Day4.Ess.FDR,Day12.Etop.Score,Day12.Etop.FDR,Day12.Ess.Score,Day12.Ess.FDR,Day18.Etop.Score,Day18.Etop.FDR,Day18.Ess.Score,Day18.Ess.FDR
SDHAF2,2.76921909799434,0.283033,-0.16396,0.999976,0.650703041446298,1,-0.83999,0.858174,-0.64305678041987,1,-0.61259,0.598252
SDHAF3,-1.79422741790158,0.88807,0.51737,0.685133,-1.6651242232209,0.929081,1.0251,0.688936,-1.5029320636015,0.915607,0.88729,0.379367
SDHB,2.76934675282078,0.283033,-1.0265,0.153099,1.29416193578534,0.944633,-2.0181,0.460033,-1.73567812223699,0.83393,-2.7629,0.143381
SDHC,1.64533463756439,0.811885,-0.71082,0.709858,1.05724807957019,0.998139,-3.2081,0.406127,1.34988683555643,0.903989,-4.7815,0.079749
SDHD,3.83707731394457,0.078666,-1.5993,0.010101,1.44368543566465,0.893999,-1.638,0.219868,-0.615145008282682,1,-2.2634,0.040666
SDK1,-1.77301365447478,0.895581,0.032695,1,-0.596587758395474,1,0.34692,0.917786,0.165134420099962,1,0.36798,0.773068
SDK2,0.928817844009919,1,-0.12608,0.999976,-1.75318147878995,0.920116,0.74995,0.580083,-0.546895801567791,1,0.44384,0.681512
CAVIN2,0.227370288194348,1,-0.043069,0.999976,-0.387258515540594,1,0.50352,0.786967,1.16373919714151,0.960327,0.54326,0.526524
SDR16C5,-0.153347489339027,1,0.087132,1,-1.43260893257101,0.953175,0.24271,0.903729,-1.00611868047177,0.976288,0.42446,0.680741
SDR39U1,-1.2991405876458,0.949586,-0.1774,0.999976,-0.876246331244159,1,-0.78921,1,-1.37486253704047,0.934525,-0.35657,1
SDR42E1,0.160044554032434,1,-0.025702,0.999976,-0.651617243582085,1,-0.080353,1,-1.99887229972297,0.763618,0.0084311,1
SDR9C7,-0.587858780583348,1,-0.16013,0.999976,-0.887093509746686,1,0.53839,0.926578,-0.883558302460688,0.989214,-0.033224,1
SDS,-0.665284946535642,0.993922,-0.07311,0.999976,0.853066165437236,1,-0.80622,1,0.666693818553168,1,-0.20776,1
SDSL,-0.303110900621939,1,-0.1093,0.999976,0.610213937683066,1,-0.49923,0.846302,-0.548336350589591,1,-0.052008,1
SEBOX,1.87752198531849,0.690489,0.15925,1,1.17037464664195,0.975182,-1.3479,0.943409,-0.270503134429057,1,0.24147,0.981354
SEC11A,-2.43645958881055,0.792127,0.1855,0.896076,-0.127255350924501,1,0.37899,0.795743,0.532910101479184,1,0.66125,0.579676
SEC11C,0.0784851957818506,1,0.2352,0.933555,1.27484823106523,0.952573,-0.41906,1,-0.193569022067602,1,0.29869,0.967482
SEC13,2.80631897045872,0.273681,-1.192,0.016672,0.776581943094706,1,-1.637,0.210794,1.70974273060548,0.838971,-1.6954,0.017786
SEC14L1,1.4234743729348,0.917881,0.098276,0.93424,1.37030504289449,0.931106,0.075084,1,2.63503648017298,0.463433,0.20725,0.875353
SEC14L2,-1.54959691384463,0.933103,0.16154,0.929175,0.815195042980761,1,0.39365,0.786967,1.50721168296557,0.902793,0.45129,0.851733
SEC14L3,0.686301470439689,1,0.16798,0.929175,0.70287443847202,1,0.089748,1,1.19344018450089,0.960285,-0.20366,1
SEC14L4,-0.264121772743762,1,-0.040205,0.999976,0.168936881680872,1,0.39992,0.95264,1.28963719665317,0.949923,-0.0056576,1
SEC14L5,-1.40575113314262,0.944459,0.060027,1,-0.637536375244788,1,-0.43585,1,-0.555096837204538,1,-0.29331,0.329135
SEC14L6,-0.902951034988869,0.983944,0.18395,0.929269,0.64208420142087,1,-0.38551,1,0.324698361060039,1,0.067358,1
SEC16A,0.668592950780219,1,-0.49109,0.196261,1.82295434253786,0.752928,-1.1809,0.856931,1.11723646663494,0.972098,-1.167,0.07393
SEC16B,-0.197801154814657,1,0.20337,0.843663,1.45778475592319,0.893895,-0.79109,0.678447,1.02317333838684,0.992655,0.026373,1
SEC22A,-0.108484843001753,1,-0.017219,0.999976,0.244567282996761,1,0.23067,1,0.668208413385002,1,0.24945,0.972255
SEC22B,2.18337430406757,0.53425,-0.39599,0.999976,2.01406632193553,0.683563,-0.89206,1,0.878210431140704,1,-1.4949,0.363797
SEC22C,-0.796939902404039,0.990863,-0.022286,0.999976,0.424108152489401,1,-0.059211,1,-0.574009553546474,1,0.021676,1
SEC23A,0.128935205964763,1,-0.22803,0.999976,0.249167740709364,1,0.030009,1,1.26768667252876,0.954665,-0.025037,1
SEC23B,4.34890621246238,0.035524,-0.12779,0.999976,6.89674376664495,0.000707,-1.0401,0.584827,6.49121449295405,0.00099,-0.7154,0.48325
SEC23IP,-0.365139993890373,1,0.06794,1,-2.13976383993827,0.814013,0.3789,0.854048,1.22484847925457,0.960285,0.080487,1
SEC24A,0.0687150678652719,1,0.015816,1,0.574482082153136,1,-0.049496,1,1.34899350491155,0.936357,-0.22787,1
SEC24B,-0.434270212168873,1,-0.011828,0.999976,0.651987361577805,1,0.0087677,1,1.19802720893537,0.960285,-0.038348,1
SEC24C,0.633745189313614,1,-0.070987,0.999976,0.58034158903942,1,-0.1579,1,0.688967030208959,1,0.18303,1
SEC24D,-2.15546069787099,0.856711,0.12647,0.940169,0.324267472396521,1,0.52395,0.797681,0.464237651526881,1,-0.11232,1
SEC31A,-0.411761917257865,1,0.30681,0.781263,1.5655907924125,0.856224,-0.22494,0.950337,0.912609055002812,1,-0.049149,1
SEC31B,-0.647238808276169,0.998285,-0.26391,0.999976,-2.38111551500455,0.742955,0.60463,0.78972,-0.771240444564364,1,0.51122,0.712114
SEC61A1,3.21943788104294,0.170732,-0.75706,0.146719,0.46047226902866,1,-1.6613,0.337477,0.549043045222428,1,-2.2547,0.009049
SEC61A2,-0.979555844633425,0.972604,0.16372,0.931283,-0.93359952404437,1,0.32322,0.988827,-0.232050508899757,1,0.32788,0.921672
SEC61B,1.97885206427901,0.637688,-0.4333,0.664507,3.375161208809,0.239918,-0.4702,0.936498,3.82959158827468,0.128072,-0.92805,0.531053
SEC61G,1.59894427422816,0.833641,-0.52856,0.878022,0.962016050552873,1,-1.2094,0.790745,-1.14312616763716,0.960115,-1.4635,0.262169
SEC62,-0.468725504934644,1,0.19591,0.901662,1.05546304443224,0.998139,-0.20174,1,0.506277131038803,1,-0.011527,1
SEC63,3.93389780323323,0.070821,0.18839,0.730482,3.79794783108794,0.137624,-0.54755,0.965258,1.62764041747568,0.869039,0.40174,0.883639
SECISBP2,1.18384490441451,1,0.33745,0.861229,2.13572036700762,0.635752,-0.31847,1,-0.890455199121653,0.987376,0.41258,0.84085
SECISBP2L,-0.584625949726203,1,-0.10321,0.999976,-0.682500778892868,1,0.15399,0.921121,-0.752444053071845,1,0.24985,0.962902
SECTM1,0.157078879240018,1,-0.14051,0.999976,0.748653840411419,1,-0.63414,0.691924,0.13519829994923,1,-0.075829,1
SEH1L,0.927309044987131,1,-0.093016,0.999976,2.66280039462642,0.433615,-1.0245,0.679099,2.47231855388121,0.517299,-1.8399,0.2756
SEL1L,0.334419008982047,1,-0.2369,0.461861,1.47726893995142,0.891054,0.037695,1,1.10753250961289,0.972098,0.065185,1
SEL1L2,-1.96173759289522,0.869953,0.55385,0.635681,0.969117046890333,1,-0.26327,1,-0.663540266151471,1,0.41645,0.836046
SEL1L3,0.0835723731254006,1,0.034336,1,0.645411412122759,1,-0.15783,1,-1.75379695816212,0.844314,-0.10957,1
SELE,0.183825009571198,1,0.14986,1,-0.627345705796267,1,0.6475,0.851662,1.25885628315226,0.956162,0.16575,1
SELENBP1,0.349274899994288,1,0.047181,1,0.250255956839869,1,0.29304,0.926338,1.24446814380452,0.957214,0.027826,0.990623
SELENOK,-1.03424813346493,0.965028,0.021582,1,-1.2513933908131,0.953337,0.48423,0.917786,1.31314038566624,0.944833,0.24724,0.988704
SELL,-0.115578505350402,1,0.13238,1,0.440799827317242,1,0.42184,0.923751,1.63318495383615,0.864396,-0.0065929,1
SELENOM,0.786349451539,1,0.084288,1,0.827747447576312,1,-0.22692,1,-0.303390273903679,1,0.23329,0.969499
SELENOO,0.524968377933594,1,0.14234,1,-0.677842751766923,1,0.22664,0.884365,-0.624409536533123,1,0.12755,0.952596
SELP,-0.324872671510665,1,0.099916,1,-0.722665887784016,1,0.11461,1,-0.294538281593304,1,-0.22767,1
SELPLG,1.20137697352399,1,0.0028173,1,1.76002519888306,0.781428,-0.25171,0.560233,1.68685016853151,0.845103,-0.082711,1
SELENOT,-0.590168280213993,1,0.26942,0.870715,0.751879540116397,1,-0.56274,1,0.826114759631209,1,0.34083,0.977553
SELENOV,0.204662320658689,1,0.075373,1,0.40759005242914,1,-0.51357,0.829372,0.415092360964384,1,-0.03854,1
SEMA3A,0.229295231784221,1,0.20929,0.900089,-1.02665505342807,0.982132,0.1761,1,-0.624318100340625,1,0.1886,1
SEMA3B,0.707743928643524,1,-0.019154,0.999976,-1.46423765152688,0.952936,0.7707,0.718901,-0.56693456600852,1,0.0026492,1
SEMA3C,-0.310806612836824,1,0.32426,0.767701,0.127628090917635,1,0.096828,1,-1.45077596639516,0.92639,0.22623,0.97963
SEMA3D,-3.12415192910452,0.737624,0.11736,0.868977,-1.43393980661296,0.953175,0.35268,0.792012,0.378834108169388,1,0.4177,0.858685
SEMA3E,-0.301942973038093,1,0.098332,1,-0.566534198627709,1,0.61714,0.824108,-0.721109275071322,1,0.13764,1
SEMA3F,0.25171116633225,1,-0.10104,0.999976,-1.27828828663217,0.953337,0.37276,0.792012,0.115351879477384,1,0.030585,1
SEMA3G,0.91980658057152,1,-0.02433,0.999976,-0.677346627786762,1,-0.1645,1,-0.880117542015017,0.99001,-0.125,1
SEMA4A,-1.38814928931774,0.944459,0.0019371,1,0.581267943126704,1,-0.16078,1,1.15408996843922,0.961487,-0.084553,1
SEMA4B,-0.652045830105984,0.996776,-0.15515,0.949249,-1.0338254029761,0.981334,-0.21677,0.818848,-1.08766101332771,0.971153,-0.089363,1
SEMA4C,0.140783620814077,1,-0.17283,0.999976,-0.598771832501887,1,0.30274,0.967646,0.497054221595322,1,-0.21263,1
SEMA4D,0.308441134856411,1,0.0010301,1,-0.497504600087449,1,-0.33688,1,-0.910236145508311,0.986752,-0.41686,0.721934
SEMA4F,1.31532515933103,0.964055,0.048203,1,0.487182241435127,1,0.061158,1,-1.08413076837811,0.971275,0.060449,1
SEMA4G,1.52038150723725,0.880191,0.025063,0.944752,1.32667491665919,0.939624,0.22708,0.988185,-0.595457050229919,1,0.39033,0.702312
SEMA5A,-1.05398519742172,0.963959,0.084254,1,-0.992081609354401,0.991461,0.41308,0.78693,0.141956325779471,1,0.14611,1
SEMA5B,0.879656437561975,1,-0.22746,0.999976,-0.524517676423884,1,0.019079,1,-0.639349794880251,1,0.525,0.868654
SEMA6A,-1.08984001557537,0.959576,0.17607,0.992194,0.127354328787213,1,0.27622,0.981966,1.1784275215942,0.960285,0.70994,0.80797
SEMA6B,0.18340080321224,1,-0.20747,0.999976,-0.244628302980971,1,-0.51588,0.996195,-1.14726389694642,0.960115,-0.6513,1
SEMA6C,0.739976339305693,1,-0.18677,0.975026,-0.700972367928014,1,0.50336,0.774026,0.590218990866798,1,0.10612,0.873787
SEMA6D,-0.572773636415488,1,0.22162,0.85747,-0.620676349246685,1,0.087279,1,-1.36118140317222,0.941861,0.55348,0.836592
SEMA7A,-1.68283541467684,0.920719,-0.12248,0.999976,0.529104616719784,1,-0.09327,1,0.562566556202029,1,-0.47136,0.858084
SEMG1,-0.140315424041779,1,0.13343,0.836607,1.30199520118879,0.94372,0.14293,0.876956,-1.06123017721688,0.971275,0.41597,0.748273
SEMG2,1.44922148143574,0.90638,-0.075933,0.999976,1.23962275794168,0.964063,-0.30062,1,-0.51963369046719,1,-0.36552,1
SENP1,-0.180337636657033,1,0.2449,0.913062,-0.766039861505229,1,0.21402,1,-1.36033425184483,0.941939,0.1642,0.942586
SENP2,-1.63667012111284,0.92333,0.063234,0.929175,0.608094993132843,1,0.35136,0.988917,2.13173183886435,0.684422,0.50639,0.891361
SENP3,-0.357209139576462,1,0.04104,0.885509,1.42230144249074,0.907867,-0.66561,1,-0.451340383656905,1,-0.28304,1
SENP5,-0.577049218772981,1,0.17187,0.86823,-0.347995538413624,1,0.47358,0.709461,0.267501700384747,1,0.6376,0.567253
SENP6,-0.599893929571455,1,0.21813,0.86823,-1.76396685288236,0.919981,0.24167,0.988433,-0.557238109568878,1,-0.44161,0.99421
SENP7,-1.29160459735437,0.949586,0.21618,0.8809,-0.113362654690181,1,0.24146,0.824911,-1.18607891393223,0.955547,0.3659,0.954479
SENP8,0.599082276924552,1,-0.04878,0.999976,-0.766166585115566,1,-0.17018,1,0.621765671707104,1,-0.46292,0.751945
SELENOF,-2.42725615025872,0.797873,-0.048231,0.999976,-1.27452941680954,0.953337,0.2541,1,-0.358139360988905,1,0.39124,0.769105
SEPHS1,1.0762742750259,1,-0.21776,0.999976,2.364888377748,0.551027,-1.1643,0.371033,1.88266240490408,0.77654,-1.5348,0.024641
SEPHS2,-0.166381223722483,1,-0.057921,0.999976,3.10638802048602,0.289303,-0.90287,0.3196,3.85155159647662,0.12412,-1.3816,0.015632
SELENON,0.0970891964409658,1,-0.07051,0.999976,-0.226111208110617,1,0.23499,0.993466,0.214748487449682,1,-0.14928,1
SELENOP,-1.45204078941281,0.944459,0.18198,0.984278,-1.27359068374002,0.953337,0.24199,1,-0.627364119418279,1,0.085737,1
SEPSECS,-1.26851599379704,0.949586,0.041438,1,0.786083990355977,1,-0.01414,1,2.02634115342642,0.718251,-0.28583,1
SEPTIN1,-0.683065626440465,0.993534,0.074546,1,-1.66128460063647,0.929081,0.51556,0.917786,-1.30382715475686,0.949737,-0.063085,1
SEPTIN10,0.962175249411658,1,-0.031304,0.999976,-1.07224479468333,0.980815,-0.75477,1,-1.32710820171512,0.948174,-0.099252,1
SEPTIN11,-2.93602899303524,0.750679,0.19098,0.909981,-0.511012388752613,1,0.57114,0.919101,1.26162380887959,0.95565,-0.10554,1
SEPTIN12,0.11211837803575,1,-0.099156,0.999976,1.07023377760034,0.998139,-0.12296,1,0.605951279167345,1,-0.2328,1
SEPTIN14,-0.310779962736164,1,-0.11436,0.999976,-0.615234533232372,1,0.17406,1,-0.117065836114822,1,0.21412,0.935278
SEPTIN2,0.378283783352689,1,-0.091329,0.999976,-0.626205583285268,1,0.67975,0.793534,-0.617874847774678,1,0.72362,0.567635
SEPTIN3,-0.444228628244482,1,0.11494,0.975776,-0.263038087805589,1,0.25095,0.953832,0.349789645339641,1,-0.094197,1
SEPTIN4,-1.43560619472309,0.944459,0.17242,1,1.34245655711299,0.938312,0.055657,1,0.990761629031534,0.996358,-0.028962,1
SEPTIN5,-0.124007450343827,1,-0.65937,0.613155,-1.11692369520738,0.975174,-2.5581,0.579686,-1.24725263172919,0.953202,-1.5288,0.083424
SEPTIN6,1.1530076101765,1,-0.012044,0.999976,-0.770932797929136,1,0.67087,0.712604,1.40781213547042,0.916703,0.43925,0.726103
SEPTIN7,-0.579450186467824,1,-0.22224,0.999976,1.56150511768554,0.857882,-0.66616,0.257732,-1.74215349840884,0.850574,-0.8144,0.232838
SEPTIN8,0.648609584857747,1,-0.076913,0.999976,-0.320263300807066,1,0.080814,0.932562,1.16899455733648,0.960285,-0.032041,1
SEPTIN9,0.255863547598753,1,-0.035891,0.999976,-0.862266205246287,1,0.50269,0.884365,-0.795337488251781,1,0.39168,0.792369
SELENOW,-0.938246032194067,0.980095,0.0095622,1,0.302822985028996,1,-0.5733,1,0.933935102540323,1,-0.18909,1
SERAC1,0.900043265758817,1,-0.23973,0.999976,-0.221942856949431,1,0.17001,0.996968,-1.03159177520432,0.974491,0.013545,1
SERBP1,2.34471746482279,0.461036,-0.020515,0.809452,0.451070353447209,1,-0.89939,1,-1.30751440895835,0.949737,-0.58506,0.784655
SERF1A,1.568411104472,0.849581,0.016034,0.982779,1.4476603661688,0.893999,-1.4445,0.158456,-1.06171049189295,0.971275,-0.16821,1
SERF2,1.19251909299569,1,-0.1875,0.999976,1.57053842324277,0.856091,-1.0562,0.652758,0.697322812989981,1,-0.2153,1
SERGEF,0.359329780378528,1,0.084038,1,0.816360095778648,1,0.50735,0.894177,2.24794386562059,0.641055,0.40061,0.776015
SERHL2,1.55916960159872,0.856782,-0.02223,0.999976,-1.33391278356969,0.953337,0.41437,0.956663,1.09367573486663,0.975371,0.31192,0.831671
SERINC1,-0.901356274182943,0.983944,0.26705,0.86823,-0.364576576052315,1,0.32433,0.984532,-0.689158054835704,1,0.83356,0.570571
SERINC2,-0.23190232851314,1,0.057753,1,-0.193318163105028,1,0.27492,0.965375,-0.262314482173665,1,0.022237,1
SERINC3,0.12367244460903,1,0.024875,0.964002,-0.638140007510706,1,0.18863,1,-0.820304616675493,0.999962,-0.029129,1
SERINC4,-0.624007361204392,0.998435,-0.17373,0.999976,1.3336505284398,0.938312,-0.55483,0.729975,1.67987449402636,0.845103,-0.53085,0.297947
SERINC5,1.86454930065449,0.69988,-0.22535,0.999976,0.120439668108051,1,0.29733,0.990722,-1.75433930247974,0.844314,-0.29437,1
SERP1,-0.868413411760192,0.988703,-0.04044,0.999976,1.02050625696865,1,-0.11452,1,0.783622942011827,1,-0.44035,0.307947
SERP2,-0.596553451224123,1,0.048921,1,-1.27097297480821,0.953337,0.048746,1,-0.532273533856418,1,-0.2805,1
SERPINA1,-0.638914639511174,0.998435,-0.11358,0.999976,-0.70947569156331,1,-0.0016121,1,0.526586026739016,1,0.081336,1
SERPINA10,-0.35314554733782,1,0.15236,0.903795,0.399604370189831,1,-0.17913,1,0.704257018904449,1,0.21116,1
SERPINA11,0.33312649280228,1,0.10445,0.992371,0.533621792435328,1,-0.69778,0.881297,0.865950457259487,1,-0.36366,1
SERPINA12,0.797429953902516,1,0.38914,0.783845,0.326186836633669,1,-0.18777,1,-0.820247193102502,0.999962,0.049723,1
SERPINA3,-1.35254856543146,0.944459,0.19784,0.724769,-0.409381051793422,1,0.42692,0.951009,-0.6238977416299,1,0.33476,0.936357
SERPINA4,-0.107710565289504,1,0.010804,1,-1.50765874674503,0.951437,0.61968,0.736847,-0.204293735201512,1,0.15992,0.970355
SERPINA5,-0.237861827651167,1,-0.37389,0.779967,-0.275355546253637,1,-0.12823,1,0.521996576401863,1,-0.29727,1
SERPINA6,-0.164918501684344,1,0.082176,1,-1.15444309117853,0.967384,0.50566,0.787386,-0.535123128541814,1,0.18354,1
SERPINA7,-0.120227675995313,1,0.14498,0.898832,-0.554972125051227,1,0.38057,0.994954,0.470095055871816,1,0.3942,0.861099
SERPINA9,0.412738150307466,1,0.19998,0.654929,0.983551681740963,1,0.051162,1,1.4028864561072,0.916703,0.41991,0.714091
SERPINB1,0.74675894622735,1,0.093808,0.964002,-0.145420711985066,1,0.023155,1,0.886223716162969,1,-0.20521,1
SERPINB10,0.82180030085194,1,0.12308,0.909981,0.0685268733325187,1,0.2779,0.955026,-0.0524290509750877,1,0.37877,0.713101
SERPINB11,-0.356576935510726,1,0.066999,1,-1.14067553059651,0.969973,0.32298,0.869521,-0.95311480916229,0.985746,0.45001,0.713824
SERPINB12,1.38549298094637,0.93455,-0.091058,0.999976,-1.29992828625933,0.953337,0.73479,0.643863,-0.0766471622579453,1,0.27868,0.849746
SERPINB13,2.05676772279055,0.601268,-0.012694,0.999976,0.480381987846601,1,0.27086,1,1.27162186569994,0.953702,0.19862,0.792369
SERPINB2,0.741003746751089,1,0.25508,0.90754,-1.35325328719924,0.953337,0.75144,0.712604,-0.156879392780837,1,0.55765,0.770857
SERPINB3,0.2704788461605,1,-0.011974,0.999976,-0.606021397348228,1,0.41176,0.965375,0.709609190559771,1,0.41103,0.916686
SERPINB4,-0.765153830078636,0.990863,-0.04552,0.999976,-0.70800990465382,1,0.4845,0.941876,-0.143373806128204,1,0.067523,1
SERPINB5,-0.25756554272604,1,0.15633,0.929001,-0.830443117567815,1,0.69993,0.782515,0.53706321226874,1,0.51567,0.769105
SERPINB6,-0.454680510648265,1,0.37686,0.767821,0.484576573080813,1,0.29593,0.994767,-0.483782034838887,1,0.74901,0.681512
SERPINB7,1.80404502697648,0.730919,0.20192,0.929175,2.02114869443412,0.683563,-0.021484,1,1.46231939771083,0.908069,-0.21158,1
SERPINB8,-0.600274373913769,1,0.2076,0.868977,1.29989363210846,0.944116,-0.5086,0.757252,0.778455362972804,1,0.10036,1
SERPINB9,0.994219100045348,1,0.10317,0.929175,-1.42383148039219,0.953175,-0.14448,1,-0.400772137226204,1,0.097952,0.974475
SERPINC1,-1.22878009805047,0.954547,0.00044084,1,1.26752582271881,0.954887,-0.31937,1,2.66072748114406,0.45498,-0.29197,1
SERPIND1,0.74533110094508,1,-1.0072,0.087963,1.14124029855418,0.980586,-1.5839,0.417051,0.276807118673629,1,-2.1307,0.067843
SERPINE1,-1.27121619529054,0.949586,0.21932,0.929175,-1.75134025695166,0.920116,0.54919,0.712604,-1.35741678222644,0.942305,0.44839,0.739836
SERPINE2,0.762808263424861,1,-0.057787,0.999976,-0.626040330124533,1,0.40395,0.926578,1.15203887044076,0.961909,0.02828,1
SERPINE3,-1.58392560907761,0.926739,0.15902,0.881912,0.763966852882364,1,0.076349,1,-0.672722822858245,1,0.1595,0.977553
SERPINF1,-1.57619727519742,0.927725,0.058002,0.929175,0.996237979171754,1,-0.16711,0.608294,-0.658981172443956,1,0.19012,0.936055
SERPINF2,1.29312013405896,0.977033,-0.028862,0.897588,-0.651442034563543,1,0.43405,0.933117,0.79884877234474,1,0.27036,0.792369
SERPING1,-1.24873629680327,0.951833,-0.0055114,0.999976,-0.94130831718077,0.998067,-0.057131,1,0.198260236311869,1,0.19698,0.981354
SERPINH1,-0.330014058990516,1,-0.25051,0.719011,-1.11133760097983,0.975174,0.65876,0.722216,0.511660842072499,1,0.4008,0.838435
SERPINI1,0.864771909773945,1,-0.022079,0.999976,-0.783543785084258,1,0.56669,0.903583,-1.72104072931578,0.863066,0.36348,0.714937
SERPINI2,-1.43546412526778,0.944459,0.13155,0.96304,0.0826678227095497,1,0.43295,0.919101,-0.355207029050317,1,0.10821,0.86923
SERTAD1,0.180732521646871,1,0.50025,0.836256,0.411560211694474,1,0.47241,0.97612,1.21794323625991,0.960285,0.18205,0.999194
SERTAD2,-0.647914002498414,0.998121,0.39812,0.821946,-0.161150909262745,1,0.059277,1,1.73428618935998,0.833619,0.42405,0.956538
SERTAD3,-0.567511744229494,1,0.36794,0.790067,3.22449877641017,0.265068,-0.72959,0.736781,0.386443574821955,1,0.21816,1
SERTAD4,-0.889208339228894,0.986489,0.050781,0.85941,0.433244416697585,1,0.2584,0.808276,-0.112923091042867,1,0.20799,0.92104
SERTM1,0.471083299722345,1,0.16731,0.977782,0.469608178598959,1,0.21969,1,-0.0976000033229123,1,0.38953,0.937707
SESN1,-2.50858227178311,0.792025,0.24813,0.88246,-0.288277108172765,1,0.56696,0.789137,0.709386715025014,1,0.16793,0.934135
SESN2,0.592881145953576,1,0.055778,1,-0.393468162871985,1,-0.67621,0.390475,-3.21008100833107,0.365796,0.16927,0.991258
SESN3,0.107076574871416,1,0.19438,0.898314,-1.07178855718849,0.980815,0.39831,0.925405,-0.524895652498137,1,0.69588,0.673719
SESTD1,1.33790355458208,0.957556,0.30182,0.842736,0.829914385634111,1,0.27721,1,-0.71762716257562,1,0.23022,0.942322
SET,-0.425737170292973,1,-0.011383,0.999976,1.32064479473995,0.939624,-0.50473,1,2.81647392697828,0.388377,-0.75868,0.67427
SETBP1,1.06351139103087,1,-0.078515,0.999976,0.427942010073695,1,0.29985,0.998683,-0.15208201666484,1,0.75582,0.729575
SETD1A,2.3394190875727,0.46343,-0.82392,0.458952,1.2195098687243,0.964637,-1.112,0.342765,0.495366052831527,1,-2.6748,0.052747
SETD1B,-3.15355772957414,0.737624,-0.028032,0.999976,-0.417993485636301,1,-0.25001,0.88918,-0.538291429935634,1,-0.2637,0.963448
SETD2,1.05463975580244,1,-0.05269,0.999976,2.56651819160702,0.461547,-0.13946,1,1.84205994403523,0.792531,-0.61388,0.245911
SETD3,0.962334506649198,1,-0.076212,0.999976,-1.11663955288096,0.975174,0.2357,1,-1.03177864086785,0.974491,0.25073,0.956538
SETD4,0.780546462923189,1,-0.060557,0.999976,0.624592466691215,1,-0.29354,1,1.33984628585155,0.936357,-0.26373,1
SETD5,-0.843511423949983,0.988703,0.444,0.752336,-0.67064280586845,1,-0.0073339,1,-0.861066059743076,0.993705,0.70166,0.673719
SETD6,-1.09424188601173,0.959576,-0.076416,0.999976,-0.811746672973496,1,0.31515,0.788392,1.02050170406676,0.992655,0.26029,1
SETD7,-0.658011830951811,0.995784,0.27227,0.817111,0.236572006437063,1,0.49061,0.955011,0.971184830153113,1,0.31718,0.965168
KMT5A,1.27115943166003,0.989174,-0.24162,0.999976,-1.07513171387238,0.980815,-0.21526,1,-0.733956554063771,1,-0.66663,1
SETD9,1.66826910718454,0.798311,0.17109,0.983282,0.116997602673339,1,0.26716,1,-1.31724138580091,0.948174,0.47748,0.900407
SETDB1,1.40958174756024,0.925009,-0.33272,0.883512,-1.15377425970871,0.967384,-1.82,0.737345,-0.298414747117112,1,-2.3122,0.099471
SETDB2,-0.77072782117871,0.990863,0.22213,0.931283,-1.49824259202105,0.951437,0.39413,0.957598,-0.106349183014036,1,0.30063,0.96599
SETMAR,0.16356194442065,1,0.17602,0.850282,-0.621783850250122,1,0.087666,0.722216,0.770011163455189,1,0.21747,0.926206
SETSIP,-0.245835207779169,1,-0.14051,0.999976,-2.60595127916734,0.652799,-0.38536,1,-2.17167529677634,0.721896,0.17623,0.977553
SETX,-0.826318510271541,0.99011,0.11061,1,1.47168762059464,0.891054,-0.16173,1,-0.980966836069001,0.979939,0.090797,1
SEZ6,-1.42709356274086,0.944459,-0.019217,0.999976,1.05109335385499,0.998139,0.052889,0.931499,3.03564607070781,0.33263,-0.094812,1
SEZ6L,-0.740262813248734,0.990863,-0.00058032,0.999976,-1.44495394347498,0.953175,0.32731,0.979383,-0.564091959140889,1,-0.048752,1
SEZ6L2,0.172469189104661,1,0.013177,1,-0.964570261815452,0.995092,-0.056654,1,0.174983051787106,1,-0.0018474,1
SF1,0.696026797459694,1,-0.85444,0.039097,0.590861838846136,1,-2.0137,0.069022,-2.74176990955087,0.54146,-1.5735,0.045105
SF3A1,0.408445695899328,1,-0.71355,0.103119,2.02421446600371,0.683563,-1.6021,0.413847,1.55191233330766,0.894093,-3.0987,0.030545
SF3A2,-0.679230771661314,0.993534,-0.38516,0.883321,1.56723909225709,0.856091,-1.6202,0.840688,0.248959669602983,1,-1.4684,0.669185
SF3A3,0.196952789508871,1,-0.1382,0.999976,-0.890353968909027,1,0.072791,1,-0.800820973948873,1,-0.048137,1
SF3B1,2.44582592376505,0.421326,-0.37636,0.671934,3.2185318571582,0.265068,-1.3901,0.493666,0.565255497672588,1,-1.6067,0.0948
SF3B2,3.56863623584101,0.110305,-0.63402,0.378458,-1.0161212370463,0.984061,-1.6925,0.881714,-0.601868943783303,1,-2.8415,0.13371
SF3B3,2.8559865342138,0.262079,-0.81713,0.115194,2.64826165441924,0.436181,-2.0624,0.518192,-1.95495098701104,0.776174,-1.6269,0.447245
SF3B4,-0.172443348624971,1,-1.0613,0.134114,0.368292487337083,1,-1.5386,0.41915,-0.504178246614094,1,-2.65,0.035067
SF3B5,1.50827421184429,0.88718,-1.7498,0.027512,1.29050955483515,0.944633,-1.2183,1,1.31942881658342,0.924992,-2.7564,0.104602
