"Supplemental Table S0. Genome-wide Etoposide score (etoposide vs. vehicle controls) and essential score (vehicle control vs. day 0 replicates) at day 4 (early), day 12 (intermediate), and day 18 (late) using MAGeCK-RRA",,,,,,,,,,,,
Gene,Day4.Etop.Score,Day4.Etop.FDR,Day4.Ess.Score,Day4.Ess.FDR,Day12.Etop.Score,Day12.Etop.FDR,Day12.Ess.Score,Day12.Ess.FDR,Day18.Etop.Score,Day18.Etop.FDR,Day18.Ess.Score,Day18.Ess.FDR
CCDC166,-0.427058730476123,1,-0.045566,0.933576,0.491106837766336,1,0.086482,1,1.37278781250667,0.929595,0.35286,0.930328
CCDC167,0.664762813090271,1,0.26874,0.87082,1.24824374231414,0.959604,-0.79868,0.796843,-0.622821287009756,1,-0.14695,1
CCDC168,-2.03480300424857,0.86574,0.28942,0.869675,-1.18693299710705,0.962628,0.29359,0.976751,-1.80029966137049,0.823551,0.49895,0.915369
CCDC169,-2.87166536324628,0.750679,0.32253,0.685133,-1.15611969015401,0.967383,0.05942,0.832353,-1.08346183280786,0.971275,0.27625,0.954267
CCDC169-SOHLH2,1.35903186948613,0.948374,0.03107,1,-1.08275188750264,0.980815,0.051734,1,0.471237514489393,1,0.0041661,1
CCDC17,1.44582592376505,0.906961,-0.35617,0.989382,0.440668028679095,1,-0.13049,1,-0.43558251325289,1,-0.050212,1
CCDC170,0.506681391767899,1,-0.032175,0.999976,-0.122755389843257,1,0.076551,1,-0.523110430792316,1,0.25029,0.785451
CCDC171,-1.1311146801959,0.959576,0.10678,0.969843,0.535242268377114,1,-0.14498,1,0.891976490653912,1,0.017212,1
CCDC172,-0.915781313260761,0.983519,0.25737,0.874089,-1.54089412051279,0.948857,0.19058,0.978813,-1.15034722330615,0.960115,0.55167,0.673719
CCDC173,0.190110481481929,1,0.48005,0.635681,2.24541470202916,0.593629,-0.60357,0.99031,-0.753181478789948,1,0.048356,1
CCDC174,0.806541457390789,1,-0.36509,0.972248,0.427732649865183,1,-1.0543,1,1.04179937515391,0.963221,-0.90229,0.886658
CCDC175,1.07471885695329,1,0.20744,0.767821,0.301603643070731,1,0.11161,0.970892,-0.240664612218002,1,0.51849,0.792369
BBOF1,-0.584475781626771,1,0.39706,0.783845,-0.738665746200869,1,-0.51435,1,-0.75340295089363,1,0.28065,0.687671
CCDC177,0.611206327676498,1,-0.043097,0.999976,1.00966558587398,1,-0.75037,0.782,-1.65419513007958,0.89189,0.080974,0.969499
CCDC178,0.142402182447434,1,0.28483,0.862664,0.416869267050171,1,-0.17953,1,-1.1368437505397,0.962061,0.45487,0.885594
CCDC179,0.696825549807651,1,0.1375,0.987515,0.568491495135823,1,0.6272,0.851153,1.28751024245648,0.950261,0.33559,0.774807
CCDC18,-0.931962640386215,0.980998,0.047632,1,0.445813800930618,1,0.030426,1,-2.7245964972546,0.543332,0.76078,0.766628
CCDC180,0.89404723076302,1,-0.13595,0.999976,2.02501880464512,0.683563,-0.50495,1,0.908051809121441,1,-0.16535,1
CCDC181,-1.30698573781201,0.949586,-0.066088,0.999976,-2.22519116968929,0.792943,0.60769,0.786967,-0.783306400830246,1,0.71367,0.766628
CCDC182,-0.886691850081613,0.987339,0.31064,0.828513,1.86598235432402,0.736812,-1.378,0.908228,0.267791256860859,1,-0.15131,1
CCDC183,-1.34773431446172,0.944459,-0.091591,0.999976,-0.353910098725572,1,0.036853,1,0.563153837538179,1,-0.34722,1
CCDC184,-0.925147004118753,0.983519,0.076182,1,0.883159897587336,1,-0.41108,1,0.755995171908547,1,-0.39626,1
CCDC185,-0.170040455299265,1,0.17213,0.835845,-0.730510405575466,1,0.34418,0.901962,-0.852354587498258,0.99634,0.35983,0.830363
CCDC186,0.139578137763132,1,0.20593,0.976417,0.115771230367396,1,0.31109,0.994514,0.724182072122461,1,0.10019,1
CCDC22,-1.00875619836387,0.967402,-0.0099164,0.999976,0.224790175888956,1,-0.32051,1,-1.00940366449923,0.975338,-0.46281,0.989652
SVBP,0.500340405244,1,0.14761,0.964948,0.827338699798465,1,-0.4484,1,-1.24659314568511,0.953202,0.083512,0.918491
CCDC24,-0.90678850818634,0.983944,-0.091288,0.999976,-0.116128564700751,1,-0.35564,1,-0.106365827219608,1,-0.010021,1
CCDC25,1.19379966893939,1,0.1223,0.877112,0.286996946650696,1,0.069435,1,-0.964970717797632,0.981911,0.095032,0.981354
CCDC27,0.704037267605977,1,-0.076984,0.999976,0.43130557259716,1,-0.23441,1,1.77668581023587,0.823652,-0.24156,1
CCDC28A,0.198184831418563,1,-0.014417,0.999976,-0.904691138614619,1,0.7048,0.757668,0.113227356945562,1,0.2552,0.908181
CCDC28B,1.11658274671728,1,0.11821,0.948176,0.125199391501732,1,0.20619,0.976785,-0.4853991258814,1,0.15647,0.977553
CCDC3,1.01590945091903,1,0.051336,1,-0.233297224260631,1,-0.18133,1,-1.21699737277206,0.955547,-0.068524,1
CCDC30,-1.18893465078628,0.958214,0.11775,0.946613,-1.2599769826262,0.953337,0.38344,0.885704,-0.639084865776321,1,0.23001,0.930328
CCDC33,-0.167159106666376,1,0.15746,1,0.87169768283565,1,-0.014458,1,-0.488878993449626,1,-0.15202,1
CCDC34,0.559578986609435,1,0.20768,0.943482,0.295652121429059,1,0.17491,0.994767,0.438910547681922,1,-0.0076107,1
IHO1,-1.21175383062718,0.955611,-0.040109,0.999976,0.42782568638694,1,-0.35309,1,0.0834197296103527,1,-0.059861,1
CFAP100,-0.168725469784134,1,-0.14644,0.999976,0.721978459029868,1,0.04319,1,-0.729600692602491,1,0.1237,0.945711
CCDC38,-0.698405788170643,0.991511,0.31517,0.730943,1.08988274584949,0.994386,-0.20847,1,-1.22374932146245,0.955547,0.55341,0.697097
CCDC39,-0.25034869700897,1,0.19836,0.828513,0.922196201923912,1,0.062498,1,-0.45979570015794,1,0.20214,0.849176
CCDC40,0.813693615730092,1,-0.10251,0.999976,0.192201228281402,1,0.39019,0.774026,1.90896648394553,0.77001,0.084425,0.955688
CCDC42,0.105285278474051,1,0.11294,1,0.972895134120649,1,0.22732,0.756251,-0.545643042845112,1,0.41496,0.785451
CFAP73,-0.56637415496364,1,0.072717,1,1.49979097828489,0.88658,-0.94174,0.840867,-0.975555382868651,0.980522,0.078169,0.960507
CCDC43,-0.246393963170954,1,-0.01515,0.999976,0.490273413656475,1,0.105,1,-0.467921149267931,1,0.17918,0.995108
CCDC47,0.104025267640935,1,-0.15617,0.999976,0.451291274765361,1,-0.027416,1,0.65220178467518,1,-0.5482,0.396688
CCDC50,1.28129076298928,0.983199,-0.22802,0.999976,-0.723101822794661,1,0.25233,0.994767,0.36233018569433,1,-0.084286,1
CCDC51,-0.817670959383295,0.99011,0.058533,1,-1.33042280676836,0.953337,-0.1454,1,-1.43882703524781,0.927915,0.52478,0.928846
WASHC3,1.53391867489,0.878918,-0.10268,0.999976,0.56722305923514,1,-0.24069,1,-0.473544409308054,1,-0.52675,1
CCDC54,-0.641265872801989,0.998435,0.47748,0.715588,0.810650075660802,1,0.034683,0.953357,1.20059741290873,0.960285,0.40565,0.785405
CCDC57,-1.45204078941281,0.944459,0.1698,1,0.64648768346115,1,0.072784,1,0.379562022661538,1,-0.046381,1
CCDC58,-0.108016769148033,1,0.19381,1,-0.179312612894213,1,0.24209,1,-5.05742153470462,0.047255,0.14796,1
CCDC59,0.606284441398528,1,-0.26195,0.422329,0.430977413970436,1,-0.72456,0.393804,-1.49470075860506,0.915607,-0.76821,0.084374
CCDC6,-1.04101110798724,0.965028,-0.092647,0.999976,-0.766699228436528,1,0.28512,1,0.676892344814479,1,0.26734,0.800774
CCDC60,-0.618740479451152,0.998435,0.0070475,1,0.6710702310521,1,-0.42881,1,1.2655602321827,0.955368,-0.28811,0.499053
CCDC61,0.782016246823563,1,-0.30478,0.975746,-0.433609652234188,1,-0.36544,1,-0.687928478697069,1,-0.20087,1
CCDC62,-0.906613339998629,0.983944,0.27553,0.651427,1.67054109994028,0.823324,-1.3183,0.952698,-2.12920996674967,0.729252,0.51588,0.609171
CCDC63,-2.9063332177721,0.750679,0.36948,0.860462,-0.646680155757291,1,0.40926,0.993466,-1.57663942191502,0.904059,0.782,0.56048
BICDL1,0.801617869991706,1,-0.057908,0.999976,0.474475789127598,1,-0.54384,1,0.322995638159827,1,-0.28954,1
BICDL2,-0.496577057262766,1,-0.090044,0.71001,0.919770475115133,1,-0.49711,0.401195,-1.1290813336779,0.962823,-0.30186,1
CCDC65,0.308123177440669,1,0.14603,1,0.546574628728335,1,-0.054606,1,1.12784372725171,0.96843,0.078495,1
CCDC66,-1.73278132337988,0.91384,0.56088,0.635681,-0.451254446740586,1,0.18257,1,-0.170393934760057,1,0.55272,0.748989
DEUP1,-1.03779171940621,0.965028,0.23031,0.868977,-0.728925472524099,1,0.30288,0.994514,-0.409927607826398,1,0.35233,0.894958
CCDC68,1.24605709304029,0.993918,-0.083975,0.999976,0.467220149937327,1,0.21516,1,0.151226057436959,1,0.084341,1
CCDC69,-0.0974640917728038,1,0.29135,0.929175,-0.854461764287767,1,-0.17494,1,-1.84031252024521,0.807791,0.39181,0.673719
CCDC7,1.31084214884846,0.966626,-0.070557,0.999976,-0.199798608873282,1,0.086387,1,0.763311618235385,1,0.060581,0.926929
CCDC70,-0.618163200001657,0.998435,0.60496,0.635681,-0.136195518633258,1,0.5956,0.762533,-0.387120820807053,1,0.96553,0.453205
CCDC71,-0.277448337999042,1,-0.059357,0.999976,-0.127727153775795,1,0.24585,0.966139,0.457647701447246,1,-0.04591,1
CCDC71L,-2.79620586041193,0.757188,0.20168,0.991009,0.816246294407043,1,-1.0094,0.818848,-1.50115208086656,0.915607,-1.8654,0.051186
CCDC73,-0.771189154988644,0.990863,0.28117,0.929175,1.37495520629973,0.930146,0.085687,1,0.815251802372059,1,0.35478,0.95561
CCDC74A,0.36188030013976,1,-0.035704,0.999976,-0.110900081154795,1,-0.10311,1,-0.492400464657929,1,0.0094306,1
CCDC74B,0.722047152961191,1,-0.30037,0.339583,-0.391709362191014,1,-0.27947,0.878515,-0.680207111519549,1,-0.24307,0.925414
CCDC77,1.3017341232221,0.971877,-0.28763,0.944487,-1.26039601411739,0.953337,-0.39052,1,-1.10128030196131,0.968736,-0.44011,0.840936
CCDC78,0.151466048442694,1,-0.11752,0.999976,-0.765837180609285,1,0.27088,1,0.524517676423884,1,0.13273,0.955688
TERB1,0.775544635664432,1,-0.046814,0.999976,-1.08614377948963,0.980815,0.4564,0.623826,0.744799883342883,1,0.048992,1
CCDC8,-0.574465779501736,1,0.91898,0.616288,1.34623772798767,0.938312,-1.0774,1,-2.46274774574929,0.621569,1.1398,0.170536
CCDC80,2.5598783968122,0.374842,0.017011,1,-1.40394198386197,0.953337,0.57739,0.924408,-0.738308997065037,1,0.084002,1
CCDC81,0.158941010056604,1,0.020562,0.885355,0.672069195445764,1,0.31828,0.994767,-1.0046193151141,0.976288,0.15549,0.955688
CCDC82,0.548766375573211,1,0.18279,1,-0.771522645554944,1,-0.038561,1,1.27660179984628,0.953702,-0.27316,1
CCDC83,-0.243181389517861,1,0.13049,1,-0.729414320115175,1,0.34191,0.972781,-0.743883853345618,1,0.41833,0.80107
CENATAC,6.40018240439178,0.00225,-0.75675,0.001699,-0.230622673923862,1,-2.4904,0.030042,-0.224433238463933,1,-3.7948,0.000479
CCDC85A,0.413390193606424,1,-0.043143,0.999976,-0.680144726332068,1,-0.56183,0.996306,-1.06717123309915,0.971275,-0.26958,1
CCDC85B,-0.323965188805379,1,-0.0079239,0.999976,-0.580358113761447,1,-0.1608,1,-0.567335302820595,1,-0.16894,1
CCDC85C,0.317331557609862,1,0.11325,0.947211,0.816246294407043,1,-0.36847,1,1.13269754003824,0.967717,0.03643,1
CCDC86,0.288960843880599,1,-0.036841,0.999976,2.06023621359865,0.674754,-1.2486,0.864402,-0.797457195206079,1,-0.4643,0.938504
CCDC87,-0.602216365490486,1,-0.030982,0.999976,0.518729403380279,1,0.061854,1,0.45869539685713,1,0.062688,0.977504
CCDC88A,-1.30136018495806,0.949586,-0.069282,0.999976,-0.0758810188645257,1,-0.61622,1,-1.91399629438162,0.786226,0.037629,0.991258
CCDC88B,-2.65659140619614,0.792025,0.26302,0.777591,-0.194213783838812,1,-0.37506,1,-3.21741272575863,0.365796,0.47284,0.836046
CCDC88C,0.136219289866143,1,-0.20955,0.999976,-0.202746312483752,1,-0.083091,1,0.574042125225486,1,-0.25116,1
CCDC89,1.45473000430704,0.906104,-0.030892,0.999976,-0.913853809314099,1,0.2563,0.970892,1.22698192660135,0.960285,0.35273,0.75025
CCDC9,0.488076552149854,1,-0.044982,0.999976,1.01583287285301,1,-0.51079,1,2.14921902579649,0.68254,-0.89086,0.859989
CCDC90B,-1.85927203715582,0.878947,0.41968,0.651427,0.125077733083131,1,0.042386,1,-1.25756554272604,0.953202,0.25082,0.96599
CCDC91,-1.21561096805533,0.955611,0.21471,0.877112,-1.14198643681538,0.9696,0.5712,0.793157,-1.09564696874619,0.969484,0.4764,0.842894
CCDC92,-1.20049403653493,0.957324,0.045468,1,-0.460196502615323,1,0.13417,1,0.15636862658287,1,0.1955,0.988704
CCDC93,0.570167003617487,1,-0.064165,0.999976,0.547155972703837,1,-0.09066,1,0.55904371457819,1,-0.40194,0.852654
YJU2,-0.113836529003016,1,-1.0149,0.022589,0.709653699346067,1,-2.2413,0.225379,-1.52305249782593,0.909676,-1.1495,0.167371
CCDC96,-0.937718930027356,0.98065,0.30895,0.917441,1.98254927048946,0.692385,-0.73453,0.942425,1.23524121268493,0.960089,0.25911,0.987301
CCDC97,0.190090297541511,1,-0.18352,0.999976,0.263874518277731,1,-0.060462,1,0.92016780032278,1,-0.3409,0.955872
CCER1,0.164734420768163,1,-0.12165,0.999976,0.609488801648582,1,-0.1411,1,-0.505052707249913,1,-0.022664,1
CCER2,0.125373248382318,1,-0.20617,0.999976,0.850996548071453,1,-0.73467,0.697202,1.0338160136372,0.989651,-0.65334,0.522504
CCHCR1,-1.95742448755981,0.869953,-0.095295,0.999976,-1.08792680919258,0.980815,0.10784,1,-0.0599120443705758,1,-0.090657,1
CCIN,0.590354248229795,1,0.11142,1,0.541770201776432,1,-0.737,0.485938,-0.37912512757703,1,-0.25472,1
CCK,0.154945391605551,1,-0.027702,0.999976,0.483821727246894,1,0.30421,0.919101,0.954442330863452,1,-0.02537,1
CCKAR,-0.561647548235674,1,0.090377,1,1.05728276505534,0.998139,-0.55793,0.617878,-1.21974751276957,0.955547,0.045999,1
CCKBR,-0.617622696531886,0.998435,-0.14403,0.999976,-1.3356307191292,0.953337,0.078564,0.957866,0.52888438997013,1,-0.25212,1
CCL1,0.590878768754798,1,-0.16458,0.999976,1.30310217310203,0.943523,0.084557,1,1.97057563594198,0.744698,0.084798,1
CCL11,2.33804541134698,0.46343,0.0058264,1,3.18485410456363,0.269394,-0.14054,1,1.61636413163812,0.870403,-0.063586,1
CCL13,0.631657320675776,1,-0.079993,0.999976,1.06846077028455,0.998139,-0.44614,0.869027,2.63665130867724,0.463392,-0.02465,1
CCL14,-1.18041000536466,0.958808,0.22445,0.868977,0.771086594005312,1,0.41396,0.788392,1.22905966625839,0.960285,0.46925,0.785451
CCL15,-1.40376588432053,0.944459,0.19351,0.946293,0.467003706134241,1,-0.0016761,1,1.49265695240006,0.903989,0.35496,0.875353
CCL16,0.719740411313863,1,0.15081,0.868634,0.597618235760902,1,0.056632,1,0.625966904454312,1,0.19806,0.988704
CCL17,0.910236145508311,1,-0.17627,0.944483,-0.729693908847087,1,0.47734,0.960542,-1.4076455625436,0.933154,0.036726,1
CCL18,0.882629258979094,1,-0.22641,0.919124,-0.0834776225593036,1,0.60432,0.789724,2.63415648846626,0.463433,-0.091919,1
CCL19,0.856485579924449,1,-0.057849,0.999976,0.901217875685308,1,-0.31392,1,-1.60717998476961,0.904059,0.49013,0.831671
CCL2,-0.27374563891018,1,0.022447,1,0.674853931509248,1,0.58392,0.82119,0.441075535605219,1,0.35176,0.889997
CCL20,-0.13605885928837,1,-0.015439,0.999976,-0.124371628915003,1,-0.064149,1,-0.616867120008925,1,0.089641,0.991255
CCL21,-0.135328757890104,1,0.023215,0.996009,0.19882962299056,1,-0.42178,1,1.61591552661744,0.870403,-0.0093632,1
CCL22,1.15265565222097,1,0.12179,0.964948,1.54607040794227,0.866409,0.52324,0.825717,1.77777791763929,0.823384,0.27696,0.936055
CCL23,0.867708284033197,1,-0.019663,0.999976,0.167133580203154,1,0.59015,0.722216,1.20977115008534,0.960285,0.060916,1
CCL24,-0.5655907924125,1,0.002405,1,-1.92907596852385,0.874862,0.37397,0.838614,1.82830279275116,0.800745,0.52366,0.667997
CCL25,0.473014931440004,1,-0.24475,0.999976,0.402611999594628,1,-1.1326,0.525333,0.599375678338233,1,-0.40811,1
CCL26,-0.661583351753642,0.994572,-0.0070172,0.999976,-1.19738360671607,0.961262,0.15324,0.987685,-0.366632554882993,1,0.31925,0.851344
CCL27,0.74011955265634,1,-0.14001,0.999976,-0.544743897882048,1,0.076993,0.802557,-1.83600424535826,0.808355,0.27237,0.893763
CCL28,-3.70136521687556,0.506436,0.1455,0.929175,-0.91894087699868,1,0.95261,0.580083,1.37868867156212,0.929476,0.26672,0.973943
CCL3,0.291188325702671,1,0.094459,0.939859,1.98585763845499,0.689647,-0.44295,0.86606,2.40368886321917,0.558596,0.12702,0.988704
CCL3L3,-0.563630595287211,1,0.47135,0.767268,0.706593244537216,1,0.044152,0.929866,0.769653277582523,1,-0.14206,1
CCL4,-0.218912732153298,1,-0.0034202,0.999976,1.11914069491648,0.982625,0.14337,0.789137,1.16771467876513,0.960285,0.1464,0.988704
CCL4L2,-0.764320081435308,0.990863,-0.079429,0.999976,1.2432498188694,0.961976,0.28337,0.996968,3.75045923549836,0.13454,-0.38768,1
CCL5,-0.0953385420844755,1,0.13465,0.864846,3.83923143813887,0.128534,-0.6821,0.798172,2.42925863754474,0.544202,0.031398,1
CCL7,0.222681946108624,1,0.30846,0.861229,1.8433902818343,0.744807,-0.88596,1,-0.852076461019394,0.99634,0.43837,0.969499
CCL8,1.24536121231117,0.993918,0.024156,1,1.40040073059883,0.91958,0.2519,0.903729,-0.228456612167354,1,0.49697,0.707684
CCM2,1.61401857226306,0.826933,0.20533,0.862664,0.428908701061021,1,-0.58,1,-1.23044544703632,0.953515,0.53397,0.792369
CCM2L,0.659813762083655,1,-0.16459,0.999976,0.790484985457369,1,-0.72911,1,1.14659384908346,0.963086,-0.11316,1
CCNA1,1.02676589585506,1,-0.018487,0.999976,-0.526513029935432,1,0.081374,1,0.298924436855504,1,-0.22112,1
CCNA2,-0.632625440125803,0.998435,-0.96437,0.194785,-0.871826985250272,1,-2.4953,0.91149,-1.18786238437675,0.953202,-1.9177,0.258122
CCNB1,-0.945501853363323,0.97824,-0.50199,0.943351,-0.291196817055418,1,-1.8131,0.675357,-1.40526501140971,0.933154,-2.0237,0.030912
CCNB1IP1,-2.05578390853662,0.86574,-0.13511,0.861331,-0.97350759294716,0.993517,0.10405,1,-1.11342468024583,0.965143,0.38248,0.836592
CCNB2,0.487609145180901,1,-0.17551,0.837157,-0.987584625237567,0.991461,0.48151,0.916266,-0.753599909845715,1,-0.13375,1
CCNB3,-2.12612162706038,0.86574,-0.070842,0.999976,-1.57808362512805,0.940887,0.17542,1,-0.594056319487803,1,-0.073525,1
CCNC,-0.572302962005191,1,-0.08118,0.999976,0.449355901991437,1,-1.2641,0.631202,-2.19891887169288,0.707636,-1.5876,0.519982
CCND1,-0.780546462923189,0.990863,0.071998,1,-0.825184543517818,1,0.30799,0.977942,0.719148574305794,1,-0.083117,1
CCND2,-1.30179502737769,0.949586,0.056093,0.967833,-0.11620233696512,1,0.4738,0.786967,0.77588148889362,1,0.17423,0.938407
CCND3,1.67510050294769,0.795045,-0.63202,0.445042,3.073595809733,0.293606,-1.7185,0.267861,4.9522968918657,0.018564,-2.7398,0.008134
CCNDBP1,0.560556772550753,1,-0.11108,0.999976,-0.620005959834258,1,0.16709,1,0.0596080439519858,1,0.17563,0.98391
CCNE1,0.580821061438943,1,-0.25375,0.56971,2.43844546849379,0.521539,-0.14942,1,0.48415263846656,1,-0.13528,1
CCNE2,0.349148734823628,1,0.30622,0.775884,-0.894932851189877,1,0.29985,0.859757,-0.985311488127662,0.978192,0.6518,0.770857
CCNF,-0.400553624274724,1,0.041139,1,-6.73928480642244,0.00165,0.047781,1,-6.15502606185311,0.006931,0.052745,1
CCNG1,1.31000782034131,0.966626,-0.12511,0.999976,1.04685909920902,0.998139,0.21696,0.990613,0.612200990537632,1,-0.32963,1
CCNG2,-2.52299457258651,0.792025,0.080557,1,-1.25290684339995,0.953337,0.50932,0.920426,-0.724343190462986,1,0.37962,0.958142
CCNH,3.54639120797515,0.112019,-0.67278,0.481801,1.09463593123311,0.994276,-2.8739,0.107246,-1.46945454121099,0.922511,-1.8496,0.081669
CCNI,-1.5448809353216,0.935797,0.15247,0.962791,-1.82573661900488,0.902567,0.49421,0.640876,0.392384156756868,1,0.30528,0.868654
CCNI2,-2.53366631186766,0.792025,0.27057,0.896076,1.88054614924394,0.730929,-1.318,0.656796,-1.85742283907947,0.802277,0.20805,0.994826
CCNJ,-1.10138998751971,0.959576,0.36902,0.895947,-1.84542388308211,0.896817,0.70079,0.774459,-1.18105527761452,0.955547,0.47744,0.638927
CCNJL,-1.27254821359703,0.949586,0.016571,1,-1.02264684585261,0.983479,0.93434,0.722216,-0.47491630266133,1,0.64507,0.714937
CCNK,0.163353132260892,1,-0.25371,0.816241,0.185765726389031,1,-1.5675,0.380636,-0.800820973948873,1,-1.6093,0.05857
CCNL1,0.266401539038661,1,-0.2402,0.999976,0.559657758757349,1,0.11855,1,0.887327982882868,1,-0.71396,0.65352
CCNL2,1.16167363592225,1,-0.3301,0.202274,3.66032997575554,0.155426,-0.55349,0.681949,5.20396019168632,0.011551,-1.6534,0.007151
CCNO,0.107326723697051,1,-0.23404,0.999976,-0.168162207344897,1,0.44982,0.921284,2.07313301201262,0.705208,0.1819,0.872342
CCNT1,-1.49004517325575,0.942718,0.79048,0.616288,-0.475577911887248,1,-0.5126,1,-2.0384507723675,0.754396,0.7852,0.712114
CCNT2,-0.69535870170533,0.991511,0.20796,0.861229,1.31310466111139,0.941473,0.14575,1,0.568668406994174,1,0.1106,0.985316
CCNY,-0.519174134740936,1,0.073618,1,0.457697534434323,1,-0.37941,1,0.655352334080594,1,-0.22141,1
CCNYL1,-2.29277910301853,0.816389,0.51267,0.635681,0.65527378206014,1,-1.0961,0.854257,-1.18411025611562,0.955547,0.5119,0.824404
CCP110,0.805152780368556,1,0.39837,0.65645,-0.914031922953926,1,-0.47336,1,-2.37835642780543,0.663264,0.70732,0.673719
CCPG1,-0.3106112167314,1,0.19335,0.861229,0.455845105438075,1,0.57784,0.712604,0.618668277542107,1,0.44912,0.68189
CCR1,-0.249638194630618,1,0.092243,1,0.758378819208576,1,0.053084,1,-0.764017296518161,1,0.061491,1
CCR10,1.38893553520003,0.93455,-0.38389,0.181632,0.437671441573512,1,0.13696,1,1.18900175542059,0.960285,-0.18726,1
CCR2,-2.42451194884101,0.798054,0.096684,0.978593,0.501785966820176,1,0.49396,0.884365,0.173148052179356,1,0.24762,0.932589
CCR3,0.646410718420516,1,-0.14441,0.999976,-1.24875939900723,0.953337,0.054964,0.988185,-0.560067604402425,1,0.078462,0.992682
CCR4,-0.471430359987108,1,0.072748,1,-0.398439734723812,1,0.39108,0.718901,0.103826652309994,1,0.038133,1
CCR5,-1.80186548016832,0.886496,-0.14672,0.999976,-2.03849347935584,0.844063,0.17988,0.824124,-0.846154659919035,0.99634,0.10391,0.702312
CCR6,-2.95502929470723,0.750679,0.13875,0.991191,-0.915387979134749,1,0.48969,0.845318,-0.159078799801228,1,0.39893,0.874666
CCR7,-0.19466228777962,1,0.21226,0.901545,0.264752510030871,1,0.71813,0.789724,0.753526039770656,1,0.48349,0.834853
CCR8,-1.18786238437675,0.958214,0.22231,0.783845,0.49333264485659,1,0.10113,0.733155,0.198534546341297,1,-0.19589,1
CCR9,0.443456291516485,1,-0.18422,0.999976,-2.08963176567381,0.833359,0.17047,0.968917,-0.606775883638703,1,0.07053,0.827944
CCRL2,0.67376657909576,1,-0.23185,0.999976,-0.458483159168966,1,0.012029,1,0.51705499225131,1,-0.2895,1
NOCT,-2.30176022395724,0.812488,0.29147,0.730943,-0.277876344118494,1,0.41123,0.859689,0.981341102414482,0.998052,0.22164,0.955688
CCS,-0.648396927580871,0.997897,-0.13056,0.999976,-0.16880874097361,1,-0.051924,1,0.661204968368195,1,-0.093588,1
CCSAP,-0.614465221089791,1,0.17576,0.868977,1.21734824838968,0.964637,-1.1993,0.094725,-0.886558046034678,0.987755,-0.012699,1
