Supplementary Table 6. Normalized screen data and DeSEQ2 output. ,,,,,,,,,,,,,,
Gene,baseMean1,Log2_FC1,pval1,baseMean2,Log2_FC2,pval2,baseMean3,Log2_FC3,pval3,chi,combined_p,combined_q,Meidan_Log2_FC,Combined_mean_Log2_FC
SNPH,221.5748783,2.041325984,0.010095212,137.0034557,-0.665134636,0.440210877,51.98250366,-1.070098074,0.183254502,20.5,0.002255146,1,-0.665134636318159,0.799958541340086
PIM1,55.43942807,-1.175994707,0.232690363,69.08516979,-0.665365086,0.436527759,54.77328727,0.157502269,0.875827158,6.98,0.322700753,1,-0.665365086450137,-0.455045109617942
CASP3,58.09759462,0.912284761,1,156.2065423,-0.665792049,0.431738996,18.34830452,-0.890209796,0.351369441,5.44,0.488737978,1,-0.665792049201261,0.0247460672733542
GATC,93.12351117,0.051687758,1,74.40807298,-0.666261558,0.40116984,10.15342623,-2.265000588,0.032093295,12.6,0.049846493,1,-0.666261558037955,-0.678330617787109
SEMA3F,81.02307348,0.528278854,0.522782273,65.66254135,-1.916928076,0.025230532,49.7510838,-0.666887534,0.501133906,14.5,0.024523209,1,-0.666887534417015,-0.36037299572743
SLC17A4,51.48779514,-0.666952078,0.411707301,58.28354003,-1.077067763,0.195673029,87.32027718,1.43216024,0.163699509,12.5,0.051699975,1,-0.666952077534421,0.341921969170313
NCDN,36.49205416,-0.701773326,0.481950795,61.08706955,-0.456029986,0.649056396,21.67771867,-0.668117211,0.496483894,5.37,0.497306069,1,-0.66811721131085,-0.604474282881301
YBEY,59.57238337,-0.669681738,1,36.04258291,-2.347516447,0.00765961,79.61786955,-0.596357836,0.461160965,16.3,0.012231191,1,-0.669681737535808,-1.01299356821926
TBC1D16,20.67926512,-0.670028565,0.478096183,62.75727404,-0.867973928,0.240014814,67.48015411,0.323411936,0.729917306,7.16,0.306303748,1,-0.670028565263884,-0.305374522497785
SPTAN1,26.67143634,-0.986552994,0.334810775,36.31073694,-0.670458814,0.520852143,278.9428211,1.413916081,0.085154869,12.1,0.059774749,1,-0.670458813743623,0.340119243847339
RAD23B,27.399033,-0.670621838,0.436057234,15.05190692,-2.507956868,0.007477659,73.77158893,-0.247181095,0.798833707,17.2,0.008575648,1,-0.670621837776062,-0.865488743606897
FAM167B,115.8851288,-0.217339843,0.75201969,79.05800832,-1.490219379,0.089495825,46.01174167,-0.672162334,0.443802988,10.1,0.12050348,1,-0.67216233395276,-0.702379090778913
PTPN13,12.57547954,-1.939728776,0.058591259,164.4525198,0.654119061,0.406981979,91.5384767,-0.672440689,0.436294488,13.2,0.039967613,1,-0.67244068895574,-0.285269744952136
SELENBP1,124.7176286,-0.415649451,0.590936641,14.48048357,-1.665501952,0.082081813,44.56536251,-0.673304591,0.433176993,11.1,0.085334546,1,-0.673304591165353,-0.826245474781782
GBGT1,73.89971147,0.671739892,0.498357027,39.42289729,-1.221661065,0.197250154,31.0511265,-0.67340705,1,6.69,0.350469349,1,-0.673407049565648,-0.179620388362844
EGF,36.53591171,-1.290863453,0.158747459,80.07350588,1.317345927,0.162244808,77.63692284,-0.674025141,0.428884342,13,0.043035947,1,-0.674025140659108,0.233697584769247
ANKRD13B,8.468266733,-2.709687171,0.007230005,93.16789534,0.551992254,1,93.45793769,-0.674092825,0.409484909,16.8,0.010047072,1,-0.674092824598444,-0.417798413696642
OR6C6,100.9564349,-0.946164229,0.195012958,238.886993,1.619035061,0.082006199,56.7391456,-0.674386939,0.489504678,14,0.029636164,1,-0.674386938825059,0.491358577638526
PCDHGB3,75.23127375,1.341247013,0.057770923,28.34881784,-1.427324078,0.122250482,15.83349739,-0.676488967,0.50506857,16.3,0.012231191,1,-0.67648896727062,0.235199433832167
FAM166B,36.3624888,-0.826128778,0.385191024,30.49434015,0.526399241,0.569798677,67.68145145,-0.676893316,0.42350396,6.85,0.334942273,1,-0.676893316264873,-0.18996478176692
IQSEC3,100.0940294,-0.677047675,0.436125757,14.19112347,-1.718857765,0.059668429,215.3929943,2.182942766,1,10.5,0.105114353,1,-0.677047674810613,0.866583945655248
BPTF,42.93108576,-0.677065118,0.4561555,61.38801518,0.116306957,0.903551187,23.69529124,-1.950326938,0.056989128,10.8,0.094757868,1,-0.677065118090809,-0.608121980404645
LHX8,19.68359087,-0.677573731,0.547930421,20.73636101,-2.505077667,0.007058103,250.5282689,1.383902364,0.075213389,23.5,0.000645199,1,-0.677573730809433,0.185276553042274
GPR27,92.37660925,-0.679197481,0.444546308,33.38512168,-1.438442055,0.118531049,53.12879374,0.404384401,0.668623951,9.65,0.140186272,1,-0.679197480812222,-0.372703122486265
OSBPL2,22.80150361,-0.679428752,0.542193237,134.5179276,0.757951824,0.309447483,20.275919,-1.308224744,1,5.15,0.524723637,1,-0.679428751668659,-0.141717604040476
TNFRSF13C,9.214612062,-0.680729793,0.505238509,9.440539355,-2.82885394,0.014605317,254.8964962,1.508017737,0.079828911,21.5,0.001491126,1,-0.680729793061178,0.266550085360759
SBNO1,13.04163966,-1.008573828,0.324683505,105.428344,0.66991105,1,26.030464,-0.681684688,0.468572381,5.43,0.489957203,1,-0.681684688170708,-0.145898433432189
TMEM57,21.76742885,-0.681750493,0.444935273,74.77066048,-0.376208327,0.720608525,66.56869033,-0.928561055,0.287183351,6.88,0.332087533,1,-0.681750492706197,-0.644419593139025
OAF,102.4829678,-0.207940335,0.80155601,136.5483273,-0.681882721,0.400770699,21.22507744,-2.011731595,0.045643255,12.2,0.057652915,1,-0.68188272136469,-0.788282563350658
IRX6,60.23143074,-1.121758379,0.165391042,190.4603425,1.971892938,0.04308225,104.4902116,-0.68244194,0.500036696,16.3,0.012231191,1,-0.682441939871132,0.738542458168856
ANAPC13,15.83946063,-1.537006878,0.111223233,80.92493797,-0.68257656,0.466890114,151.4948812,0.087291127,0.92204148,8.77,0.186932261,1,-0.682576559587697,-0.563465190186939
GC,128.2538851,-1.71076361,0.031617677,241.9112387,1.155915476,0.150191468,62.31840199,-0.682934171,0.464742323,17.6,0.007313569,1,-0.682934170530699,0.0734328158276994
COL3A1,15.76853061,-1.160861757,0.205195314,127.7053411,1.220304397,0.159181932,20.33961326,-0.68375225,0.510107696,11.8,0.066582206,1,-0.683752249901152,0.180465331579618
IL1RN,22.6236305,-1.425893293,0.13469998,48.5517984,1.010771466,0.286106077,39.35055747,-0.685173417,0.430597562,11.8,0.066582206,1,-0.685173416571901,0.004373487842252
RAE1,36.76510169,-2.53945169,0.010209954,44.73538727,-0.685223763,0.403637828,200.5567355,0.182579324,0.846260299,16.3,0.012231191,1,-0.685223763451474,-0.637237572565743
DDX50,54.93612922,-0.68555346,0.416165756,33.69037939,-1.420973802,0.135717055,15.12491874,0.799830109,0.406643219,10.9,0.09151666,1,-0.685553460295372,-0.132829147036246
KCNJ15,32.44036074,-1.262724964,0.183630199,28.86388928,1.663557596,1,111.0139331,-0.686020168,0.464448733,7.1,0.311698246,1,-0.686020167916137,0.487585758743857
DAOA,7.999567406,-0.127200243,0.899976712,19.20792359,-0.686212255,0.420349229,14.62334103,-2.270228996,0.014724813,15,0.020256715,1,-0.686212255086535,-0.782242384913128
ZZEF1,33.45789088,-0.686674423,0.465405296,422.3897719,0.717202538,0.411986236,10.45214892,-0.854899023,0.365241335,7.67,0.263290344,1,-0.68667442257679,-0.090198989441627
FAM98B,9.17702647,-3.882931256,0.000426688,38.16549686,-0.578063148,0.528230523,103.1117314,-0.68692709,0.444109593,26.6,0.000172046,1,-0.686927090089274,-1.14260699539906
RAB6B,57.75150998,-1.154730781,0.164778282,101.0456289,1.236759586,1,52.41894373,-0.688863353,0.446854346,7.53,0.27459673,1,-0.688863352827059,0.19163779683834
EEF2K,100.3148875,0.27483219,0.749022752,65.09723726,-1.934540647,0.031317908,77.26418844,-0.688886141,0.478162527,13,0.043035947,1,-0.688886140836979,-0.52022414995095
FAM219B,179.3878348,1.156180154,1,166.8059598,-0.689674982,0.335176362,88.51118243,-0.802195894,0.409874667,5.73,0.454104983,1,-0.689674981998368,0.189934060621207
SLC5A8,87.48205101,0.044272582,1,46.88363784,-0.689744483,0.36702326,23.95793719,-2.03778614,0.030788896,12.9,0.044651727,1,-0.689744483456655,-0.6630205262193
GADL1,36.69903003,-1.29812377,0.201949159,25.22284508,-0.689999313,0.460212819,420.053825,1.487337253,1,6.86,0.333988707,1,-0.68999931333195,0.352464416143515
TREML1,41.13620587,-0.690164094,0.438018391,40.11541713,-2.268480756,0.011398331,199.1043452,1.643122695,0.03733748,24.8,0.000371826,1,-0.690164094043581,0.397161600248053
MAP1A,36.25254721,-1.74187045,0.073806743,64.18600366,-0.690379595,0.470008857,139.9067426,1.08850479,0.230501806,13.9,0.030773387,1,-0.69037959545851,0.0215782035835048
TPGS2,92.31404051,-0.171650937,0.846687741,89.50708062,-0.69082016,0.452853261,13.72295413,-2.742611158,0.002412468,20.2,0.002551246,1,-0.690820160307058,-0.856613672211012
CALCR,49.69140322,-1.783511541,0.051743822,37.83007477,-0.691543272,0.428747875,105.2790001,-0.028250841,0.971813743,11.1,0.085334546,1,-0.691543271887706,-0.666366256788673
PLA2G4C,41.46348589,-1.322869427,0.170471371,244.6816094,1.186735187,1,30.62218534,-0.691762552,0.509686859,7.05,0.316247985,1,-0.691762551976067,0.135406291694547
PDE4B,39.74864837,-1.514567804,0.080448519,161.7457997,1.500084303,0.047975708,56.21683472,-0.691812575,0.445156467,18.4,0.005306589,1,-0.691812575479271,0.340151771514726
TCF20,133.8292786,1.647704225,0.044508803,26.0124256,-1.652161292,0.061621622,66.45695942,-0.69278319,0.423389729,19.5,0.003397486,1,-0.692783189968214,0.440126078862227
MLF2,54.82018656,-0.693250981,0.420522663,78.81517523,0.251406658,0.775903519,32.91745042,-1.819317876,0.061336715,11.3,0.079535451,1,-0.693250981286367,-0.519955015542498
COX8A,44.27527169,-0.217807136,0.824537874,50.10801805,-1.11168436,0.275783158,24.2332052,-0.693771322,0.504559563,6.25,0.39577566,1,-0.693771321522343,-0.628266078336797
ULBP2,57.32316571,-0.693933065,1,25.12133949,-0.194254943,0.847683589,31.27715514,-1.531809108,0.136481868,6.22,0.399002377,1,-0.693933064834516,-0.706799140742314
CAPZA2,49.10627338,-0.694406686,0.484411683,158.4985244,-0.665397196,0.372979247,11.98409048,-1.500481032,0.089832722,11.9,0.064237226,1,-0.694406686473402,-0.905165782726636
CBX3,29.68915506,-0.694791007,0.459404236,13.7508977,-2.761608308,0.003754856,350.2246607,1.342999915,0.102670839,24.9,0.000356322,1,-0.694791007388301,0.138395559744498
CAPN12,28.36389343,-0.694797151,0.450300534,556.2219864,2.310485036,1,12.31885339,-2.471047668,0.006591145,16.8,0.010047072,1,-0.694797150617264,0.940769279378281
LSAMP,65.62860166,-0.695263855,0.380204972,114.5548318,-0.560620057,0.52802233,30.1149675,-1.322441882,0.180836641,9.57,0.143967554,1,-0.695263854931628,-0.823281815002415
NOL10,23.27077207,-0.695409473,0.462423154,90.29261452,-0.408674732,0.644471952,17.91007764,-2.326818846,0.010715986,16.6,0.010871369,1,-0.695409472630926,-0.934039691748599
TAS2R5,8.895833292,-1.189441228,0.24489776,93.3331358,-0.023168737,0.979801728,128.2131025,-0.695478636,0.395743277,6.79,0.340705369,1,-0.695478635804262,-0.556360824404595
ACPT,44.64003453,-0.69580619,0.438812015,108.071155,0.693759356,1,77.37728552,-0.779452485,0.31338037,5.72,0.45527519,1,-0.695806190358858,-0.0905750758485824
HSPA4,65.80535506,-0.69675275,0.422877621,8.950395611,-0.386209707,0.708299058,95.32792638,-0.848632189,0.242802189,7.56,0.272142337,1,-0.696752750476721,-0.63083511176668
GCSH,117.309341,-1.44965911,0.100753643,104.5455248,0.032159427,0.971395772,14.67332666,-0.697250558,0.488877379,8.77,0.186932261,1,-0.697250558093828,-0.58107541921572
OR1D5,30.00660979,-0.697405578,0.457623707,116.8156096,-1.450911411,0.111923762,37.61354685,-0.316280929,0.755476848,9.38,0.153307878,1,-0.697405577690189,-0.748547062331162
TTR,13.21355178,-0.697833379,0.53727033,214.8465263,2.130844395,1,18.40745158,-0.753764119,0.440961187,4.16,0.655034089,1,-0.697833378944504,0.897702281957137
MYO5C,163.3611689,1.315518116,0.166506091,31.97718374,-1.222227074,0.203012126,54.18154854,-0.698041669,0.43524852,12.2,0.057652915,1,-0.698041668611778,0.236317454154019
C15orf26,31.71929198,-0.5377014,0.5476957,76.12940534,-0.69837181,0.436132513,50.64499205,-0.967901822,0.274927338,7.86,0.248540585,1,-0.698371809984214,-0.723893298906932
MMP27,68.77312164,0.669105157,0.455365409,61.75408069,-0.937067256,0.328278435,75.59406729,-0.698715199,0.438690243,7.86,0.248540585,1,-0.698715198634299,-0.136854148836606
EFHC1,52.74901608,-0.96535471,0.3104748,63.00671891,0.090038552,0.926825966,41.24658206,-0.700561492,0.492310762,5.64,0.464699851,1,-0.700561491933151,-0.452791199622911
NFKBIE,120.3534875,-0.701071778,0.366955076,44.58824431,-0.927144501,0.330764525,32.69883084,-0.550112854,0.609672672,7.51,0.276242612,1,-0.701071777897265,-0.717872604306462
C9orf92,32.31261608,0.27564204,1,16.48103052,-1.345037012,0.12526244,63.49961638,-0.701537417,0.410439974,8.56,0.199876966,1,-0.701537417152686,-0.434992274043664
NUMB,27.71178997,-0.702060374,0.460371932,20.12546933,-1.325239562,0.164981357,43.33593701,0.791806387,0.366182066,10.3,0.112573695,1,-0.7020603743523,-0.128147202594569
UNC45B,248.8074185,1.667039582,0.019975003,24.28941901,-1.418452271,0.163500851,56.87030615,-0.702433425,0.464327727,18.7,0.004701459,1,-0.702433424741887,0.473101485417776
FAM175B,179.3242999,1.19084059,0.14615894,157.0029353,-0.703555532,0.373779533,40.29853679,-0.877772508,0.295990257,11.9,0.064237226,1,-0.703555531616371,0.197916195926089
NT5C,67.44691297,-0.703650025,0.479402769,8.386837886,-1.569104222,0.121671892,56.57945393,0.022927871,0.977801744,8.26,0.219667196,1,-0.703650025327659,-0.608926153767283
ARID3C,110.523422,-0.703680821,0.426552964,109.797247,0.491881975,0.543775112,45.99404246,-2.119502546,0.022174737,15.2,0.01875692,1,-0.703680821397389,-0.414775872074344
RFPL4B,102.3664646,1.388125127,0.130287934,9.17444143,-0.704025579,0.485267126,50.73290293,-1.60443538,0.080029181,15.3,0.018047428,1,-0.704025578968702,0.246957077034719
OR3A1,32.8875697,-0.59773385,0.559616978,114.3504665,-0.709499053,0.450935599,23.01055776,-0.704186148,1,3.97,0.680736398,1,-0.704186147759091,-0.669547014891161
OR2G6,18.62993623,-0.704289712,0.487109137,161.6723189,0.157808531,1,16.83724209,-0.752206341,0.392683616,4.77,0.573632614,1,-0.704289712082448,-0.368954248806501
SLC30A7,33.28016739,-0.704363945,0.468958711,157.0557157,1.056327423,0.232728644,49.63948377,-1.289250899,0.125846542,12.4,0.053617557,1,-0.704363944756158,0.048472068626983
SVIL,22.11270451,-1.503741808,0.118492002,65.81855497,-0.705672936,0.377164329,81.9158818,-0.544242976,0.544371418,10.7,0.098102735,1,-0.705672935984104,-0.861146085832426
IRS2,37.73164838,-0.705829319,0.433954304,124.4411669,-0.502555972,0.494028158,25.42965383,-1.994619351,0.034616612,14.1,0.028538839,1,-0.705829318793702,-0.934308924049746
APOBEC3C,360.6987444,1.18932449,0.116467482,12.72814461,-0.705888099,0.510672417,16.25443513,-1.531315728,0.093159043,15,0.020256715,1,-0.705888099127065,0.110802464717963
ZW10,7.470140897,-1.697462637,0.107456657,68.99424314,-0.39900527,0.652853013,30.56665397,-0.70629082,0.466890839,9.86,0.130672884,1,-0.706290819584023,-0.836842423364555
MT1X,10.0622673,-0.350302491,0.7361156,24.43485962,-1.51646298,0.118968072,87.90383832,-0.706904511,0.477207053,9.16,0.164777725,1,-0.70690451082529,-0.780417670924327
POM121C,11.62723611,-1.385805671,0.1484551,9.415022153,-0.708210093,0.468479099,49.06533913,-0.348621437,0.704167419,8.7,0.191166028,1,-0.708210093117499,-0.753013164213528
HBS1L,57.7120171,0.349160084,0.694524392,12.09967862,-0.814001274,0.451524807,47.5080997,-0.708915725,0.409462514,5.92,0.432211224,1,-0.708915725471202,-0.289591712507495
DEFB114,318.0229378,1.10051756,0.124506218,44.42133231,-0.709495937,0.354148259,81.63697465,-1.882831627,0.033257104,18.8,0.004515079,1,-0.709495937473445,0.0129265610607975
GOLGA6L9,24.25348824,0.263509854,0.775091174,17.08469276,-0.709608889,0.396768647,53.02386493,-2.125040924,0.034672361,13.1,0.04147514,1,-0.709608888643942,-0.55559730774426
SPINK1,16.92129704,-3.060409768,0.000895837,71.3234074,1.235591206,0.204638916,26.1703412,-0.709676059,0.459985179,27.1,0.000138692,1,-0.709676058904692,0.0408268117277357
CHAC2,75.42821057,-1.213523226,0.093565792,19.30216904,-0.420195943,0.64938428,15.68374217,-0.710234238,0.46936045,10.3,0.112573695,1,-0.710234237946103,-0.745197759215191
HARBI1,20.53432168,-1.589529332,0.120146178,87.69420207,1.099690194,0.222881337,61.89812881,-0.710689955,0.407347628,13,0.043035947,1,-0.710689955217061,0.0409599100690867
PPM1A,111.7717395,0.984968279,0.229544938,39.0831729,-0.710732767,0.46388727,69.04017227,-0.837647091,0.374897926,9.29,0.157913521,1,-0.710732766564432,0.0703137210558784
SMEK2,19.48430177,0.490754699,0.564133252,30.23297707,-0.710947665,0.480465649,47.86636984,-0.949397325,0.298230373,7.26,0.297470489,1,-0.710947664650227,-0.243576029589532
SCYL1,31.17482069,-0.711031752,0.432790982,18.64353649,-2.011926088,0.059490707,34.7434929,-0.615323674,0.513966151,12.5,0.051699975,1,-0.711031752081262,-0.988878047059259
PDCD2,34.8562748,-0.71148433,0.483162017,41.18657183,-0.898153328,0.293309487,108.3945678,0.30572119,0.720769841,6.58,0.36143871,1,-0.711484329938719,-0.332001344202156
GNA15,28.28133199,-0.711987042,1,66.95260098,1.370740539,0.111873834,22.95348547,-2.208710495,0.022109686,17.3,0.008241688,1,-0.7119870416932,0.186009880114336
FDPS,51.56587255,0.526118454,0.506569093,9.030757737,-3.093229467,0.002904203,40.69391998,-0.712289224,0.469091302,21,0.001834616,1,-0.712289224072528,-0.468878469696407
GGTLC2,17.95898893,-0.777062351,0.423139664,23.95138171,-0.71231466,0.482641046,99.36257075,1.30894888,0.150566811,10,0.124652019,1,-0.712314659857677,0.291408496729307
NLE1,56.68910153,-0.713878613,1,46.02371206,1.773007373,1,16.23874491,-1.321554057,0.159624458,5.29,0.507192129,1,-0.713878612537069,0.56150992646612
MAN1B1,21.07770656,-0.714756076,0.508727784,13.55379234,-3.997809633,0.000124944,15.86048445,0.159642963,1,27.9,9.81e-05,1,-0.714756075528634,-0.745878651857597
TINF2,89.96284282,1.973788781,0.044361229,109.1191315,-1.433858741,0.117684262,52.19395442,-0.714870587,1,15.2,0.01875692,1,-0.71487058684112,0.709991255021505
LPAR1,157.6710929,-0.715078575,0.421599444,165.3919676,1.41315483,0.107875616,18.40129393,-1.912639058,0.056080944,17.2,0.008575648,1,-0.715078575374746,0.237958179174514
G0S2,14.50295543,-0.715164885,0.442528301,207.4028669,1.017640139,0.165836439,98.65531407,-0.775610252,0.308966665,10.9,0.09151666,1,-0.715164885061571,0.101148713903626
RAD51C,155.7158812,1.501812828,0.104381046,35.94282259,-2.226367386,0.017098168,122.9540966,-0.715915077,0.45250124,20.5,0.002255146,1,-0.715915077047569,0.284710902245131
KRTAP5-3,9.587379644,-1.429228731,0.130111014,96.54861699,-0.716012674,0.349678997,173.6298176,2.506608444,0.014088963,21.2,0.001688807,1,-0.716012674208188,1.15119480463438
INHBB,59.23171211,-0.853729894,0.392711791,57.5045332,-0.716034272,0.439799721,301.7993115,1.693203797,0.07709807,12.5,0.051699975,1,-0.716034271739563,0.55118328706192
IRAK3,28.03186383,-1.600867766,0.092124031,150.8044824,1.975373522,0.019766684,14.05499768,-0.716283038,0.496883259,20.2,0.002551246,1,-0.716283037903148,0.699149612714337
IL2,175.0671757,0.943421738,1,66.6736485,-0.717003169,0.415045543,33.26178122,-2.395280202,0.016328907,14.4,0.025473508,1,-0.717003168671682,-0.140544981294539
SPEF2,12.54624967,-3.511638888,0.000681492,33.6246118,-0.717139429,0.416946674,230.0291631,-0.71273961,0.353594912,26.6,0.000172046,1,-0.717139428813239,-1.19965195805602
HDAC1,108.9823687,-2.735210831,0.000884674,188.5751907,-0.717377563,0.338938407,352.4838057,0.541727884,0.499498333,25.4,0.000287858,1,-0.717377563301804,-0.43824244568208
C17orf97,431.7019814,1.780694215,1,24.26317148,-0.717552234,0.426690513,20.69110455,-2.025558819,0.061353561,10.5,0.105114353,1,-0.717552234459452,0.515898461593423
CCDC34,140.8676645,0.201692696,0.831882167,24.27815527,-0.862397878,0.356818229,65.51615745,-0.718550514,1,3.5,0.743969695,1,-0.718550514492167,-0.378449179418076
