Supplementary Table 6. Normalized screen data and DeSEQ2 output. ,,,,,,,,,,,,,,
Gene,baseMean1,Log2_FC1,pval1,baseMean2,Log2_FC2,pval2,baseMean3,Log2_FC3,pval3,chi,combined_p,combined_q,Meidan_Log2_FC,Combined_mean_Log2_FC
KRTAP20-2,44.16210016,-2.767234792,0.000944702,414.8031768,2.452433251,0.001547497,222.5986404,1.429076267,0.10419025,45.3,4.08e-08,0.000670187,1.4290762667911,1.47040892904629
PCDHGA9,71.99760301,1.237791264,0.08931697,32.16321864,-4.356666713,1.69e-06,156.4031288,1.850933934,1,45.3,4.08e-08,0.000670187,1.2377912635834,1.00348678939965
DDIT4L,46.17175917,0.427208704,0.640450397,21.72499115,-4.082309824,3.94e-05,12.56213895,-2.779784221,0.006466821,45.1,4.47e-08,0.000734343,-2.77978422118959,-0.953367404366494
MMP16,31.07682188,-3.090968825,0.000207653,309.0853419,-0.281543452,0.687838289,471.6225757,2.591560076,0.001191589,45,4.68e-08,0.000768678,-0.281543452051343,1.21569376624203
OR6X1,51.92304652,2.155628039,0.031495314,40.47044368,-0.768637702,1,33.95223189,-3.882033422,5.36e-06,45,4.68e-08,0.000768678,-0.768637702300629,0.768480048675608
HERC1,61.22058385,0.511126438,0.617434773,71.37509939,3.590243503,0.000361731,171.511995,3.059304102,0.000769791,44.9,4.9e-08,0.000804562,3.05930410222372,2.86161621191313
SPP2,33.99438392,-1.698027497,0.071044492,352.9759451,2.766440472,0.003168663,531.387751,2.743547292,0.000767487,44.9,4.9e-08,0.000804562,2.74354729184503,2.20264001427457
PGPEP1L,46.34829054,-0.8116862,0.365188549,106.7652204,2.40304133,0.001576996,200.4776904,3.53274454,0.000307879,44.9,4.9e-08,0.000804562,2.40304132976676,2.53872977502864
ACAD11,393.0288613,2.241442501,0.008005329,93.96010124,2.102047211,0.039473741,577.3480303,3.163761253,0.000543047,44.9,4.9e-08,0.000804562,2.24144250066924,2.58364010858192
MAGEB2,235.3842914,3.474416771,0.000225049,88.50307679,0.455022232,0.638347692,505.7699036,2.481007603,0.0012422,44.8,5.13e-08,0.000842011,2.48100760292509,2.59044456649695
MCAM,102.1505275,-1.743992913,0.101762986,514.9147761,3.635973989,4.38e-05,221.6208178,1.761517212,0.041007935,44.8,5.13e-08,0.000842011,1.7615172122298,2.4259049949924
BHLHA15,317.3387363,2.286354561,0.005201466,310.0114365,2.097138707,0.002729943,107.7591273,2.505279363,0.013071894,44.7,5.37e-08,0.000881303,2.28635456061847,2.30591329198846
ADSS,35.13694431,-3.589728305,1.63e-05,46.78281588,-0.64153905,0.490109498,67.65875086,2.418605678,0.023101821,44.7,5.37e-08,0.000881303,-0.641539049589821,1.01688319610215
IFNLR1,158.3845119,1.62586427,0.04448417,622.3078638,2.274048523,0.008569018,540.4952756,2.914613219,0.000511246,44.6,5.62e-08,0.00092242,2.27404852258069,2.36581474958147
PTH1R,112.5131587,1.935242963,0.02608894,22.1713707,-4.083766833,7.44e-06,341.309462,1.51416728,1,44.6,5.62e-08,0.00092242,1.51416728038263,1.16773018779391
SNX13,32.34698527,-3.541842401,2.6e-05,144.1061043,1.345828209,0.138625224,26.85987357,-1.767475615,0.052972416,44.6,5.62e-08,0.00092242,-1.7674756148197,-0.0383299656059398
DMRT2,36.81285458,-1.96927375,0.044151814,11.18342927,-2.104771817,0.036737799,27.63870901,-3.556941951,0.000118833,44.6,5.62e-08,0.00092242,-2.10477181668378,-2.3887652966251
SLC24A1,106.4491103,1.189209633,0.219884719,74.23880998,1.713780641,1,38.53715534,-4.417298318,9.2e-07,44.5,5.88e-08,0.000965328,1.18920963339697,0.902336636271211
MFSD5,20.61829503,-3.725095438,6.5e-05,42.46952878,-1.71025021,0.083181297,171.756345,1.734372687,0.036481852,44.5,5.88e-08,0.000965328,-1.71025020995327,0.305902256790052
VEGFB,31.34926144,-3.424363776,8.37e-05,150.450373,1.993251486,0.030040013,158.0455841,1.422834854,0.082242691,44.4,6.16e-08,0.001010346,1.422834853639,1.17112076842853
LYPD6,515.2943055,3.771987184,4e-05,41.70329824,-1.912185085,0.0278431,483.3182853,1.144783806,0.189650395,44.4,6.16e-08,0.001010346,1.14478380552945,2.42740788598336
EIF2AK3,1091.580578,1.521857708,0.037276048,63.10759961,-3.804706961,1.04e-05,188.2258436,0.431556485,0.542231549,44.4,6.16e-08,0.001010346,0.431556484994208,0.516638307754514
ZBTB7A,13.74156682,-2.82749584,0.001467878,163.3493338,1.663047064,0.031954843,14.35399006,-2.500890896,0.004391626,44.4,6.16e-08,0.001010346,-2.50089089558942,0.215944008343983
HOPX,55.47246663,0.919348327,0.315175265,319.9362077,3.138859626,0.000239868,210.9745542,2.358156601,0.002830066,44.3,6.45e-08,0.001057325,2.35815660062803,2.39932467345141
CNPY1,34.85235716,-2.695717346,0.003286499,290.0008923,2.385982044,0.002439939,597.9040973,1.658381624,0.026950303,44.3,6.45e-08,0.001057325,1.6583816242465,1.50893038486998
OMG,37.51015943,-1.261824289,0.151601024,56.7506798,1.865912996,0.054372835,22.14052464,-3.83457122,2.64e-05,44.3,6.45e-08,0.001057325,-1.26182428854875,0.461911033276168
MSR1,14.62147575,-2.714832376,0.006541649,108.0947509,0.667940521,1,41.31315201,-3.810247679,3.3e-05,44.3,6.45e-08,0.001057325,-2.71483237606953,-0.727054920732417
RABL6,388.5086838,3.638194056,0.000102314,636.1402322,2.266031769,0.004582753,68.10434193,0.65986844,0.472354323,44.2,6.75e-08,0.001106478,2.26603176864236,2.65083798984511
TMCO4,102.5145952,3.814098924,5.11e-06,224.0960905,0.711097286,0.328518473,71.77690059,1.304116019,0.132135948,44.2,6.75e-08,0.001106478,1.30411601860482,2.59868041816273
DNAJB1,1190.477026,5.02151405,5.64e-07,51.06956581,-0.068007859,0.942567534,62.54123917,0.630776683,0.417681402,44.2,6.75e-08,0.001106478,0.630776682795816,3.54362478152795
LALBA,53.16796225,-4.2986472,2.89e-07,84.79159201,0.262802567,0.779185034,31.21699423,0.843476607,1,44.2,6.75e-08,0.001106478,0.262802567497121,0.0214747923957685
TPSAB1,162.1687563,-0.038927309,0.957145521,175.0925687,4.475428767,8.69e-06,192.1956108,1.669326262,0.027420694,44.1,7.06e-08,0.001157905,1.66932626228138,3.13746748033818
HES3,29.47225687,-4.77027534,3.93e-07,15.07492147,-0.031661578,0.97335064,39.94901949,-0.515641837,0.600199446,44.1,7.06e-08,0.001157905,-0.515641836635531,-0.807243007932683
OR12D3,526.9037114,3.607595227,3.94e-06,163.1800258,1.471544673,0.072719692,18.02432479,-0.200025026,0.842010828,44,7.39e-08,0.001211859,1.47154467257559,2.39994216136006
C10orf91,14.63001488,-3.971213376,0.0001455,248.3853062,0.384197556,0.605348145,395.6546254,2.489408482,0.002688742,44,7.39e-08,0.001211859,0.384197555764265,1.21916746691399
C9orf114,172.0682891,2.431294173,1,193.1130822,3.963950285,3.98e-06,7.759554479,-1.870513637,0.062897287,43.9,7.74e-08,0.001268315,2.43129417262794,2.82594815385716
MAP2K6,16.47985469,-0.744342614,0.446660219,479.8561138,2.032090511,0.003126576,213.3942301,3.575348563,0.000179252,43.9,7.74e-08,0.001268315,2.03209051121116,2.46877530643732
CCDC108,56.04202102,1.499057313,0.121166357,135.2261379,0.930854141,0.240739684,507.0937292,4.00985886,8.5e-06,43.9,7.74e-08,0.001268315,1.49905731344636,2.79650753870259
CFC1,104.9411816,0.946768091,1,39.69923613,-4.28039516,3.64e-07,60.4982105,-0.308666019,0.681927488,43.9,7.74e-08,0.001268315,-0.308666018702819,-0.106561134590976
GPR119,28.74552279,-4.296392697,3.49e-06,945.580348,3.226552651,1,24.59271829,-1.746896912,0.071088132,43.9,7.74e-08,0.001268315,-1.74689691238278,1.69437819713154
GABRA5,184.1262059,1.42739893,0.040860643,16.74892532,-3.927261934,5.68e-05,47.60546262,1.198344,0.109643097,43.8,8.1e-08,0.001327146,1.1983440000816,0.751351365665252
C20orf201,11.44205706,-2.9073977,0.002288136,279.066043,2.957473725,0.000115513,77.56954215,0.012743665,0.988408698,43.7,8.48e-08,0.001389031,0.0127436649187725,1.57042808001493
MED31,16.40376731,-0.116489696,0.905789901,29.25728116,-3.708559423,2.05e-05,80.20727404,-2.262967283,0.014843949,43.6,8.87e-08,0.001453788,-2.26296728261494,-1.31322163820486
UVRAG,33.82138482,2.914262403,0.004441895,29.09623541,-3.423171517,8.27e-05,41.75723342,0.27420667,0.771362981,43.5,9.29e-08,0.001521549,0.274206669560039,1.55924265537184
ST6GALNAC4,26.05156388,-5.079161394,7.04e-07,163.3413938,-0.110248437,0.907191669,18.75913541,-0.842294838,0.438561858,43.5,9.29e-08,0.001521549,-0.842294837926746,-0.98682060768934
TECRL,23.9757291,-3.997080282,7.54e-06,487.5874647,1.881515231,0.051370216,36.6943014,0.264198606,0.801388845,43.2,1.06e-07,0.001744385,0.264198605927771,0.721945337818423
PSD,236.7111239,2.513139578,0.00755414,85.35561562,0.570970479,0.457734852,250.1148462,3.338424933,9.34e-05,43.1,1.11e-07,0.001825621,2.51313957815954,2.52849934481596
SRF,208.5239784,1.511834029,0.076663792,17.85302878,-4.67951566,6.88e-06,146.8338594,0.482992869,0.611119377,43.1,1.11e-07,0.001825621,0.482992869121413,0.515472550903134
MAP4K1,529.1050535,3.121745419,0.001076163,229.1242477,3.571405519,0.000313217,127.8103158,-0.011372187,0.990876506,43,1.17e-07,0.001910505,3.12174541926237,2.84694897901728
SUPT3H,60.95703186,1.766204179,0.036947463,22.20740151,-2.925314083,0.000899666,368.6050617,2.566067911,0.01025137,43,1.17e-07,0.001910505,1.76620417927704,1.65613806328213
NKX6-1,88.80690247,0.939348996,0.210970768,79.80619577,1.544409224,0.118702203,525.2304402,3.478989915,1.38e-05,42.9,1.22e-07,0.001999315,1.54440922375512,2.41365263117968
CNTNAP3,609.1327729,2.408096073,0.003139275,28.08045534,1.119306817,0.259214975,18.39490657,-3.945515484,0.000422227,42.9,1.22e-07,0.001999315,1.11930681708222,1.33057086272706
HSD17B13,13.02417318,-2.759787025,0.00270588,354.6944466,3.686322868,0.00021235,66.20543986,0.459774652,0.611030113,42.9,1.22e-07,0.001999315,0.459774651578343,2.26267243155431
MPP2,20.34869617,-4.542682797,5.28e-06,30.53544465,-0.718484185,0.473794455,54.92445589,1.593228952,0.140379213,42.9,1.22e-07,0.001999315,-0.718484185380532,0.289984099938274
CKMT2,12.35968234,-3.279611288,0.00074404,86.16775287,-0.861312114,0.344832033,14.59466161,-3.210435541,0.001367208,42.9,1.22e-07,0.001999315,-3.21043554111616,-1.97811693566115
NUDT5,166.9430396,2.822012379,0.003089022,344.4240934,2.986866116,0.002716775,18.95156088,-1.755324081,0.042805882,42.8,1.28e-07,0.00209185,2.82201237946855,2.35004346802931
CCDC13,60.88808573,-2.122094835,0.018158316,70.13362208,3.339242346,0.001568533,160.0081034,2.158246614,0.012705145,42.8,1.28e-07,0.00209185,2.15824661412348,2.30394335947773
PHB,231.5065895,2.319578771,0.003245068,156.4709407,1.276811255,0.095966675,56.28069651,-3.13922803,0.001152205,42.8,1.28e-07,0.00209185,1.27681125455511,1.32737951822568
DYTN,134.4806965,1.264040885,1,35.41395407,2.1691696,0.036340135,22.96111664,-4.070229521,9.83e-06,42.8,1.28e-07,0.00209185,1.26404088465101,1.21388635048778
CADM3,60.06860282,0.600940713,0.558734707,20.28383366,0.072039575,1,40.76114213,-4.394867338,6.48e-07,42.8,1.28e-07,0.00209185,0.0720395746801765,-0.197907769273378
NEUROD2,266.2505657,1.592172168,0.041420538,48.05547988,-0.895825035,0.376755589,38.63179462,-3.523539223,2.3e-05,42.8,1.28e-07,0.00209185,-0.895825035034418,0.278748928446321
NAPSA,27.74636606,3.491021274,0.000584213,9.412064223,-1.88513304,0.043586847,403.2369291,2.01110924,0.014907822,42.7,1.34e-07,0.002188512,2.01110924021069,2.37343054416896
PMVK,78.64832623,1.627388632,0.051037771,31.72178506,1.267020014,0.215064923,20.451082,-3.73355499,3.38e-05,42.7,1.34e-07,0.002188512,1.26702001402324,0.893064353863967
TRIP13,27.05807275,-0.043981666,0.96749664,187.3542668,2.456183885,0.017085772,31.8011808,-3.942614901,2.3e-05,42.7,1.34e-07,0.002188512,-0.0439816664004099,1.12049415036589
PRDM6,36.20170819,1.420512309,0.122175177,629.841973,2.54928448,0.004637917,450.9122997,3.185281101,0.000727376,42.4,1.53e-07,0.002508281,2.54928447956617,2.55471592235192
OXGR1,57.94695632,-2.196390008,0.00795227,395.1264349,1.831266878,0.027447636,264.8020799,2.625290278,0.001893696,42.4,1.53e-07,0.002508281,1.83126687832623,1.72926441618523
BCR,209.4493546,2.53520173,0.004012468,31.6454306,-3.163461708,0.000139957,198.34508,0.298628585,0.73885729,42.4,1.53e-07,0.002508281,0.298628585326708,1.25059049635796
ACE,30.22187536,-3.799729425,7.03e-06,33.96551773,-1.545849581,0.100058546,75.04444987,0.502765284,0.591447016,42.4,1.53e-07,0.002508281,-1.54584958105916,-0.712151136600353
CX3CL1,97.7019546,-1.262139515,0.147803405,346.3708715,0.781036565,0.31372699,1208.707679,3.530969483,9.31e-06,42.3,1.6e-07,0.002624401,0.781036564896054,2.19056102116864
ARL6IP5,17.43988506,-4.274172183,2.05e-05,441.001248,1.977320088,0.021982494,30.93916963,-0.052725145,0.956417706,42.3,1.6e-07,0.002624401,-0.052725145398796,0.723458339322125
SLFNL1,19.13992755,-0.553706523,0.58362466,360.0944389,1.623490362,0.056278211,33.31114683,-3.763351995,1.3e-05,42.3,1.6e-07,0.002624401,-0.553706523330736,0.354679381032254
AP3M1,48.5520557,1.904949261,0.053413006,84.23124206,2.88987289,0.007184321,275.0242143,2.31440938,0.001177335,42.2,1.68e-07,0.002746037,2.31440937995594,2.42680313537412
EGFL7,10.5528115,-0.913324864,0.379074875,39.21588501,-3.668085005,0.000102992,12.43587552,-2.305357745,0.011229897,42.2,1.68e-07,0.002746037,-2.30535774517384,-1.88552087251558
TGM7,23.33589173,-3.871031263,4.32e-05,71.73651573,-1.165733478,0.120816049,252.1905386,1.521472276,0.088065002,42.1,1.76e-07,0.002873457,-1.16573347819282,0.174159566554734
MGRN1,221.4493393,1.535445358,0.030114212,30.65723835,-3.36477985,0.000272517,45.2256457,-1.89234525,0.055181926,42.1,1.76e-07,0.002873457,-1.89234525009104,0.122218254119141
DNASE2,376.2693656,2.758311111,0.001012212,34.10642243,-2.268598256,0.024419977,436.6930205,1.967665004,0.019364899,42,1.84e-07,0.003006758,1.9676650040363,1.85929563049097
DBNL,516.6273594,2.817361832,0.000500736,50.67559383,1.053480515,0.312112425,24.51665682,-2.540126085,0.003029386,42,1.84e-07,0.003006758,1.05348051510194,1.63167571427385
NUP62CL,56.02563406,0.566378921,0.53415473,922.9426193,3.605262629,0.00010279,261.6374927,2.098050123,0.008964784,41.9,1.92e-07,0.003146211,2.09805012250145,2.57951414531168
WDR36,214.1006901,0.919573303,0.258145651,26.43972452,-4.364331651,1.15e-05,197.4368416,1.091991347,0.17561986,41.8,2.01e-07,0.003292299,0.91957330332834,0.440700031312573
ALS2CR8,182.8303611,0.838196698,0.308072675,23.5930502,-4.439398006,1.94e-05,85.66139499,1.61950425,0.086375338,41.8,2.01e-07,0.003292299,0.838196697785319,0.709760727456146
STK17B,245.2229324,1.379200375,0.105893382,32.78729575,-3.670546235,1.52e-05,35.24369536,-0.972404212,0.3116014,41.8,2.01e-07,0.003292299,-0.972404211681385,0.0883366463078622
DNMBP,19.17809143,1.55693923,1,489.8451693,3.451767038,0.000317383,136.9022599,3.212205726,0.001672489,41.7,2.11e-07,0.003444714,3.21220572553028,2.94808178977553
TFPI,34.55777567,-3.176622257,0.000191078,13.91856783,-2.932509911,0.003212181,77.85268233,-0.149716932,0.872512281,41.7,2.11e-07,0.003444714,-2.93250991057478,-1.3921240643297
FKRP,41.26628898,-3.458939446,0.0001875,7.188000817,-3.307940158,0.00356021,133.454846,-0.23833331,0.805197364,41.7,2.11e-07,0.003444714,-3.30794015768116,-1.52888055561642
NR1H4,26.44934154,-0.871961663,0.386831855,1522.91375,3.125298794,4.48e-05,94.12475868,2.07830427,0.031874879,41.6,2.21e-07,0.003604146,2.078304269953,2.16943094966001
RANBP2,92.56229486,1.442412135,1,98.00598284,1.193110617,0.206978691,543.3221937,3.619885337,2.62e-06,41.6,2.21e-07,0.003604146,1.44241213541104,2.52758961194655
CDC73,29.34880179,-4.497555211,6.37e-07,33.50365398,0.167937776,0.861635008,187.9772513,2.345437545,1,41.6,2.21e-07,0.003604146,0.167937776187333,1.05886266520193
ARID1A,73.56537417,0.165771071,0.868349037,80.52457238,1.144873602,0.19262184,28.62417561,-4.197851336,3.28e-06,41.6,2.21e-07,0.003604146,0.165771071011259,0.175268467430382
PREPL,310.9970584,2.111973224,0.013184393,86.83368054,-0.0385403,0.964643994,64.02061279,-3.414766689,4.23e-05,41.6,2.21e-07,0.003604146,-0.0385402998538664,0.845383942758542
NKX2-2,16.17828603,-3.045997769,0.001117795,146.4732613,-0.438855944,0.551542324,9.026451193,-3.52109612,0.000879509,41.6,2.21e-07,0.003604146,-3.0459977693773,-1.66519968788017
DAZAP1,549.2066246,1.619006309,0.065044197,12.69559593,-3.157404542,0.001752206,212.3702865,2.376527716,0.004968553,41.5,2.31e-07,0.003770226,1.61900630917963,1.48139672789533
DNASE1L2,21.593098,-4.313827822,5.84e-06,19.00969783,1.005733881,1,109.6119394,1.452141422,0.096848733,41.5,2.31e-07,0.003770226,1.00573388063856,0.676383263299134
CANX,584.9734321,3.491878114,4.71e-06,98.4707802,0.0135726,0.989540838,30.12650967,-1.437798355,0.121779522,41.5,2.31e-07,0.003770226,0.0135726004318768,2.07368058097595
RABGAP1L,217.9526707,1.857060722,0.01999338,49.31582248,2.359503356,0.01877979,364.5173606,2.94297637,0.001582417,41.4,2.41e-07,0.003944642,2.35950335585182,2.45457832678825
PNISR,18.79626726,-3.244243151,0.000203093,17.69628149,-2.27506355,0.007094962,158.5376378,0.727477964,0.412018261,41.4,2.41e-07,0.003944642,-2.27506355026253,-0.608321799345423
C6orf203,9.011603636,-3.012902853,0.004705387,192.3014803,0.116903492,0.886361652,20.20700288,-3.465539472,0.000139362,41.4,2.41e-07,0.003944642,-3.01290285298503,-1.20776440398886
CES5A,106.7424264,2.372041058,0.007267195,72.42315852,0.370140512,0.716794055,40.18471599,3.640892124,0.000115613,41.3,2.53e-07,0.004127082,2.37204105801275,2.6586725640042
TRIM2,8.216558022,-1.92084388,0.072556777,520.0837024,2.690332779,0.000187833,54.32881788,2.160839648,0.046757715,41.2,2.64e-07,0.004318443,2.16083964774104,1.89923662371485
GUCY2F,320.6373117,1.391164743,0.094219488,130.4625716,2.338366528,0.007219883,352.3287262,2.581150339,0.000945627,41.1,2.77e-07,0.004518629,2.33836652824621,2.18738424336387
KIF14,193.0552551,1.133279369,0.119582456,271.4324932,1.936776461,0.013733473,33.42567844,-3.184862493,0.000399681,41.1,2.77e-07,0.004518629,1.13327936923207,1.03140157252834
CISH,108.4418398,0.477721635,0.547714394,37.24278162,0.764374434,1,26.27137074,-4.594884102,1.17e-06,41.1,2.77e-07,0.004518629,0.477721635086987,0.0623783361110777
GABRR2,191.6957533,2.349302318,0.018354048,35.76650689,-3.424868213,4.35e-05,45.86994171,0.176269442,0.822692221,41.1,2.77e-07,0.004518629,0.176269441861446,1.07469933315297
TCF19,223.9459606,1.179224504,0.153787259,236.8983764,2.356510912,0.011314271,17.29201602,-3.419524051,0.000390302,41,2.9e-07,0.004727176,1.17922450360787,1.31794307715387
MT3,13.838667,-3.229038798,0.00194992,34.11075129,0.312177097,1,94.87325476,3.250994599,0.000347174,41,2.9e-07,0.004727176,0.312177097022018,1.85711156286067
PGC,236.5235089,2.549745293,0.001512999,16.51487001,-2.925503084,0.00085594,12.40528666,-0.693713226,0.524647282,41,2.9e-07,0.004727176,-0.693713226261851,1.13863836410393
DNAAF3,377.3933086,0.970352472,0.231540483,41.83860905,-1.21738765,0.191592737,13.89461388,-4.471657528,1.53e-05,41,2.9e-07,0.004727176,-1.21738765036374,-0.30136607007665
ENAM,370.3524799,2.380575697,0.009928577,35.49241298,-0.832095291,0.350059126,156.637104,3.893116459,0.000202054,40.9,3.03e-07,0.004945294,2.38057569651368,2.78147350046472
CLTCL1,40.08407456,-0.506816966,0.542826521,763.7579178,3.301897094,0.000149382,71.88309912,-1.875072698,0.008616348,40.9,3.03e-07,0.004945294,-0.506816965848409,1.85313094023806
IFT122,13.36344497,-3.032480035,0.001556218,159.3082287,-0.979461837,0.201169851,219.5275766,2.862085203,0.00226384,40.9,3.03e-07,0.004945294,-0.97946183749243,1.39689754209784
UBE2M,10.73062804,-2.838773295,0.004285694,21.69821058,-2.03309866,0.024420858,97.5479784,2.384953237,0.006581423,40.9,3.03e-07,0.004945294,-2.03309865950061,0.902364152216018
SF3B4,7.858626979,-1.696510684,0.090256139,456.3641998,3.725823842,0.000280088,161.1601815,1.902757794,0.029763515,40.7,3.32e-07,0.005413337,1.90275779442081,2.52594880475478
TTC37,26.4947518,-2.720870288,0.003463181,63.53516985,1.527154059,0.114018356,19.28171258,-2.77570921,0.001877021,40.7,3.32e-07,0.005413337,-2.72087028848236,0.0840077542738206
ERCC4,18.02826419,0.607823424,0.519176927,41.09152289,-3.950833599,1.07e-05,207.3838715,1.329197196,0.137449465,40.6,3.47e-07,0.005663625,0.607823424198681,0.451102299083388
QSER1,505.7773418,1.870389313,0.049503008,118.2592359,0.284145395,0.766846493,40.74090857,-3.740673472,2.12e-05,40.5,3.63e-07,0.005925783,0.28414539528914,0.722118730065413
NLRP1,131.1934879,-1.026162234,0.239363327,72.47360808,-1.176010047,0.131089155,21.59874867,-3.864639759,2.59e-05,40.5,3.63e-07,0.005925783,-1.17601004703178,-1.58173977624573
C16orf11,92.88779296,-1.049333162,0.18711214,149.495403,0.872955496,0.25277371,37.25560382,4.742751232,1.79e-05,40.4,3.8e-07,0.006199628,0.872955496263162,3.27741077816412
CCT8,35.00012986,0.649584617,0.526103538,22.09159021,-3.707867744,2.5e-05,151.5761441,1.703663054,0.06395340099999999,40.4,3.8e-07,0.006199628,0.64958461686515,0.708559226346564
RPS6KB1,12.55948819,-1.044145426,0.310553357,24.4773007,0.730704973,0.444544284,16.71172566,-4.719916563,6.08e-06,40.4,3.8e-07,0.006199628,-1.04414542617471,-0.459094786820924
OR7D4,243.0569509,1.724933221,0.045252203,19.35976319,-3.176126308,0.000849622,108.2128003,-2.148054039,0.021586963,40.4,3.8e-07,0.006199628,-2.1480540388871,0.279728619448679
DPY19L3,92.95026715,2.130452703,0.025280572,529.1520981,1.129855668,0.156959483,119.9115074,2.780647151,0.000220012,40.3,3.98e-07,0.006485261,2.1304527033631,2.16334009104736
TNRC6B,412.9621847,1.21068616,0.082032025,28.10865236,-3.7372017,0.000238878,514.9539982,1.568165748,0.044257512,40.3,3.98e-07,0.006485261,1.21068616041691,0.835853835718769
RPL39L,48.0838277,-4.283525212,1.46e-06,196.9521102,1.185924518,1,49.82122814,0.459300171,0.586554388,40.3,3.98e-07,0.006485261,0.459300170631262,0.303075405062243
NDUFAF4,129.0103857,1.809418654,0.027711008,35.33601096,-1.598817447,0.057439319,206.6458312,2.874344771,0.00055284,40.2,4.16e-07,0.006784393,1.80941865389016,1.8963182269545
MEGF9,55.50596338,-2.553315749,0.002691496,666.1910182,2.881369148,0.000723537,22.21201128,-0.703956111,0.46164448,40.2,4.16e-07,0.006784393,-0.703956110796674,1.44232255789765
PPM1N,286.3460824,3.413896921,2.82e-06,107.4366972,0.250466028,0.789284754,240.9617007,0.599354516,0.410044052,40.1,4.35e-07,0.00709768,0.599354516470364,2.15519515850047
RPLP2,16.29155853,4.842892896,3.36e-06,47.07067969,-0.188495276,0.840264609,17.27101167,-0.933419493,0.329960974,40.1,4.35e-07,0.00709768,-0.188495275695169,3.32670160669004
